chrom:start-end:strand	nb_ccr	gene_id	biotype
10:14786193-14792335:-	5	ENSSSCG00000010862	c
10:14826466-14850824:-	14	ENSSSCG00000010862	c
10:14826466-14884976:-	25	ENSSSCG00000010862	c
10:15051105-15063364:+	30	ENSSSCG00000010863	c
10:15051105-15053287:+	113	ENSSSCG00000010863	c
10:15051105-15056946:+	40	ENSSSCG00000010863	c
10:15056765-15063364:+	7	ENSSSCG00000010863	c
10:15061268-15063364:+	8	ENSSSCG00000010863	c
10:15061268-15070732:+	6	ENSSSCG00000010863	c
10:15063247-15066662:+	6	ENSSSCG00000010863	c
10:15068986-15070732:+	7	ENSSSCG00000010863	c
10:15076107-15081536:+	6	ENSSSCG00000010863	c
10:15083384-15085471:+	11	ENSSSCG00000010863	c
10:15093186-15095653:+	7	ENSSSCG00000010863	c
10:15095067-15095653:+	8	ENSSSCG00000010863	c
10:15494693-15535937:-	8	ENSSSCG00000021132	c
10:16201081-16216636:+	14	ENSSSCG00000035136	c
10:16201081-16206779:+	5	ENSSSCG00000035136	c
10:16201081-16239910:+	5	ENSSSCG00000035136	c
10:16222140-16239910:+	8	ENSSSCG00000035136	c
10:16271611-16274729:+	8	ENSSSCG00000035136	c
10:16345991-16348572:+	18	ENSSSCG00000035136	c
10:16345991-16359066:+	6	ENSSSCG00000035136	c
10:16460133-16522506:-	19	ENSSSCG00000010872	c
10:16460133-16499371:-	7	ENSSSCG00000010872	c
10:16460133-16510634:-	8	ENSSSCG00000010872	c
10:16490535-16522506:-	19	ENSSSCG00000010872	c
10:16490535-16510634:-	5	ENSSSCG00000010872	c
10:16490535-16607933:-	6	ENSSSCG00000010872	c
10:16499156-16522506:-	57	ENSSSCG00000010872	c
10:16510505-16607933:-	56	ENSSSCG00000010872	c
10:16510505-16543241:-	6	ENSSSCG00000010872	c
10:16522383-16607933:-	53	ENSSSCG00000010872	c
10:16522383-16730354:-	12	ENSSSCG00000010872	c
10:16541737-16607933:-	57	ENSSSCG00000010872	c
10:16560320-16607933:-	90	ENSSSCG00000010872	c
10:16569754-16607933:-	51	ENSSSCG00000010872	c
10:16569754-16730354:-	12	ENSSSCG00000010872	c
10:16585539-16730354:-	14	ENSSSCG00000010872	c
10:17290671-17295955:+	5	ENSSSCG00000035850	c
10:17315507-17347866:+	43	ENSSSCG00000035850	c
10:17329761-17347866:+	5	ENSSSCG00000035850	c
10:17400003-17402014:+	11	ENSSSCG00000010876	c
10:17488679-17489355:-	5	ENSSSCG00000010877	c
10:17489226-17491728:-	10	ENSSSCG00000010877	c
10:18461764-18463778:-	7	ENSSSCG00000022034	c
10:18829548-18861533:-	7	ENSSSCG00000022034	c
10:18829548-18834841:-	7	ENSSSCG00000022034	c
10:19074730-19075159:+	21	ENSSSCG00000010882	c
10:19098553-19109001:+	52	ENSSSCG00000010882	c
10:19949147-19952852:+	11	ENSSSCG00000024618	c
10:19980835-19983593:-	9	ENSSSCG00000010896	c
10:20060943-20078273:-	20	ENSSSCG00000010897	c
10:20060943-20073030:-	6	ENSSSCG00000010897	c
10:20065004-20078273:-	10	ENSSSCG00000010897	c
10:20065004-20073030:-	23	ENSSSCG00000010897	c
10:20072900-20078273:-	5	ENSSSCG00000010897	c
10:20178562-20179144:+	19	ENSSSCG00000021897	c
10:20423358-20487072:-	10	ENSSSCG00000010900	c
10:20423358-20429869:-	6	ENSSSCG00000010900	c
10:20423358-20492105:-	16	ENSSSCG00000010900	c
10:20423358-20438201:-	27	ENSSSCG00000010900	c
10:20423358-20455885:-	15	ENSSSCG00000010900	c
10:20423358-20481282:-	9	ENSSSCG00000010900	c
10:20428974-20492105:-	6	ENSSSCG00000010900	c
10:20428974-20481282:-	5	ENSSSCG00000010900	c
10:20438110-20481282:-	139	ENSSSCG00000010900	c
10:20438110-20492105:-	47	ENSSSCG00000010900	c
10:20438110-20487072:-	22	ENSSSCG00000010900	c
10:20438110-20469728:-	6	ENSSSCG00000010900	c
10:20455783-20487072:-	54	ENSSSCG00000010900	c
10:20455783-20492105:-	45	ENSSSCG00000010900	c
10:20455783-20481282:-	62	ENSSSCG00000010900	c
10:20469602-20492105:-	112	ENSSSCG00000010900	c
10:20469602-20487072:-	16	ENSSSCG00000010900	c
10:20481180-20492105:-	7	ENSSSCG00000010900	c
10:20508014-20536074:-	22	ENSSSCG00000010900	c
10:23147935-23150324:-	12	ENSSSCG00000010912	c
10:23167793-23172062:-	17	ENSSSCG00000010912	c
10:23289743-23290003:+	22	ENSSSCG00000027314	c
10:23424597-23430986:+	7	ENSSSCG00000033737	c
10:24014298-24018647:+	7	ENSSSCG00000010915	c
10:24129788-24133305:+	28	ENSSSCG00000039843	c
10:24750502-24779098:-	10	ENSSSCG00000010928	c
10:24757286-24779098:-	90	ENSSSCG00000010928	c
10:24757286-24799565:-	7	ENSSSCG00000010928	c
10:24757286-24759419:-	5	ENSSSCG00000010928	c
10:24757286-24770435:-	6	ENSSSCG00000010928	c
10:24760508-24779098:-	137	ENSSSCG00000010928	c
10:24760508-24781769:-	13	ENSSSCG00000010928	c
10:24761061-24779098:-	9	ENSSSCG00000010928	c
10:24768865-24770435:-	68	ENSSSCG00000010928	c
10:24768865-24779098:-	240	ENSSSCG00000010928	c
10:24768865-24781769:-	25	ENSSSCG00000010928	c
10:24770315-24779098:-	805	ENSSSCG00000010928	c
10:24770315-24780889:-	20	ENSSSCG00000010928	c
10:24770315-24781769:-	109	ENSSSCG00000010928	c
10:24774959-24779098:-	427	ENSSSCG00000010928	c
10:24774959-24781769:-	97	ENSSSCG00000010928	c
10:24774959-24780889:-	9	ENSSSCG00000010928	c
10:24776755-24781769:-	107	ENSSSCG00000010928	c
10:24776755-24779098:-	200	ENSSSCG00000010928	c
10:24781610-24788445:-	5	ENSSSCG00000010928	c
10:24781610-24784588:-	16	ENSSSCG00000010928	c
10:24788310-24799565:-	105	ENSSSCG00000010928	c
10:24795545-24799565:-	400	ENSSSCG00000010928	c
10:24882634-24886140:-	9	ENSSSCG00000010931, ENSSSCG00000022787	c
10:24908902-24912841:-	9	ENSSSCG00000010931	c
10:24910300-24911744:-	5	ENSSSCG00000010931	c
10:25205439-25206443:+	29	ENSSSCG00000011171	c
10:25521773-25569802:+	29	ENSSSCG00000027557	c
10:25722506-25727818:+	20	ENSSSCG00000028981	c
10:25754104-25773920:+	6	ENSSSCG00000039368	c
10:26180873-26212860:-	8	ENSSSCG00000010941	c
10:26180873-26195694:-	49	ENSSSCG00000010941	c
10:26180873-26218089:-	7	ENSSSCG00000010941	c
10:26879611-26882056:+	6	ENSSSCG00000033654	c
10:26879611-26890213:+	8	ENSSSCG00000033654	c
10:29007620-29015131:+	5	ENSSSCG00000010952	c
10:29028958-29035802:+	5	ENSSSCG00000010952	c
10:29037749-29038934:+	392	ENSSSCG00000010952	c
10:29223950-29230143:-	5	ENSSSCG00000010956	c
10:29228247-29230143:-	64	ENSSSCG00000010956	c
10:29274238-29301099:-	5	ENSSSCG00000010956	c
10:29300931-29304243:-	31	ENSSSCG00000010956	c
10:29528487-29535329:+	8	ENSSSCG00000010957	c
10:30329692-30358589:-	8	ENSSSCG00000010959	c
10:30358283-30362299:-	5	ENSSSCG00000010959	c
10:31044472-31051812:+	13	ENSSSCG00000021571	c
10:31095688-31103898:+	8	ENSSSCG00000021571	c
10:31153773-31157554:+	57	ENSSSCG00000026087	c
10:31157410-31201934:+	13	ENSSSCG00000026087	c
10:31201781-31220915:+	12	ENSSSCG00000026087	c
10:31295416-31297552:+	35	ENSSSCG00000021005	c
10:31303099-31308910:+	13	ENSSSCG00000021005	c
10:32506291-32511978:+	5	ENSSSCG00000010984	c
10:32511788-32527575:+	5	ENSSSCG00000010984	c
10:32569927-32576571:-	31	ENSSSCG00000021761	c
10:32700308-32702584:+	7	ENSSSCG00000024384	c
10:32800583-32827084:+	28	ENSSSCG00000010987	c
10:32800583-32819154:+	28	ENSSSCG00000010987	c
10:32817448-32827084:+	7	ENSSSCG00000010987	c
10:33073680-33094892:-	19	ENSSSCG00000010994	c
10:33141972-33152787:-	5	ENSSSCG00000010994	c
10:33167906-33173745:-	17	ENSSSCG00000010994	c
10:33229550-33231237:+	77	ENSSSCG00000010996	c
10:33229550-33237248:+	17	ENSSSCG00000010996	c
10:33478498-33484011:+	11	ENSSSCG00000011003, ENSSSCG00000011001	c
10:38395599-38396087:+	10	ENSSSCG00000011010	c
10:39336825-39368096:-	8	ENSSSCG00000011069	c
10:39336825-39338712:-	10	ENSSSCG00000011069	c
10:39441866-39446755:-	15	ENSSSCG00000011069	c
10:39441866-39450421:-	7	ENSSSCG00000011069	c
10:39984145-39991160:+	7	ENSSSCG00000011013	c
10:40771582-40774047:+	12	ENSSSCG00000011018	c
10:40771582-40772503:+	8	ENSSSCG00000011018	c
10:41434068-41436115:+	12	ENSSSCG00000011022	c
10:41434068-41434472:+	5	ENSSSCG00000011022	c
10:41590040-41725155:-	5	ENSSSCG00000011023	c
10:41673190-41725155:-	10	ENSSSCG00000011023	c
10:42177771-42194913:+	9	ENSSSCG00000011025	c
10:42192451-42194913:+	8	ENSSSCG00000011025	c
10:42468076-42490463:-	176	ENSSSCG00000011026	c
10:42468076-42479927:-	30	ENSSSCG00000011026	c
10:42552537-42555555:-	9	ENSSSCG00000011026	c
10:42646860-42647382:-	54	ENSSSCG00000011027	c
10:42669133-42669632:-	11	ENSSSCG00000011027	c
10:42670778-42672427:-	7	ENSSSCG00000011027	c
10:43323421-43377986:-	5	ENSSSCG00000011030	c
10:43373890-43377986:-	7	ENSSSCG00000011030	c
10:43443983-43446589:-	14	ENSSSCG00000021309	c
10:43448480-43453197:-	24	ENSSSCG00000021309	c
10:43606149-43614408:-	19	ENSSSCG00000011034	c
10:43918172-43918659:-	5	ENSSSCG00000038007	c
10:43967032-43996556:+	8	ENSSSCG00000011036	c
10:43994554-43996556:+	11	ENSSSCG00000011036	c
10:44909342-44928995:-	5	ENSSSCG00000011041	c
10:44909342-44954321:-	10	ENSSSCG00000011041	c
10:44916927-44947188:-	13	ENSSSCG00000011041	c
10:44916927-44954321:-	5	ENSSSCG00000011041	c
10:44928913-44947188:-	8	ENSSSCG00000011041	c
10:44928913-44935556:-	33	ENSSSCG00000011041	c
10:44928913-44954321:-	14	ENSSSCG00000011041	c
10:44934035-44947188:-	9	ENSSSCG00000011041	c
10:44934035-44935556:-	47	ENSSSCG00000011041	c
10:45130707-45142435:+	8	ENSSSCG00000011042	c
10:45992308-46006364:+	54	ENSSSCG00000011045	c
10:45992308-46002543:+	7	ENSSSCG00000011045	c
10:45992308-46027671:+	62	ENSSSCG00000011045	c
10:45992308-46022353:+	21	ENSSSCG00000011045	c
10:46002428-46047270:+	14	ENSSSCG00000011045	c
10:46002428-46006364:+	7	ENSSSCG00000011045	c
10:46002428-46022353:+	11	ENSSSCG00000011045	c
10:46538291-46569174:+	8	ENSSSCG00000011047	c
10:48101947-48122377:-	5	ENSSSCG00000026354	c
10:48101947-48110019:-	12	ENSSSCG00000026354	c
10:48206020-48225744:+	11	ENSSSCG00000032984	c
10:48208955-48257823:+	5	ENSSSCG00000032984	c
10:48499312-48507450:-	8	ENSSSCG00000035059	c
10:48501103-48507450:-	5	ENSSSCG00000035059	c
10:48501103-48505841:-	6	ENSSSCG00000035059	c
10:48735608-48739057:-	5	ENSSSCG00000011068	c
10:48811920-48819897:-	6	ENSSSCG00000011068	c
10:48811920-48817035:-	6	ENSSSCG00000011068	c
10:48814822-48820979:-	41	ENSSSCG00000011068	c
10:48814822-48827379:-	5	ENSSSCG00000011068	c
10:48815858-48818387:-	9	ENSSSCG00000011068	c
10:48816879-48818387:-	15	ENSSSCG00000011068	c
10:48818274-48827379:-	8	ENSSSCG00000011068	c
10:48818274-48824559:-	13	ENSSSCG00000011068	c
10:48819834-48824559:-	7	ENSSSCG00000011068	c
10:48820846-48824559:-	62	ENSSSCG00000011068	c
10:48820846-48827379:-	45	ENSSSCG00000011068	c
10:48831897-48849331:-	14	ENSSSCG00000011068	c
10:48839071-48849331:-	8	ENSSSCG00000011068	c
10:48873271-48873577:+	28	ENSSSCG00000011065	c
10:48901135-48907143:-	6	ENSSSCG00000011064	c
10:48904199-48907143:-	8	ENSSSCG00000011064	c
10:48911447-48916899:-	13	ENSSSCG00000011064	c
10:49043639-49053905:+	9	ENSSSCG00000024127	c
10:49890047-49958985:-	6	ENSSSCG00000038536	c
10:49958916-50014359:-	5	ENSSSCG00000038536	c
10:50624807-50631082:+	18	ENSSSCG00000011074	c
10:50665746-50667813:+	21	ENSSSCG00000011074	c
10:51701526-51708537:+	11	ENSSSCG00000021093	c
10:52338385-52355962:+	10	ENSSSCG00000011079	c
10:52517309-52521416:-	7	ENSSSCG00000011080	c
10:52544380-52548403:-	14	ENSSSCG00000011080	c
10:53089611-53104147:-	61	ENSSSCG00000011085	c
10:53089611-53091158:-	5	ENSSSCG00000011085	c
10:53089611-53311138:-	5	ENSSSCG00000011085	c
10:53103968-53169782:-	7	ENSSSCG00000011085	c
10:53144968-53311138:-	9	ENSSSCG00000011085	c
10:53144968-53169782:-	7	ENSSSCG00000011085	c
10:53144968-53149101:-	7	ENSSSCG00000011085	c
10:53148848-53311138:-	10	ENSSSCG00000011085	c
10:53169686-53202893:-	198	ENSSSCG00000011085	c
10:53169686-53311138:-	56	ENSSSCG00000011085	c
10:53169686-53227401:-	5	ENSSSCG00000011085	c
10:53169686-53245866:-	6	ENSSSCG00000011085	c
10:53197802-53311138:-	55	ENSSSCG00000011085	c
10:53197802-53227401:-	14	ENSSSCG00000011085	c
10:53197802-53202893:-	152	ENSSSCG00000011085	c
10:53197802-53245866:-	12	ENSSSCG00000011085	c
10:53200074-53311138:-	9	ENSSSCG00000011085	c
10:53202789-53311138:-	16	ENSSSCG00000011085	c
10:55309610-55323512:-	5	ENSSSCG00000040615	c
10:55344473-55364240:-	7	ENSSSCG00000040615	c
10:55711345-55730144:+	19	ENSSSCG00000033395	c
10:55764770-55828740:+	7	ENSSSCG00000033395	c
10:55821351-55840136:+	65	ENSSSCG00000033395	c
10:55828685-55842852:+	245	ENSSSCG00000033395	c
10:55840070-55842852:+	15	ENSSSCG00000033395	c
10:55918130-55966787:+	6	ENSSSCG00000032896	c
10:55918130-55957885:+	7	ENSSSCG00000032896	c
10:55957774-55966787:+	55	ENSSSCG00000032896	c
10:55957774-55962244:+	43	ENSSSCG00000032896	c
10:56002012-56010480:+	6	ENSSSCG00000032896	c
10:56355698-56372536:-	34	ENSSSCG00000011102	c
10:56355698-56366057:-	5	ENSSSCG00000011102	c
10:57184078-57212680:-	5	ENSSSCG00000011103	c
10:57250367-57297790:-	6	ENSSSCG00000011103	c
10:57719626-57721859:-	8	ENSSSCG00000011104	c
10:57838789-57866461:+	5	ENSSSCG00000011106	c
10:57862460-57875654:+	7	ENSSSCG00000011106	c
10:57862460-57866461:+	19	ENSSSCG00000011106	c
10:58021215-58042335:+	13	ENSSSCG00000011107	c
10:58021215-58051113:+	5	ENSSSCG00000011107	c
10:58021215-58033402:+	11	ENSSSCG00000011107	c
10:58561190-58563427:-	6	ENSSSCG00000041097	lnc
10:59255464-59359042:-	6	ENSSSCG00000011111	c
10:59745681-59752288:-	17	ENSSSCG00000011112	c
10:59798567-59800338:-	6	ENSSSCG00000011114	c
10:59913524-59919743:+	276	ENSSSCG00000011117	c
10:59913524-59936017:+	17	ENSSSCG00000011117	c
10:59913524-59926809:+	29	ENSSSCG00000011117	c
10:59913524-59914874:+	8	ENSSSCG00000011117	c
10:59913524-59944065:+	5	ENSSSCG00000011117	c
10:59957364-59963743:+	9	ENSSSCG00000011117	c
10:59963603-59970636:+	5	ENSSSCG00000011117	c
10:59970137-59974190:+	11	ENSSSCG00000011117	c
10:60362899-60380071:+	5	ENSSSCG00000011120	c
10:63586708-63590209:-	11	ENSSSCG00000034086	c
10:63899362-63912175:+	130	ENSSSCG00000024480	c
10:63908019-63912175:+	36	ENSSSCG00000024480	c
10:63971077-63980690:+	11	ENSSSCG00000024480	c
10:64024625-64050596:+	7	ENSSSCG00000024480	c
10:64024625-64041890:+	8	ENSSSCG00000024480	c
10:64899243-64902660:-	9	ENSSSCG00000011134	c
10:65093697-65094296:-	5	ENSSSCG00000030030	c
10:65174466-65191886:+	5	ENSSSCG00000011137	c
10:65174466-65179209:+	8	ENSSSCG00000011137	c
10:65179074-65191886:+	62	ENSSSCG00000011137	c
10:65244718-65247076:-	56	ENSSSCG00000011136	c
10:65246552-65247076:-	45	ENSSSCG00000011136	c
10:66907973-66915439:+	27	ENSSSCG00000036117	lnc
10:68368387-68373557:+	17	ENSSSCG00000011160	c
10:68491182-68502497:-	17	ENSSSCG00000029602	c
10:68491182-68518239:-	32	ENSSSCG00000029602	c
10:68491182-68507352:-	10	ENSSSCG00000029602	c
10:68491182-68509844:-	7	ENSSSCG00000029602	c
10:68509411-68518239:-	28	ENSSSCG00000029602	c
10:68509411-68509844:-	6	ENSSSCG00000029602	c
10:68512777-68518239:-	24	ENSSSCG00000029602	c
10:68562243-68562567:-	17	ENSSSCG00000028602	c
10:68645779-68671405:+	44	ENSSSCG00000011162	c
10:68645779-68688441:+	6	ENSSSCG00000011162	c
10:68671264-68688441:+	47	ENSSSCG00000011162	c
10:68684613-68688441:+	254	ENSSSCG00000011162	c
10:69026407-69030169:+	5	ENSSSCG00000011163	c
10:69070326-69085896:+	6	ENSSSCG00000011163	c
10:69084071-69101192:+	13	ENSSSCG00000011163	c
10:69084071-69085896:+	17	ENSSSCG00000011163	c
11:163648-172489:+	106	ENSSSCG00000009572	c
11:199326-202986:+	29	ENSSSCG00000009572	c
11:199326-209463:+	5	ENSSSCG00000009572	c
11:200853-209463:+	8	ENSSSCG00000009572	c
11:216074-224548:+	9	ENSSSCG00000009572	c
11:218916-224548:+	14	ENSSSCG00000009572	c
11:218916-242378:+	11	ENSSSCG00000009572	c
11:224427-242378:+	6	ENSSSCG00000009572	c
11:240978-242378:+	22	ENSSSCG00000009572	c
11:265063-265877:+	10	ENSSSCG00000009572	c
11:376041-380465:+	17	ENSSSCG00000022957	c
11:389543-396288:+	17	ENSSSCG00000022957	c
11:389543-401801:+	5	ENSSSCG00000022957	c
11:482558-562934:-	5	ENSSSCG00000009569	c
11:534134-562934:-	36	ENSSSCG00000009569	c
11:543479-562934:-	155	ENSSSCG00000009569	c
11:543479-555980:-	18	ENSSSCG00000009569	c
11:552301-562934:-	111	ENSSSCG00000009569	c
11:552301-555980:-	28	ENSSSCG00000009569	c
11:555884-562934:-	26	ENSSSCG00000009569	c
11:562632-562934:-	12	ENSSSCG00000009569	c
11:583671-604571:-	7	ENSSSCG00000009568	c
11:583671-587892:-	6	ENSSSCG00000009568	c
11:603752-604571:-	138	ENSSSCG00000009568	c
11:675688-676545:+	6	ENSSSCG00000021814	c
11:685276-686516:+	15	ENSSSCG00000021814	c
11:712675-714610:+	5	ENSSSCG00000021814	c
11:713799-716256:+	7	ENSSSCG00000021814	c
11:713799-724858:+	17	ENSSSCG00000021814	c
11:713799-714610:+	12	ENSSSCG00000021814	c
11:713799-718039:+	8	ENSSSCG00000021814	c
11:716130-720256:+	5	ENSSSCG00000021814	c
11:962793-965818:+	7	ENSSSCG00000009270	c
11:962793-964414:+	77	ENSSSCG00000009270	c
11:983224-998700:+	6	ENSSSCG00000009270	c
11:1004166-1009902:+	13	ENSSSCG00000009270	c
11:1118996-1141776:-	8	ENSSSCG00000009276	c
11:1125629-1141776:-	30	ENSSSCG00000009276	c
11:1125629-1128292:-	60	ENSSSCG00000009276	c
11:1125629-1163643:-	26	ENSSSCG00000009276	c
11:1141223-1141776:-	951	ENSSSCG00000009276	c
11:1141223-1163643:-	54	ENSSSCG00000009276	c
11:1141223-1175446:-	25	ENSSSCG00000009276	c
11:1141223-1162797:-	10	ENSSSCG00000009276	c
11:1175307-1186009:-	6	ENSSSCG00000009276	c
11:1253855-1254400:-	14	ENSSSCG00000036326	c
11:1317564-1317882:-	5	ENSSSCG00000028249	c
11:1335979-1364698:-	7	ENSSSCG00000026744	c
11:1335979-1355348:-	16	ENSSSCG00000026744	c
11:1341588-1355348:-	7	ENSSSCG00000026744	c
11:1341588-1364698:-	9	ENSSSCG00000026744	c
11:1355227-1364698:-	5	ENSSSCG00000026744	c
11:1355227-1371291:-	9	ENSSSCG00000026744	c
11:1355227-1376231:-	13	ENSSSCG00000026744	c
11:1425032-1429207:-	9	ENSSSCG00000024667	c
11:1429035-1463356:-	8	ENSSSCG00000024667	c
11:1820459-1820609:+	10	ENSSSCG00000044808	lnc
11:2406784-2417721:-	20	ENSSSCG00000035493	c
11:2406784-2409075:-	7	ENSSSCG00000035493	c
11:2759220-2763940:-	12	ENSSSCG00000009290	c
11:2759220-2760934:-	11	ENSSSCG00000009290	c
11:2760729-2763940:-	6	ENSSSCG00000009290	c
11:3193838-3199769:-	22	ENSSSCG00000035119	c
11:3193838-3208876:-	34	ENSSSCG00000035119	c
11:3208398-3208876:-	117	ENSSSCG00000035119	c
11:3230471-3237568:+	56	ENSSSCG00000035318	c
11:3234447-3237568:+	16	ENSSSCG00000035318	c
11:3579109-3583217:+	59	ENSSSCG00000035421	c
11:3661280-3749738:+	7	ENSSSCG00000035421	c
11:3661280-3664233:+	9	ENSSSCG00000035421	c
11:3912547-3922491:-	6	ENSSSCG00000023771	c
11:3953584-3960189:-	13	ENSSSCG00000023771	c
11:3953584-3968427:-	7	ENSSSCG00000023771	c
11:3953584-3984898:-	6	ENSSSCG00000023771	c
11:3959345-3968427:-	17	ENSSSCG00000023771	c
11:3959345-3960189:-	11	ENSSSCG00000023771	c
11:3959345-3984898:-	9	ENSSSCG00000023771	c
11:3968357-3979031:-	6	ENSSSCG00000023771	c
11:3973944-3984898:-	6	ENSSSCG00000023771	c
11:4104217-4118265:+	34	ENSSSCG00000009298	c
11:4104217-4143040:+	70	ENSSSCG00000009298	c
11:4114332-4143040:+	31	ENSSSCG00000009298	c
11:4118124-4143040:+	23	ENSSSCG00000009298	c
11:4118124-4153663:+	9	ENSSSCG00000009298	c
11:4140484-4143040:+	29	ENSSSCG00000009298	c
11:4150277-4158317:+	7	ENSSSCG00000009298	c
11:4338230-4345913:+	62	ENSSSCG00000009300	c
11:4620687-4630378:-	33	ENSSSCG00000009302	c
11:4620687-4652306:-	21	ENSSSCG00000009302	c
11:4627964-4652306:-	7	ENSSSCG00000009302	c
11:4964405-4970005:-	9	ENSSSCG00000009308	c
11:5503064-5507316:+	325	ENSSSCG00000009319	c
11:5503064-5546751:+	69	ENSSSCG00000009319	c
11:5503064-5524214:+	57	ENSSSCG00000009319	c
11:5524052-5581004:+	17	ENSSSCG00000009319	c
11:5546603-5581004:+	5	ENSSSCG00000009319	c
11:5577246-5588249:+	13	ENSSSCG00000009319	c
11:5577246-5581004:+	6	ENSSSCG00000009319	c
11:5587550-5593953:+	6	ENSSSCG00000009319	c
11:5766387-5767129:-	20	ENSSSCG00000009320	c
11:5932304-5933681:-	26	ENSSSCG00000049125	lnc
11:5932314-5933681:-	14	ENSSSCG00000049125	lnc
11:6556533-6560872:-	42	ENSSSCG00000029456	c
11:6556533-6589136:-	6	ENSSSCG00000029456	c
11:7016915-7025772:-	16	ENSSSCG00000009326	c
11:7418704-7430956:+	21	ENSSSCG00000009330	c
11:7578379-7587679:+	19	ENSSSCG00000046261	c
11:7689004-7699145:+	8	ENSSSCG00000009333	c
11:7689004-7695562:+	11	ENSSSCG00000009333	c
11:7806021-7842930:+	5	ENSSSCG00000009335	c
11:7842818-7855987:+	10	ENSSSCG00000009335	c
11:8663834-8670626:+	7	ENSSSCG00000009338	c
11:8842606-8846619:+	5	ENSSSCG00000029039	c
11:8974450-8982801:-	11	ENSSSCG00000009341	c
11:9086392-9092816:+	5	ENSSSCG00000009345	c
11:9102239-9114398:+	9	ENSSSCG00000009345	c
11:9108017-9120720:+	8	ENSSSCG00000009345	c
11:9123326-9139476:+	5	ENSSSCG00000009345	c
11:9132179-9170916:+	90	ENSSSCG00000009345	c
11:9132179-9139476:+	17	ENSSSCG00000009345	c
11:9132179-9149581:+	65	ENSSSCG00000009345	c
11:9132179-9190868:+	5	ENSSSCG00000009345	c
11:9132179-9187549:+	10	ENSSSCG00000009345	c
11:9139360-9170916:+	5	ENSSSCG00000009345	c
11:9145563-9149581:+	45	ENSSSCG00000009345	c
11:9145563-9170916:+	55	ENSSSCG00000009345	c
11:9145563-9190868:+	7	ENSSSCG00000009345	c
11:9166633-9170916:+	13	ENSSSCG00000009345	c
11:9185895-9190868:+	5	ENSSSCG00000009345	c
11:9894097-9895238:-	8	ENSSSCG00000046743	lnc
11:10157121-10158695:+	16	ENSSSCG00000009349	c
11:11156484-11181394:+	51	ENSSSCG00000034348	c
11:11156484-11209651:+	8	ENSSSCG00000034348	c
11:11156484-11169711:+	6	ENSSSCG00000034348	c
11:11156484-11161359:+	10	ENSSSCG00000034348	c
11:11160921-11181394:+	368	ENSSSCG00000034348	c
11:11160921-11171651:+	35	ENSSSCG00000034348	c
11:11160921-11209651:+	12	ENSSSCG00000034348	c
11:11171524-11209651:+	35	ENSSSCG00000034348	c
11:11178754-11209651:+	30	ENSSSCG00000034348	c
11:11248376-11255274:+	9	ENSSSCG00000034348	c
11:11248376-11266949:+	7	ENSSSCG00000034348	c
11:11248376-11249395:+	6	ENSSSCG00000034348	c
11:11294869-11300260:+	24	ENSSSCG00000034348	c
11:11313987-11336042:+	17	ENSSSCG00000034348	c
11:11325672-11336042:+	11	ENSSSCG00000034348	c
11:11369281-11421186:+	9	ENSSSCG00000034348	c
11:11417367-11421186:+	5	ENSSSCG00000034348	c
11:11593797-11643716:+	8	ENSSSCG00000034348	c
11:11593797-11613286:+	6	ENSSSCG00000034348	c
11:11699738-11704554:+	7	ENSSSCG00000034348	c
11:12232549-12245965:-	11	ENSSSCG00000026564, ENSSSCG00000026164	c
11:12275716-12282054:-	11	ENSSSCG00000026564	c
11:12828702-12838685:-	7	ENSSSCG00000009359	c
11:12842164-12854933:-	16	ENSSSCG00000009359	c
11:12843296-12858931:-	11	ENSSSCG00000009359	c
11:12843296-12862293:-	9	ENSSSCG00000009359	c
11:12846224-12862293:-	5	ENSSSCG00000009359	c
11:12854806-12862293:-	35	ENSSSCG00000009359	c
11:12854806-12854933:-	26	ENSSSCG00000009359	c
11:12858352-12862293:-	140	ENSSSCG00000009359	c
11:13246346-13262673:+	52	ENSSSCG00000047188, ENSSSCG00000047553	c
11:13975748-14043998:+	5	ENSSSCG00000045890, ENSSSCG00000009364	c
11:14037699-14043998:+	12	ENSSSCG00000045890, ENSSSCG00000009364	c
11:14037699-14056500:+	20	ENSSSCG00000009364	c
11:14579872-14592830:+	10	ENSSSCG00000009369	c
11:14579872-14590548:+	20	ENSSSCG00000009369	c
11:14592747-14603445:+	9	ENSSSCG00000009369	c
11:14592747-14611784:+	10	ENSSSCG00000009369	c
11:14592747-14622572:+	6	ENSSSCG00000009369	c
11:14601606-14611784:+	24	ENSSSCG00000009369	c
11:14608534-14623293:+	20	ENSSSCG00000009369	c
11:15777200-15783242:+	16	ENSSSCG00000009379	c
11:15779640-15783242:+	17	ENSSSCG00000009379	c
11:15829856-15840297:+	11	ENSSSCG00000009380	c
11:16094633-16102818:-	6	ENSSSCG00000040538	c
11:16094633-16116109:-	147	ENSSSCG00000040538	c
11:16094633-16144167:-	8	ENSSSCG00000040538	c
11:16102712-16144167:-	7	ENSSSCG00000040538	c
11:16624766-16625500:-	58	ENSSSCG00000029598	c
11:18168816-18176751:+	8	ENSSSCG00000021060	c
11:18256531-18265450:-	9	ENSSSCG00000009395	c
11:18265350-18269376:-	9	ENSSSCG00000009395	c
11:18280390-18290494:-	13	ENSSSCG00000009395	c
11:18313795-18361632:+	32	ENSSSCG00000009397	c
