chrom	start	end	strand	nb_ccr	circ_rna_name	exons_id_start	exons_id_end	transcript_id_start	transcript_id_end	gene_id_start	gene_id_end	intron_name	start_i	end_i	gene_id_i	exon_id_i	exon_id_ife	exons_start_end_ife	gene_id_ife
9	64529137	64535174	+	7	circRNA_12464	ENSSSCE00000232588_5_c_+	ENSSSCE00000246038_3_c_+	ENSSSCT00000027953	ENSSSCT00000027953	ENSSSCG00000028035	ENSSSCG00000028035								
9	64539708	64543436	+	6	circRNA_13886	ENSSSCE00000195925_5_c_+	ENSSSCE00000202860_3_c_+	ENSSSCT00000027953	ENSSSCT00000027953	ENSSSCG00000028035	ENSSSCG00000028035								
9	65087404	65088680	-	7	circRNA_12312	ENSSSCE00000131062_3_c_-	ENSSSCE00000131060_5_c_-	ENSSSCT00000016654	ENSSSCT00000016654	ENSSSCG00000015283	ENSSSCG00000015283								
9	65795121	65799181	-	5	circRNA_13804	ENSSSCE00000464217_3_c_-,ENSSSCE00000131106_3_c_-	ENSSSCE00000131101_5_c_-	ENSSSCT00000016659,ENSSSCT00000077001	ENSSSCT00000016659	ENSSSCG00000015288,ENSSSCG00000015288	ENSSSCG00000015288								
9	66405628	66409132	-	15	circRNA_6484	ENSSSCE00000237326_3_c_-	ENSSSCE00000474504_5_c_-,ENSSSCE00000176740_5_c_-	ENSSSCT00000030608	ENSSSCT00000030608,ENSSSCT00000041084	ENSSSCG00000022398	ENSSSCG00000022398,ENSSSCG00000022398								
9	66405628	66413572	-	13	circRNA_10081	ENSSSCE00000237326_3_c_-	ENSSSCE00000240486_5_c_-	ENSSSCT00000030608	ENSSSCT00000030608	ENSSSCG00000022398	ENSSSCG00000022398								
9	66405628	66406998	-	7	circRNA_17979	ENSSSCE00000237326_3_c_-	ENSSSCE00000184582_5_c_-	ENSSSCT00000030608	ENSSSCT00000041084	ENSSSCG00000022398	ENSSSCG00000022398								
9	66406845	66413572	-	11	circRNA_5257	ENSSSCE00000184582_3_c_-	ENSSSCE00000240486_5_c_-	ENSSSCT00000041084	ENSSSCT00000030608	ENSSSCG00000022398	ENSSSCG00000022398								
9	66496514	66497541	-	8	circRNA_8525	ENSSSCE00000217027_3_c_-	ENSSSCE00000217027_5_c_-	ENSSSCT00000028316	ENSSSCT00000028316	ENSSSCG00000020783	ENSSSCG00000020783						ENSSSCE00000217027,ENSSSCE00000217027	66496514_66497541,66496514_66497541	ENSSSCG00000020783_-_c,ENSSSCG00000020783_-_c
9	67036055	67045689	+	6	circRNA_2764	ENSSSCE00000134505_5_c_+	ENSSSCE00000134507_3_c_+,ENSSSCE00000385917_3_c_+	ENSSSCT00000017041	ENSSSCT00000063954,ENSSSCT00000017041	ENSSSCG00000015645	ENSSSCG00000015645,ENSSSCG00000015645								
9	67036055	67037278	+	11	circRNA_13939	ENSSSCE00000134505_5_c_+	ENSSSCE00000226866_3_c_+	ENSSSCT00000017041	ENSSSCT00000017041	ENSSSCG00000015645	ENSSSCG00000015645								
9	67251020	67258395	-	5	circRNA_16046	ENSSSCE00000134540_3_c_-	ENSSSCE00000134536_5_c_-	ENSSSCT00000017045	ENSSSCT00000017045	ENSSSCG00000015648	ENSSSCG00000015648								
9	70509723	70578929	+	6	circRNA_6239	ENSSSCE00000368314_5_c_+	ENSSSCE00000465575_3_c_+	ENSSSCT00000016680	ENSSSCT00000016680	ENSSSCG00000015307	ENSSSCG00000015307								
9	70572354	70578929	+	7	circRNA_11654	ENSSSCE00000449475_5_c_+	ENSSSCE00000465575_3_c_+	ENSSSCT00000016680	ENSSSCT00000016680	ENSSSCG00000015307	ENSSSCG00000015307								
9	70685854	70835752	+	8	circRNA_16948	ENSSSCE00000457245_5_c_+,ENSSSCE00000131262_5_c_+	ENSSSCE00000131264_3_c_+	ENSSSCT00000016680,ENSSSCT00000040409	ENSSSCT00000016680	ENSSSCG00000015307,ENSSSCG00000015307	ENSSSCG00000015307								
9	71958062	71967022	+	5	circRNA_16822	ENSSSCE00000131299_5_c_+	ENSSSCE00000131303_3_c_+	ENSSSCT00000016683	ENSSSCT00000016683	ENSSSCG00000015310	ENSSSCG00000015310								
9	72068513	72076914	-	5	circRNA_9700	ENSSSCE00000131342_3_c_-	ENSSSCE00000131339_5_c_-	ENSSSCT00000016684	ENSSSCT00000016684	ENSSSCG00000015311	ENSSSCG00000015311								
9	72152451	72160471	-	25	circRNA_9673	ENSSSCE00000131371_3_c_-	ENSSSCE00000131368_5_c_-	ENSSSCT00000016686	ENSSSCT00000016686	ENSSSCG00000015313	ENSSSCG00000015313								
9	72153384	72160471	-	31	circRNA_2376	ENSSSCE00000131370_3_c_-	ENSSSCE00000131368_5_c_-	ENSSSCT00000016686	ENSSSCT00000016686	ENSSSCG00000015313	ENSSSCG00000015313								
9	72161162	72170034	-	18	circRNA_8186	ENSSSCE00000131367_3_c_-	ENSSSCE00000131364_5_c_-	ENSSSCT00000016686	ENSSSCT00000016686	ENSSSCG00000015313	ENSSSCG00000015313								
9	72230095	72256259	+	9	circRNA_7796	ENSSSCE00000179911_5_c_+	ENSSSCE00000131375_3_c_+	ENSSSCT00000055638	ENSSSCT00000055638	ENSSSCG00000015314	ENSSSCG00000015314								
9	72230095	72230374	+	8	circRNA_11825	ENSSSCE00000179911_5_c_+	ENSSSCE00000179911_3_c_+	ENSSSCT00000055638	ENSSSCT00000055638	ENSSSCG00000015314	ENSSSCG00000015314						ENSSSCE00000179911	72230095_72230374	ENSSSCG00000015314_+_c
9	72276440	72278356	+	8	circRNA_1408	ENSSSCE00000131377_5_c_+	ENSSSCE00000131378_3_c_+	ENSSSCT00000055638	ENSSSCT00000055638	ENSSSCG00000015314	ENSSSCG00000015314								
9	72286430	72301787	+	27	circRNA_5623	ENSSSCE00000131379_5_c_+	ENSSSCE00000131382_3_c_+	ENSSSCT00000055638	ENSSSCT00000055638	ENSSSCG00000015314	ENSSSCG00000015314								
9	72293143	72318192	+	5	circRNA_10417	ENSSSCE00000131381_5_c_+	ENSSSCE00000131387_3_c_+	ENSSSCT00000055638	ENSSSCT00000055638	ENSSSCG00000015314	ENSSSCG00000015314								
9	72987032	73023767	-	5	circRNA_14202	ENSSSCE00000427671_3_c_-,ENSSSCE00000383306_3_c_-	ENSSSCE00000297485_5_c_-,ENSSSCE00000174287_5_c_-	ENSSSCT00000080595,ENSSSCT00000029122	ENSSSCT00000024549,ENSSSCT00000028375	ENSSSCG00000027372,ENSSSCG00000027372	ENSSSCG00000025870,ENSSSCG00000025870								
9	73042696	73042993	-	17	circRNA_3338	ENSSSCE00000172455_3_c_-	ENSSSCE00000172455_5_c_-	ENSSSCT00000024549	ENSSSCT00000024549	ENSSSCG00000025870	ENSSSCG00000025870						ENSSSCE00000172455,ENSSSCE00000172455,ENSSSCE00000172455	73042696_73042993,73042696_73042993,73042696_73042993	ENSSSCG00000025870_-_c,ENSSSCG00000025870_-_c,ENSSSCG00000025870_-_c
9	73042696	73059640	-	7	circRNA_13732	ENSSSCE00000172455_3_c_-	ENSSSCE00000242621_5_c_-	ENSSSCT00000024549	ENSSSCT00000024549	ENSSSCG00000025870	ENSSSCG00000025870								
9	73094594	73102060	+	82	circRNA_7628	ENSSSCE00000195580_5_c_+	ENSSSCE00000247335_3_c_+	ENSSSCT00000025363	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73094594	73126973	+	21	circRNA_10183	ENSSSCE00000195580_5_c_+	ENSSSCE00000362001_3_c_+	ENSSSCT00000025363	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73100283	73124744	+	24	circRNA_2582	ENSSSCE00000199194_5_c_+	ENSSSCE00000383042_3_c_+	ENSSSCT00000025363	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73100283	73149020	+	16	circRNA_9419	ENSSSCE00000199194_5_c_+	ENSSSCE00000216123_3_c_+	ENSSSCT00000025363	ENSSSCT00000032573	ENSSSCG00000022982	ENSSSCG00000022982								
9	73100283	73156356	+	6	circRNA_12723	ENSSSCE00000199194_5_c_+	ENSSSCE00000332086_3_c_+	ENSSSCT00000025363	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73146002	73189622	+	11	circRNA_2453	ENSSSCE00000180688_5_c_+	ENSSSCE00000212712_3_c_+	ENSSSCT00000032573	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73146002	73172031	+	23	circRNA_14053	ENSSSCE00000180688_5_c_+	ENSSSCE00000202797_3_c_+	ENSSSCT00000032573	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	73155845	73172031	+	7	circRNA_16435	ENSSSCE00000304945_5_c_+	ENSSSCE00000202797_3_c_+	ENSSSCT00000025363	ENSSSCT00000025363	ENSSSCG00000022982	ENSSSCG00000022982								
9	74285707	74300086	+	127	circRNA_2118	ENSSSCE00000327938_5_c_+	ENSSSCE00000300598_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74285707	74298747	+	6	circRNA_7516	ENSSSCE00000327938_5_c_+	ENSSSCE00000359281_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74285707	74286464	+	8	circRNA_14203	ENSSSCE00000327938_5_c_+	ENSSSCE00000315314_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74321511	74326711	+	5	circRNA_5036	ENSSSCE00000131510_5_c_+	ENSSSCE00000131513_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74337573	74342716	+	37	circRNA_522	ENSSSCE00000131517_5_c_+	ENSSSCE00000131520_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74339459	74342716	+	23	circRNA_10195	ENSSSCE00000131518_5_c_+	ENSSSCE00000131520_3_c_+	ENSSSCT00000016700	ENSSSCT00000016700	ENSSSCG00000015327	ENSSSCG00000015327								
9	74804077	74824099	+	24	circRNA_8867	ENSSSCE00000240151_5_c_+	ENSSSCE00000302553_3_c_+	ENSSSCT00000016702	ENSSSCT00000016702	ENSSSCG00000015329	ENSSSCG00000015329								
9	74804077	74852463	+	14	circRNA_10107	ENSSSCE00000240151_5_c_+	ENSSSCE00000355343_3_c_+	ENSSSCT00000016702	ENSSSCT00000016702	ENSSSCG00000015329	ENSSSCG00000015329								
9	74804077	74806481	+	6	circRNA_10361	ENSSSCE00000240151_5_c_+	ENSSSCE00000166958_3_c_+	ENSSSCT00000016702	ENSSSCT00000016702	ENSSSCG00000015329	ENSSSCG00000015329								
9	74879760	74896681	+	5	circRNA_13528	ENSSSCE00000336165_5_c_+	ENSSSCE00000297130_3_c_+	ENSSSCT00000016702	ENSSSCT00000016702	ENSSSCG00000015329	ENSSSCG00000015329								
9	74894559	74896681	+	6	circRNA_1721	ENSSSCE00000290076_5_c_+	ENSSSCE00000297130_3_c_+	ENSSSCT00000016702	ENSSSCT00000016702	ENSSSCG00000015329	ENSSSCG00000015329								
9	75515136	75646985	+	5	circRNA_6396	ENSSSCE00000205957_5_c_+	ENSSSCE00000131568_3_c_+	ENSSSCT00000045839	ENSSSCT00000016708	ENSSSCG00000015335	ENSSSCG00000015335								
9	77870399	77873964	+	5	circRNA_13543	ENSSSCE00000131649_5_c_+	ENSSSCE00000131650_3_c_+	ENSSSCT00000016716	ENSSSCT00000016716	ENSSSCG00000015343	ENSSSCG00000015343								
9	78472824	78487349	-	55	circRNA_18157	ENSSSCE00000222434_3_c_-	ENSSSCE00000160743_5_c_-	ENSSSCT00000016719	ENSSSCT00000016719	ENSSSCG00000015346	ENSSSCG00000015346								
9	78472824	78493189	-	8	circRNA_2100	ENSSSCE00000222434_3_c_-	ENSSSCE00000131672_5_c_-,ENSSSCE00000393823_5_c_-	ENSSSCT00000016719	ENSSSCT00000016719,ENSSSCT00000090494	ENSSSCG00000015346	ENSSSCG00000015346,ENSSSCG00000015346								
9	80696528	80724552	+	13	circRNA_2840	ENSSSCE00000222166_5_c_+	ENSSSCE00000221428_3_c_+	ENSSSCT00000030889	ENSSSCT00000030889	ENSSSCG00000026722	ENSSSCG00000026722								
9	80696528	80719230	+	11	circRNA_4038	ENSSSCE00000222166_5_c_+	ENSSSCE00000237363_3_c_+	ENSSSCT00000030889	ENSSSCT00000030889	ENSSSCG00000026722	ENSSSCG00000026722								
9	80761722	80762014	+	5	circRNA_10140	ENSSSCE00000131681_5_c_+	ENSSSCE00000360267_3_c_+	ENSSSCT00000030889	ENSSSCT00000030889	ENSSSCG00000026722	ENSSSCG00000026722								
9	81249675	81251345	-	5	circRNA_16121	ENSSSCE00000166496_3_c_-	ENSSSCE00000247800_5_c_-	ENSSSCT00000016724	ENSSSCT00000016724	ENSSSCG00000015350	ENSSSCG00000015350								
9	85871571	85879898	-	5	circRNA_6186	ENSSSCE00000174794_3_c_-	ENSSSCE00000186437_5_c_-	ENSSSCT00000016735	ENSSSCT00000016735	ENSSSCG00000015360	ENSSSCG00000015360								
9	86987265	87000228	-	5	circRNA_2469	ENSSSCE00000172632_3_c_-	ENSSSCE00000131792_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87005341	87014001	-	7	circRNA_12418	ENSSSCE00000171548_3_c_-	ENSSSCE00000201009_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87013392	87021020	-	7	circRNA_10996	ENSSSCE00000206006_3_c_-	ENSSSCE00000222214_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87018357	87021020	-	48	circRNA_8185	ENSSSCE00000226948_3_c_-	ENSSSCE00000222214_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87018357	87043305	-	8	circRNA_14839	ENSSSCE00000226948_3_c_-	ENSSSCE00000247587_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87018357	87039523	-	5	circRNA_14927	ENSSSCE00000226948_3_c_-	ENSSSCE00000232025_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87039401	87047919	-	177	circRNA_1174	ENSSSCE00000232025_3_c_-	ENSSSCE00000201048_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87039401	87043305	-	6	circRNA_9738	ENSSSCE00000232025_3_c_-	ENSSSCE00000247587_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	87040833	87047919	-	7	circRNA_3773	ENSSSCE00000214772_3_c_-	ENSSSCE00000201048_5_c_-	ENSSSCT00000029645	ENSSSCT00000029645	ENSSSCG00000024761	ENSSSCG00000024761								
9	89383376	89400450	+	8	circRNA_15700	ENSSSCE00000261611_5_c_+,ENSSSCE00000258229_5_c_+	ENSSSCE00000285896_3_c_+	ENSSSCT00000050379,ENSSSCT00000059291	ENSSSCT00000050379	ENSSSCG00000015375,ENSSSCG00000015375	ENSSSCG00000015375								
9	89621994	89632354	+	5	circRNA_16726	ENSSSCE00000452104_5_c_+,ENSSSCE00000444999_5_c_+	ENSSSCE00000424282_3_c_+,ENSSSCE00000200789_3_c_+	ENSSSCT00000016752,ENSSSCT00000065645	ENSSSCT00000016752,ENSSSCT00000065645	ENSSSCG00000015377,ENSSSCG00000015377	ENSSSCG00000015377,ENSSSCG00000015377								
9	89711256	89735776	+	346	circRNA_7	ENSSSCE00000131859_5_c_+	ENSSSCE00000131867_3_c_+	ENSSSCT00000016752	ENSSSCT00000016752	ENSSSCG00000015377	ENSSSCG00000015377								
9	89711256	89729842	+	53	circRNA_4866	ENSSSCE00000131859_5_c_+	ENSSSCE00000131866_3_c_+	ENSSSCT00000016752	ENSSSCT00000016752	ENSSSCG00000015377	ENSSSCG00000015377								
9	89711256	89723528	+	7	circRNA_12307	ENSSSCE00000131859_5_c_+	ENSSSCE00000229550_3_c_+	ENSSSCT00000016752	ENSSSCT00000016752	ENSSSCG00000015377	ENSSSCG00000015377								
9	89715138	89716239	+	42	circRNA_4056	ENSSSCE00000131860_5_c_+	ENSSSCE00000131861_3_c_+	ENSSSCT00000016752	ENSSSCT00000016752	ENSSSCG00000015377	ENSSSCG00000015377								
9	89715138	89723528	+	23	circRNA_4274	ENSSSCE00000131860_5_c_+	ENSSSCE00000229550_3_c_+	ENSSSCT00000016752	ENSSSCT00000016752	ENSSSCG00000015377	ENSSSCG00000015377								
9	91146702	91157409	-	6	circRNA_9118	ENSSSCE00000131968_3_c_-	ENSSSCE00000283253_5_c_-	ENSSSCT00000016758	ENSSSCT00000016758	ENSSSCG00000015383	ENSSSCG00000015383								
9	91752356	91763251	-	9	circRNA_643	ENSSSCE00000164096_3_c_-,ENSSSCE00000444540_3_c_-	ENSSSCE00000412142_5_c_-,ENSSSCE00000132001_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000067365,ENSSSCT00000016761	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386,ENSSSCG00000015386								
9	91752356	91777166	-	7	circRNA_3978	ENSSSCE00000164096_3_c_-,ENSSSCE00000444540_3_c_-	ENSSSCE00000131999_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000016761	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386								
9	91752356	91770742	-	8	circRNA_5724	ENSSSCE00000164096_3_c_-,ENSSSCE00000444540_3_c_-	ENSSSCE00000132000_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000016761	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386								
9	91752356	91757187	-	6	circRNA_7774	ENSSSCE00000164096_3_c_-,ENSSSCE00000444540_3_c_-	ENSSSCE00000236340_5_c_-,ENSSSCE00000461812_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386,ENSSSCG00000015386								
9	91760536	91770742	-	5	circRNA_237	ENSSSCE00000132004_3_c_-,ENSSSCE00000474157_3_c_-	ENSSSCE00000132000_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000016761	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386								
9	91760536	91761124	-	6	circRNA_9240	ENSSSCE00000132004_3_c_-,ENSSSCE00000474157_3_c_-	ENSSSCE00000132003_5_c_-,ENSSSCE00000475066_5_c_-	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCT00000016761,ENSSSCT00000067365	ENSSSCG00000015386,ENSSSCG00000015386	ENSSSCG00000015386,ENSSSCG00000015386								
9	91925245	91935497	+	15	circRNA_1074	ENSSSCE00000134807_5_c_+,ENSSSCE00000343467_5_c_+	ENSSSCE00000234664_3_c_+	ENSSSCT00000029737,ENSSSCT00000030773	ENSSSCT00000029737	ENSSSCG00000038469,ENSSSCG00000038469	ENSSSCG00000038469								
9	91925245	91927551	+	10	circRNA_4966	ENSSSCE00000134807_5_c_+,ENSSSCE00000343467_5_c_+	ENSSSCE00000221683_3_c_+	ENSSSCT00000029737,ENSSSCT00000030773	ENSSSCT00000029737	ENSSSCG00000038469,ENSSSCG00000038469	ENSSSCG00000038469								
9	91925245	91944532	+	8	circRNA_11270	ENSSSCE00000134807_5_c_+,ENSSSCE00000343467_5_c_+	ENSSSCE00000170263_3_c_+	ENSSSCT00000029737,ENSSSCT00000030773	ENSSSCT00000029737	ENSSSCG00000038469,ENSSSCG00000038469	ENSSSCG00000038469								
9	91965116	91968758	+	5	circRNA_1910	ENSSSCE00000233249_5_c_+	ENSSSCE00000175242_3_c_+	ENSSSCT00000029737	ENSSSCT00000029737	ENSSSCG00000038469	ENSSSCG00000038469								
9	91983342	91992388	+	12	circRNA_1753	ENSSSCE00000246345_5_c_+	ENSSSCE00000389058_3_c_+,ENSSSCE00000310665_3_c_+	ENSSSCT00000027491	ENSSSCT00000027491,ENSSSCT00000083423	ENSSSCG00000023793	ENSSSCG00000023793,ENSSSCG00000023793								
9	91991497	91992388	+	6	circRNA_11846	ENSSSCE00000180278_5_c_+	ENSSSCE00000389058_3_c_+,ENSSSCE00000310665_3_c_+	ENSSSCT00000083423	ENSSSCT00000027491,ENSSSCT00000083423	ENSSSCG00000023793	ENSSSCG00000023793,ENSSSCG00000023793								
9	92307129	92313130	-	5	circRNA_16949	ENSSSCE00000132008_3_c_-	ENSSSCE00000363665_5_c_-	ENSSSCT00000016762	ENSSSCT00000074643	ENSSSCG00000015387	ENSSSCG00000015387								
9	92312408	92313130	-	16	circRNA_4070	ENSSSCE00000132006_3_c_-,ENSSSCE00000476327_3_c_-	ENSSSCE00000363665_5_c_-	ENSSSCT00000016762,ENSSSCT00000074643	ENSSSCT00000074643	ENSSSCG00000015387,ENSSSCG00000015387	ENSSSCG00000015387								
9	92397524	92397915	+	20	circRNA_12704	ENSSSCE00000240931_5_c_+	ENSSSCE00000240931_3_c_+	ENSSSCT00000028274	ENSSSCT00000028274	ENSSSCG00000029174	ENSSSCG00000029174						ENSSSCE00000240931,ENSSSCE00000240931	92397524_92397915,92397524_92397915	ENSSSCG00000029174_+_c,ENSSSCG00000029174_+_c
9	92444019	92446400	+	8	circRNA_6285	ENSSSCE00000334961_5_c_+	ENSSSCE00000432027_3_c_+	ENSSSCT00000028274	ENSSSCT00000028274	ENSSSCG00000029174	ENSSSCG00000029174								
9	92495574	92501670	+	13	circRNA_791	ENSSSCE00000354869_5_c_+	ENSSSCE00000202431_3_c_+	ENSSSCT00000060095	ENSSSCT00000028088	ENSSSCG00000026177	ENSSSCG00000026177								
9	92495574	92514001	+	6	circRNA_16591	ENSSSCE00000354869_5_c_+	ENSSSCE00000240269_3_c_+	ENSSSCT00000060095	ENSSSCT00000028088	ENSSSCG00000026177	ENSSSCG00000026177								
9	92497946	92501670	+	9	circRNA_6542	ENSSSCE00000165088_5_c_+	ENSSSCE00000202431_3_c_+	ENSSSCT00000028088	ENSSSCT00000028088	ENSSSCG00000026177	ENSSSCG00000026177								
9	92499454	92512914	+	14	circRNA_2395	ENSSSCE00000162056_5_c_+	ENSSSCE00000187153_3_c_+	ENSSSCT00000060095	ENSSSCT00000028088	ENSSSCG00000026177	ENSSSCG00000026177								
9	92551616	92613945	-	7	circRNA_15636	ENSSSCE00000132017_3_c_-	ENSSSCE00000202016_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92551616	92590370	-	5	circRNA_15683	ENSSSCE00000132017_3_c_-	ENSSSCE00000132014_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92559821	92625609	-	12	circRNA_4532	ENSSSCE00000132016_3_c_-	ENSSSCE00000201645_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92559821	92613945	-	9	circRNA_15219	ENSSSCE00000132016_3_c_-	ENSSSCE00000202016_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92583600	92613945	-	26	circRNA_6561	ENSSSCE00000132015_3_c_-	ENSSSCE00000202016_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92583600	92625609	-	10	circRNA_11103	ENSSSCE00000132015_3_c_-	ENSSSCE00000201645_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92602465	92625609	-	49	circRNA_2212	ENSSSCE00000193202_3_c_-	ENSSSCE00000201645_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92602465	92613945	-	30	circRNA_9320	ENSSSCE00000193202_3_c_-	ENSSSCE00000202016_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	92602465	92654454	-	6	circRNA_12768	ENSSSCE00000193202_3_c_-	ENSSSCE00000194519_5_c_-	ENSSSCT00000026738	ENSSSCT00000026738	ENSSSCG00000024485	ENSSSCG00000024485								
9	93427121	93452747	-	6	circRNA_13454	ENSSSCE00000132104_3_c_-	ENSSSCE00000286347_5_c_-	ENSSSCT00000051661	ENSSSCT00000051661	ENSSSCG00000015393	ENSSSCG00000015393								
9	93439147	93452747	-	13	circRNA_11531	ENSSSCE00000132099_3_c_-	ENSSSCE00000286347_5_c_-	ENSSSCT00000051661	ENSSSCT00000051661	ENSSSCG00000015393	ENSSSCG00000015393								
9	93451047	93452747	-	13	circRNA_12118	ENSSSCE00000132095_3_c_-	ENSSSCE00000286347_5_c_-	ENSSSCT00000051661	ENSSSCT00000051661	ENSSSCG00000015393	ENSSSCG00000015393								
9	96261550	96308959	+	7	circRNA_6538	ENSSSCE00000279539_5_c_+	ENSSSCE00000194500_3_c_+	ENSSSCT00000016773	ENSSSCT00000016773	ENSSSCG00000015398	ENSSSCG00000015398								
9	98232343	98235872	+	5	circRNA_16166	ENSSSCE00000132240_5_c_+	ENSSSCE00000132244_3_c_+	ENSSSCT00000016777	ENSSSCT00000016777	ENSSSCG00000015402	ENSSSCG00000015402								
9	102248572	102257882	-	13	circRNA_5383	ENSSSCE00000132330_3_c_-	ENSSSCE00000132328_5_c_-	ENSSSCT00000016785	ENSSSCT00000016785	ENSSSCG00000015410	ENSSSCG00000015410								
9	102255513	102257882	-	7	circRNA_17045	ENSSSCE00000132329_3_c_-	ENSSSCE00000132328_5_c_-	ENSSSCT00000016785	ENSSSCT00000016785	ENSSSCG00000015410	ENSSSCG00000015410								
9	102268788	102319561	-	12	circRNA_928	ENSSSCE00000132327_3_c_-	ENSSSCE00000379131_5_c_-	ENSSSCT00000016785	ENSSSCT00000016785	ENSSSCG00000015410	ENSSSCG00000015410								
9	102378851	102381489	-	8	circRNA_8603	ENSSSCE00000362797_3_c_-	ENSSSCE00000333958_5_c_-	ENSSSCT00000049333	ENSSSCT00000049333	ENSSSCG00000038977	ENSSSCG00000038977								
9	102523481	102524983	-	5	circRNA_11309	ENSSSCE00000132342_3_c_-	ENSSSCE00000132341_5_c_-	ENSSSCT00000016786	ENSSSCT00000016786	ENSSSCG00000015411	ENSSSCG00000015411								
9	102923392	102940886	+	7	circRNA_8961	ENSSSCE00000132361_5_c_+	ENSSSCE00000132365_3_c_+	ENSSSCT00000016789	ENSSSCT00000016789	ENSSSCG00000015414	ENSSSCG00000015414								
9	102928687	102930065	+	10	circRNA_2818	ENSSSCE00000132362_5_c_+	ENSSSCE00000132363_3_c_+	ENSSSCT00000016789	ENSSSCT00000016789	ENSSSCG00000015414	ENSSSCG00000015414								
9	102940844	102955374	+	6	circRNA_15365	ENSSSCE00000132365_5_c_+	ENSSSCE00000132367_3_c_+	ENSSSCT00000016789	ENSSSCT00000016789	ENSSSCG00000015414	ENSSSCG00000015414								
9	103339554	103341373	-	15	circRNA_6666	ENSSSCE00000132432_3_c_-	ENSSSCE00000132431_5_c_-	ENSSSCT00000016801	ENSSSCT00000016801	ENSSSCG00000015423	ENSSSCG00000015423								
