gene_ID_ssc gene_ID_bta
ENSSSCG00000021647 ENSBTAG00000012543
ENSSSCG00000021648 ENSBTAG00000043287
ENSSSCG00000021651 ENSBTAG00000054592
ENSSSCG00000021652 ENSBTAG00000012649
ENSSSCG00000021654 ENSBTAG00000016496
ENSSSCG00000021656 ENSBTAG00000002640
ENSSSCG00000021656 ENSBTAG00000053238
ENSSSCG00000021657 ENSBTAG00000016334
ENSSSCG00000021663 ENSBTAG00000051118
ENSSSCG00000021664 ENSBTAG00000006124
ENSSSCG00000021668 ENSBTAG00000013685
ENSSSCG00000021668 ENSBTAG00000030519
ENSSSCG00000021668 ENSBTAG00000037553
ENSSSCG00000021669 ENSBTAG00000013410
ENSSSCG00000021672 ENSBTAG00000008634
ENSSSCG00000021675 ENSBTAG00000003528
ENSSSCG00000021675 ENSBTAG00000014365
ENSSSCG00000021675 ENSBTAG00000026148
ENSSSCG00000021676 ENSBTAG00000002842
ENSSSCG00000021688 ENSBTAG00000020642
ENSSSCG00000021696 ENSBTAG00000009180
ENSSSCG00000021698 ENSBTAG00000017418
ENSSSCG00000021702 ENSBTAG00000006610
ENSSSCG00000021704 ENSBTAG00000005803
ENSSSCG00000021706 ENSBTAG00000047274
ENSSSCG00000021711 ENSBTAG00000018906
ENSSSCG00000021712 ENSBTAG00000020536
ENSSSCG00000021718 ENSBTAG00000006613
ENSSSCG00000021724 ENSBTAG00000004617
ENSSSCG00000021726 ENSBTAG00000045394
ENSSSCG00000021726 ENSBTAG00000048405
ENSSSCG00000021728 ENSBTAG00000021615
ENSSSCG00000021731 ENSBTAG00000012191
ENSSSCG00000021734 ENSBTAG00000021437
ENSSSCG00000021738 ENSBTAG00000010563
ENSSSCG00000021739 ENSBTAG00000000087
ENSSSCG00000021741 ENSBTAG00000039075
ENSSSCG00000021744 ENSBTAG00000015319
ENSSSCG00000021745 ENSBTAG00000017387
ENSSSCG00000021746 ENSBTAG00000004823
ENSSSCG00000021748 ENSBTAG00000039784
ENSSSCG00000021749 ENSBTAG00000010394
ENSSSCG00000021750 ENSBTAG00000040334
ENSSSCG00000021761 ENSBTAG00000000320
ENSSSCG00000021764 ENSBTAG00000008797
ENSSSCG00000021767 ENSBTAG00000000011
ENSSSCG00000021769 ENSBTAG00000039313
ENSSSCG00000021784 ENSBTAG00000004227
ENSSSCG00000021791 ENSBTAG00000016932
ENSSSCG00000021793 ENSBTAG00000014522
ENSSSCG00000021798 ENSBTAG00000003298
ENSSSCG00000021802 ENSBTAG00000006816
ENSSSCG00000021803 ENSBTAG00000032763
ENSSSCG00000021804 ENSBTAG00000046384
ENSSSCG00000021805 ENSBTAG00000035007
ENSSSCG00000021807 ENSBTAG00000042584
ENSSSCG00000021808 ENSBTAG00000046812
ENSSSCG00000021811 ENSBTAG00000016155
ENSSSCG00000021812 ENSBTAG00000004580
ENSSSCG00000021813 ENSBTAG00000015547
ENSSSCG00000021814 ENSBTAG00000020403
ENSSSCG00000021815 ENSBTAG00000006078
ENSSSCG00000021818 ENSBTAG00000012434
ENSSSCG00000021821 ENSBTAG00000001332
ENSSSCG00000021822 ENSBTAG00000000727
ENSSSCG00000021825 ENSBTAG00000000168
ENSSSCG00000021825 ENSBTAG00000020795
ENSSSCG00000021828 ENSBTAG00000019451
ENSSSCG00000021834 ENSBTAG00000005607
ENSSSCG00000021837 ENSBTAG00000009461
ENSSSCG00000021843 ENSBTAG00000002522
ENSSSCG00000021845 ENSBTAG00000032087
ENSSSCG00000021846 ENSBTAG00000053072
ENSSSCG00000021852 ENSBTAG00000038700
ENSSSCG00000021861 ENSBTAG00000016122
ENSSSCG00000021862 ENSBTAG00000002163
ENSSSCG00000021866 ENSBTAG00000008792
ENSSSCG00000021867 ENSBTAG00000003829
ENSSSCG00000021871 ENSBTAG00000004949
ENSSSCG00000021873 ENSBTAG00000012909
ENSSSCG00000021874 ENSBTAG00000002084
ENSSSCG00000021880 ENSBTAG00000012247
ENSSSCG00000021885 ENSBTAG00000021543
ENSSSCG00000021888 ENSBTAG00000003462
ENSSSCG00000021890 ENSBTAG00000000215
ENSSSCG00000021893 ENSBTAG00000008403
ENSSSCG00000021897 ENSBTAG00000008944
ENSSSCG00000021898 ENSBTAG00000000978
ENSSSCG00000021902 ENSBTAG00000002779
ENSSSCG00000021904 ENSBTAG00000043541
ENSSSCG00000021906 ENSBTAG00000019947
ENSSSCG00000021910 ENSBTAG00000017663
ENSSSCG00000021911 ENSBTAG00000003894
ENSSSCG00000021917 ENSBTAG00000040067
ENSSSCG00000021918 ENSBTAG00000013192
ENSSSCG00000021919 ENSBTAG00000016119
ENSSSCG00000021933 ENSBTAG00000020453
ENSSSCG00000021934 ENSBTAG00000004600
ENSSSCG00000021938 ENSBTAG00000012801
ENSSSCG00000021942 ENSBTAG00000049868
ENSSSCG00000021944 ENSBTAG00000011043
ENSSSCG00000021946 ENSBTAG00000046367
ENSSSCG00000021947 ENSBTAG00000038684
ENSSSCG00000021950 ENSBTAG00000000328
ENSSSCG00000021954 ENSBTAG00000054827
ENSSSCG00000021956 ENSBTAG00000017797
ENSSSCG00000021959 ENSBTAG00000045930
ENSSSCG00000021963 ENSBTAG00000017005
ENSSSCG00000021966 ENSBTAG00000000526
ENSSSCG00000021968 ENSBTAG00000021325
ENSSSCG00000021971 ENSBTAG00000033326
ENSSSCG00000021973 ENSBTAG00000021960
ENSSSCG00000021977 ENSBTAG00000009826
ENSSSCG00000021988 ENSBTAG00000009191
ENSSSCG00000021991 ENSBTAG00000021491
ENSSSCG00000021994 ENSBTAG00000044766
ENSSSCG00000021995 ENSBTAG00000017521
ENSSSCG00000021997 ENSBTAG00000017812
ENSSSCG00000021998 ENSBTAG00000022329
ENSSSCG00000022004 ENSBTAG00000013996
ENSSSCG00000022005 ENSBTAG00000005015
ENSSSCG00000022009 ENSBTAG00000020869
ENSSSCG00000022011 ENSBTAG00000032369
ENSSSCG00000022014 ENSBTAG00000026696
ENSSSCG00000022015 ENSBTAG00000042742
ENSSSCG00000022017 ENSBTAG00000016312
ENSSSCG00000022026 ENSBTAG00000008318
ENSSSCG00000022029 ENSBTAG00000008952
ENSSSCG00000022031 ENSBTAG00000011584
ENSSSCG00000022032 ENSBTAG00000017595
ENSSSCG00000022034 ENSBTAG00000033180
ENSSSCG00000022035 ENSBTAG00000044183
ENSSSCG00000022044 ENSBTAG00000017338
ENSSSCG00000022044 ENSBTAG00000049991
ENSSSCG00000022045 ENSBTAG00000006239
ENSSSCG00000022048 ENSBTAG00000012804
ENSSSCG00000022054 ENSBTAG00000038395
ENSSSCG00000022055 ENSBTAG00000004569
ENSSSCG00000022058 ENSBTAG00000031185
ENSSSCG00000022060 ENSBTAG00000011914
ENSSSCG00000022062 ENSBTAG00000042297
ENSSSCG00000022064 ENSBTAG00000010475
ENSSSCG00000022066 ENSBTAG00000000753
ENSSSCG00000022068 ENSBTAG00000017762
ENSSSCG00000022070 ENSBTAG00000016074
ENSSSCG00000022073 ENSBTAG00000040061
ENSSSCG00000022080 ENSBTAG00000004279
ENSSSCG00000022081 ENSBTAG00000001209
ENSSSCG00000022083 ENSBTAG00000030994
ENSSSCG00000022089 ENSBTAG00000002934
ENSSSCG00000022091 ENSBTAG00000011780
ENSSSCG00000022091 ENSBTAG00000054414
ENSSSCG00000022092 ENSBTAG00000001299
ENSSSCG00000022096 ENSBTAG00000050523
ENSSSCG00000022099 ENSBTAG00000005504
ENSSSCG00000022101 ENSBTAG00000022520
ENSSSCG00000022105 ENSBTAG00000053581
ENSSSCG00000022107 ENSBTAG00000005166
ENSSSCG00000022112 ENSBTAG00000010395
ENSSSCG00000022114 ENSBTAG00000004581
ENSSSCG00000022120 ENSBTAG00000046044
ENSSSCG00000022126 ENSBTAG00000011628
ENSSSCG00000022128 ENSBTAG00000017263
ENSSSCG00000022129 ENSBTAG00000014932
ENSSSCG00000022131 ENSBTAG00000022656
ENSSSCG00000022137 ENSBTAG00000042786
ENSSSCG00000022140 ENSBTAG00000038520
ENSSSCG00000022145 ENSBTAG00000008118
ENSSSCG00000022147 ENSBTAG00000003469
ENSSSCG00000022149 ENSBTAG00000026375
ENSSSCG00000022151 ENSBTAG00000037523
ENSSSCG00000022153 ENSBTAG00000038369
ENSSSCG00000022155 ENSBTAG00000003602
ENSSSCG00000022155 ENSBTAG00000046700
ENSSSCG00000022159 ENSBTAG00000020681
ENSSSCG00000022162 ENSBTAG00000006162
ENSSSCG00000022163 ENSBTAG00000002125
ENSSSCG00000022164 ENSBTAG00000017407
ENSSSCG00000022168 ENSBTAG00000027569
ENSSSCG00000022173 ENSBTAG00000001117
ENSSSCG00000022175 ENSBTAG00000018399
ENSSSCG00000022176 ENSBTAG00000018451
ENSSSCG00000022177 ENSBTAG00000011964
ENSSSCG00000022178 ENSBTAG00000011683
ENSSSCG00000022187 ENSBTAG00000046569
ENSSSCG00000022190 ENSBTAG00000023218
ENSSSCG00000022192 ENSBTAG00000002260
ENSSSCG00000022195 ENSBTAG00000003622
ENSSSCG00000022196 ENSBTAG00000020338
ENSSSCG00000022197 ENSBTAG00000050824
ENSSSCG00000022200 ENSBTAG00000014229
ENSSSCG00000022202 ENSBTAG00000016741
ENSSSCG00000022204 ENSBTAG00000013191
ENSSSCG00000022205 ENSBTAG00000044774
ENSSSCG00000022206 ENSBTAG00000024255
ENSSSCG00000022208 ENSBTAG00000024928
ENSSSCG00000022209 ENSBTAG00000012163
ENSSSCG00000022212 ENSBTAG00000008060
ENSSSCG00000022222 ENSBTAG00000006693
ENSSSCG00000022224 ENSBTAG00000011339
ENSSSCG00000022225 ENSBTAG00000005517
ENSSSCG00000022226 ENSBTAG00000032808
ENSSSCG00000022230 ENSBTAG00000014764
ENSSSCG00000022233 ENSBTAG00000007258
ENSSSCG00000022236 ENSBTAG00000021007
ENSSSCG00000022236 ENSBTAG00000038532
ENSSSCG00000022237 ENSBTAG00000000181
ENSSSCG00000022240 ENSBTAG00000008170
ENSSSCG00000022246 ENSBTAG00000014880
ENSSSCG00000022247 ENSBTAG00000039571
ENSSSCG00000022248 ENSBTAG00000018489
ENSSSCG00000022250 ENSBTAG00000005189
ENSSSCG00000022251 ENSBTAG00000007392
ENSSSCG00000022256 ENSBTAG00000002670
ENSSSCG00000022257 ENSBTAG00000034196
ENSSSCG00000022258 ENSBTAG00000014329
ENSSSCG00000022261 ENSBTAG00000004490
ENSSSCG00000022265 ENSBTAG00000051357
ENSSSCG00000022274 ENSBTAG00000014990
ENSSSCG00000022280 ENSBTAG00000030705
ENSSSCG00000022280 ENSBTAG00000052862
ENSSSCG00000022282 ENSBTAG00000002526
ENSSSCG00000022283 ENSBTAG00000009471
ENSSSCG00000022286 ENSBTAG00000029869
ENSSSCG00000022288 ENSBTAG00000011798
ENSSSCG00000022289 ENSBTAG00000012518
ENSSSCG00000022290 ENSBTAG00000021270
ENSSSCG00000022291 ENSBTAG00000043343
ENSSSCG00000022291 ENSBTAG00000051742
ENSSSCG00000022292 ENSBTAG00000002266
ENSSSCG00000022296 ENSBTAG00000055073
ENSSSCG00000022299 ENSBTAG00000014392
ENSSSCG00000022300 ENSBTAG00000020873
ENSSSCG00000022301 ENSBTAG00000027654
ENSSSCG00000022302 ENSBTAG00000004138
ENSSSCG00000022303 ENSBTAG00000023054
ENSSSCG00000022305 ENSBTAG00000005442
ENSSSCG00000022306 ENSBTAG00000003539
ENSSSCG00000022309 ENSBTAG00000020144
ENSSSCG00000022310 ENSBTAG00000021165
ENSSSCG00000022312 ENSBTAG00000003089
ENSSSCG00000022317 ENSBTAG00000018271
ENSSSCG00000022318 ENSBTAG00000011001
ENSSSCG00000022322 ENSBTAG00000024105
ENSSSCG00000022324 ENSBTAG00000002844
ENSSSCG00000022331 ENSBTAG00000051480
ENSSSCG00000022333 ENSBTAG00000003503
ENSSSCG00000022334 ENSBTAG00000045226
ENSSSCG00000022337 ENSBTAG00000005324
ENSSSCG00000022337 ENSBTAG00000052206
ENSSSCG00000022341 ENSBTAG00000013456
ENSSSCG00000022343 ENSBTAG00000013411
ENSSSCG00000022345 ENSBTAG00000008028
ENSSSCG00000022347 ENSBTAG00000010820
ENSSSCG00000022351 ENSBTAG00000003989
ENSSSCG00000022351 ENSBTAG00000038540
ENSSSCG00000022352 ENSBTAG00000045383
ENSSSCG00000022353 ENSBTAG00000007522
ENSSSCG00000022357 ENSBTAG00000055144
ENSSSCG00000022358 ENSBTAG00000003218
ENSSSCG00000022361 ENSBTAG00000015297
ENSSSCG00000022364 ENSBTAG00000016048
ENSSSCG00000022370 ENSBTAG00000046266
ENSSSCG00000022372 ENSBTAG00000000185
ENSSSCG00000022380 ENSBTAG00000013857
ENSSSCG00000022382 ENSBTAG00000029793
ENSSSCG00000022383 ENSBTAG00000005425
ENSSSCG00000022384 ENSBTAG00000019009
ENSSSCG00000022384 ENSBTAG00000051652
ENSSSCG00000022387 ENSBTAG00000035370
ENSSSCG00000022390 ENSBTAG00000046155
ENSSSCG00000022395 ENSBTAG00000018808
ENSSSCG00000022396 ENSBTAG00000002690
ENSSSCG00000022398 ENSBTAG00000008001
ENSSSCG00000022401 ENSBTAG00000009384
ENSSSCG00000022402 ENSBTAG00000014974
ENSSSCG00000022404 ENSBTAG00000013240
ENSSSCG00000022405 ENSBTAG00000007169
ENSSSCG00000022413 ENSBTAG00000021504
ENSSSCG00000022417 ENSBTAG00000004710
ENSSSCG00000022419 ENSBTAG00000008378
ENSSSCG00000022423 ENSBTAG00000038869
ENSSSCG00000022429 ENSBTAG00000011489
ENSSSCG00000022430 ENSBTAG00000001013
ENSSSCG00000022434 ENSBTAG00000007714
ENSSSCG00000022442 ENSBTAG00000020428
ENSSSCG00000022445 ENSBTAG00000016548
ENSSSCG00000022446 ENSBTAG00000002299
ENSSSCG00000022447 ENSBTAG00000007101
ENSSSCG00000022451 ENSBTAG00000001387
ENSSSCG00000022452 ENSBTAG00000030035
ENSSSCG00000022454 ENSBTAG00000018153
ENSSSCG00000022456 ENSBTAG00000051927
ENSSSCG00000022462 ENSBTAG00000052626
ENSSSCG00000022464 ENSBTAG00000003115
ENSSSCG00000022467 ENSBTAG00000052191
ENSSSCG00000022473 ENSBTAG00000001451
ENSSSCG00000022478 ENSBTAG00000017457
ENSSSCG00000022479 ENSBTAG00000021209
ENSSSCG00000022483 ENSBTAG00000003923
ENSSSCG00000022486 ENSBTAG00000013057
ENSSSCG00000022490 ENSBTAG00000008923
ENSSSCG00000022492 ENSBTAG00000015821
ENSSSCG00000022496 ENSBTAG00000017162
ENSSSCG00000022501 ENSBTAG00000049481
ENSSSCG00000022504 ENSBTAG00000009315
ENSSSCG00000022507 ENSBTAG00000040199
ENSSSCG00000022508 ENSBTAG00000001707
ENSSSCG00000022512 ENSBTAG00000055197
ENSSSCG00000022521 ENSBTAG00000015165
ENSSSCG00000022525 ENSBTAG00000001815
ENSSSCG00000022534 ENSBTAG00000011200
ENSSSCG00000022536 ENSBTAG00000016704
ENSSSCG00000022538 ENSBTAG00000002682
ENSSSCG00000022545 ENSBTAG00000014583
ENSSSCG00000022550 ENSBTAG00000005091
ENSSSCG00000022553 ENSBTAG00000037400
ENSSSCG00000022554 ENSBTAG00000003479
ENSSSCG00000022557 ENSBTAG00000008155
ENSSSCG00000022559 ENSBTAG00000019214
ENSSSCG00000022561 ENSBTAG00000029938
ENSSSCG00000022564 ENSBTAG00000042879
ENSSSCG00000022567 ENSBTAG00000005808
ENSSSCG00000022568 ENSBTAG00000021280
ENSSSCG00000022569 ENSBTAG00000005800
ENSSSCG00000022575 ENSBTAG00000005503
ENSSSCG00000022584 ENSBTAG00000021100
ENSSSCG00000022592 ENSBTAG00000006676
ENSSSCG00000022609 ENSBTAG00000018421
ENSSSCG00000022611 ENSBTAG00000019373
ENSSSCG00000022614 ENSBTAG00000016609
ENSSSCG00000022616 ENSBTAG00000010863
ENSSSCG00000022618 ENSBTAG00000001710
ENSSSCG00000022630 ENSBTAG00000038115
ENSSSCG00000022635 ENSBTAG00000051378
ENSSSCG00000022636 ENSBTAG00000020315
ENSSSCG00000022638 ENSBTAG00000014486
ENSSSCG00000022640 ENSBTAG00000046949
ENSSSCG00000022643 ENSBTAG00000019331
ENSSSCG00000022647 ENSBTAG00000018496
ENSSSCG00000022649 ENSBTAG00000034075
ENSSSCG00000022650 ENSBTAG00000029850
ENSSSCG00000022655 ENSBTAG00000016218
ENSSSCG00000022656 ENSBTAG00000014320
ENSSSCG00000022657 ENSBTAG00000006739
ENSSSCG00000022657 ENSBTAG00000007144
ENSSSCG00000022657 ENSBTAG00000013720
ENSSSCG00000022657 ENSBTAG00000016166
ENSSSCG00000022659 ENSBTAG00000016708
ENSSSCG00000022661 ENSBTAG00000017545
ENSSSCG00000022661 ENSBTAG00000053703
ENSSSCG00000022664 ENSBTAG00000031873
ENSSSCG00000022668 ENSBTAG00000000868
ENSSSCG00000022671 ENSBTAG00000005562
ENSSSCG00000022672 ENSBTAG00000006139
ENSSSCG00000022674 ENSBTAG00000004349
ENSSSCG00000022675 ENSBTAG00000045529
ENSSSCG00000022676 ENSBTAG00000055120
ENSSSCG00000022678 ENSBTAG00000048360
ENSSSCG00000022679 ENSBTAG00000021844
ENSSSCG00000022686 ENSBTAG00000037807
ENSSSCG00000022687 ENSBTAG00000003073
ENSSSCG00000022689 ENSBTAG00000025462
ENSSSCG00000022691 ENSBTAG00000044320
ENSSSCG00000022692 ENSBTAG00000001775
ENSSSCG00000022693 ENSBTAG00000002261
ENSSSCG00000022701 ENSBTAG00000047621
ENSSSCG00000022705 ENSBTAG00000013249
ENSSSCG00000022706 ENSBTAG00000001331
ENSSSCG00000022708 ENSBTAG00000009242
ENSSSCG00000022712 ENSBTAG00000042989
ENSSSCG00000022714 ENSBTAG00000016873
ENSSSCG00000022719 ENSBTAG00000049416
ENSSSCG00000022721 ENSBTAG00000009585
ENSSSCG00000022722 ENSBTAG00000018900
ENSSSCG00000022722 ENSBTAG00000045974
ENSSSCG00000022724 ENSBTAG00000015047
ENSSSCG00000022724 ENSBTAG00000039647
ENSSSCG00000022724 ENSBTAG00000052023
ENSSSCG00000022724 ENSBTAG00000053282
ENSSSCG00000022724 ENSBTAG00000053565
ENSSSCG00000022725 ENSBTAG00000009960
ENSSSCG00000022726 ENSBTAG00000020600
ENSSSCG00000022728 ENSBTAG00000003278
ENSSSCG00000022738 ENSBTAG00000008734
ENSSSCG00000022739 ENSBTAG00000021923
ENSSSCG00000022741 ENSBTAG00000002804
ENSSSCG00000022742 ENSBTAG00000004855
ENSSSCG00000022742 ENSBTAG00000031464
ENSSSCG00000022744 ENSBTAG00000015045
ENSSSCG00000022747 ENSBTAG00000043239
ENSSSCG00000022758 ENSBTAG00000006821
ENSSSCG00000022759 ENSBTAG00000047256
ENSSSCG00000022760 ENSBTAG00000021131
ENSSSCG00000022773 ENSBTAG00000009760
ENSSSCG00000022774 ENSBTAG00000021192
ENSSSCG00000022777 ENSBTAG00000003635
ENSSSCG00000022778 ENSBTAG00000016883
ENSSSCG00000022780 ENSBTAG00000016073
ENSSSCG00000022784 ENSBTAG00000004852
ENSSSCG00000022785 ENSBTAG00000004607
ENSSSCG00000022786 ENSBTAG00000001844
ENSSSCG00000022787 ENSBTAG00000013560
ENSSSCG00000022788 ENSBTAG00000002428
ENSSSCG00000022790 ENSBTAG00000025358
ENSSSCG00000022794 ENSBTAG00000026913
ENSSSCG00000022797 ENSBTAG00000010606
ENSSSCG00000022801 ENSBTAG00000018067
ENSSSCG00000022804 ENSBTAG00000017200
ENSSSCG00000022806 ENSBTAG00000001460
ENSSSCG00000022807 ENSBTAG00000037264
ENSSSCG00000022813 ENSBTAG00000044191
ENSSSCG00000022815 ENSBTAG00000004625
ENSSSCG00000022823 ENSBTAG00000015595
ENSSSCG00000022828 ENSBTAG00000026995
ENSSSCG00000022830 ENSBTAG00000021600
ENSSSCG00000022833 ENSBTAG00000006722
ENSSSCG00000022837 ENSBTAG00000019660
ENSSSCG00000022839 ENSBTAG00000030340
ENSSSCG00000022845 ENSBTAG00000021675
ENSSSCG00000022846 ENSBTAG00000014975
ENSSSCG00000022849 ENSBTAG00000020892
ENSSSCG00000022853 ENSBTAG00000019549
ENSSSCG00000022857 ENSBTAG00000021276
ENSSSCG00000022864 ENSBTAG00000011263
ENSSSCG00000022865 ENSBTAG00000054974
ENSSSCG00000022866 ENSBTAG00000009488
ENSSSCG00000022868 ENSBTAG00000019416
ENSSSCG00000022874 ENSBTAG00000010013
ENSSSCG00000022874 ENSBTAG00000045574
ENSSSCG00000022882 ENSBTAG00000045602
ENSSSCG00000022891 ENSBTAG00000013242
ENSSSCG00000022895 ENSBTAG00000047147
ENSSSCG00000022896 ENSBTAG00000004292
ENSSSCG00000022900 ENSBTAG00000020421
ENSSSCG00000022901 ENSBTAG00000050696
ENSSSCG00000022903 ENSBTAG00000014171
ENSSSCG00000022906 ENSBTAG00000008852
ENSSSCG00000022912 ENSBTAG00000016709
ENSSSCG00000022912 ENSBTAG00000027534
ENSSSCG00000022915 ENSBTAG00000006671
ENSSSCG00000022919 ENSBTAG00000018125
ENSSSCG00000022925 ENSBTAG00000004556
ENSSSCG00000022925 ENSBTAG00000030416
ENSSSCG00000022926 ENSBTAG00000042699
ENSSSCG00000022932 ENSBTAG00000008136
ENSSSCG00000022933 ENSBTAG00000007888
ENSSSCG00000022940 ENSBTAG00000014041
ENSSSCG00000022942 ENSBTAG00000015196
ENSSSCG00000022945 ENSBTAG00000005078
ENSSSCG00000022948 ENSBTAG00000013338
ENSSSCG00000022951 ENSBTAG00000045895
ENSSSCG00000022952 ENSBTAG00000016228
ENSSSCG00000022953 ENSBTAG00000016676
ENSSSCG00000022955 ENSBTAG00000019366
ENSSSCG00000022957 ENSBTAG00000025400
ENSSSCG00000022961 ENSBTAG00000020046
ENSSSCG00000022963 ENSBTAG00000014126
ENSSSCG00000022968 ENSBTAG00000017370
ENSSSCG00000022975 ENSBTAG00000002321
ENSSSCG00000022980 ENSBTAG00000009968
ENSSSCG00000022982 ENSBTAG00000014255
ENSSSCG00000022986 ENSBTAG00000019808
ENSSSCG00000022987 ENSBTAG00000002680
ENSSSCG00000022988 ENSBTAG00000018607
ENSSSCG00000022989 ENSBTAG00000021743
ENSSSCG00000022993 ENSBTAG00000046314
ENSSSCG00000022994 ENSBTAG00000013591
ENSSSCG00000022995 ENSBTAG00000016606
ENSSSCG00000022998 ENSBTAG00000005275
ENSSSCG00000023001 ENSBTAG00000021940
ENSSSCG00000023004 ENSBTAG00000051341
ENSSSCG00000023012 ENSBTAG00000039914
ENSSSCG00000023014 ENSBTAG00000007434
ENSSSCG00000023018 ENSBTAG00000045577
ENSSSCG00000023026 ENSBTAG00000001507
ENSSSCG00000023027 ENSBTAG00000003465
ENSSSCG00000023028 ENSBTAG00000000603
ENSSSCG00000023031 ENSBTAG00000045789
ENSSSCG00000023032 ENSBTAG00000021588
ENSSSCG00000023033 ENSBTAG00000000671
ENSSSCG00000023048 ENSBTAG00000047789
ENSSSCG00000023050 ENSBTAG00000022461
ENSSSCG00000023054 ENSBTAG00000005725
ENSSSCG00000023057 ENSBTAG00000016320
ENSSSCG00000023062 ENSBTAG00000032711
ENSSSCG00000023062 ENSBTAG00000054942
ENSSSCG00000023062 ENSBTAG00000055212
ENSSSCG00000023071 ENSBTAG00000029991
ENSSSCG00000023074 ENSBTAG00000020415
ENSSSCG00000023078 ENSBTAG00000021490
ENSSSCG00000023080 ENSBTAG00000015403
ENSSSCG00000023082 ENSBTAG00000005433
ENSSSCG00000023084 ENSBTAG00000001305
ENSSSCG00000023086 ENSBTAG00000042871
ENSSSCG00000023090 ENSBTAG00000011186
ENSSSCG00000023091 ENSBTAG00000007537
ENSSSCG00000023097 ENSBTAG00000027557
ENSSSCG00000023105 ENSBTAG00000007648
ENSSSCG00000023110 ENSBTAG00000010481
ENSSSCG00000023111 ENSBTAG00000044689
ENSSSCG00000023112 ENSBTAG00000017809
ENSSSCG00000023118 ENSBTAG00000014262
ENSSSCG00000023122 ENSBTAG00000012497
ENSSSCG00000023125 ENSBTAG00000026004
ENSSSCG00000023126 ENSBTAG00000003697
ENSSSCG00000023127 ENSBTAG00000008500
ENSSSCG00000023128 ENSBTAG00000011736
ENSSSCG00000023130 ENSBTAG00000000392
ENSSSCG00000023133 ENSBTAG00000014405
ENSSSCG00000023139 ENSBTAG00000044138
ENSSSCG00000023140 ENSBTAG00000019510
ENSSSCG00000023141 ENSBTAG00000054881
ENSSSCG00000023142 ENSBTAG00000004112
ENSSSCG00000023143 ENSBTAG00000043453
ENSSSCG00000023146 ENSBTAG00000049537
ENSSSCG00000023151 ENSBTAG00000040042
ENSSSCG00000023155 ENSBTAG00000008584
ENSSSCG00000023156 ENSBTAG00000040226
ENSSSCG00000023158 ENSBTAG00000012898
ENSSSCG00000023160 ENSBTAG00000034519
ENSSSCG00000023162 ENSBTAG00000033248
ENSSSCG00000023165 ENSBTAG00000011446
ENSSSCG00000023166 ENSBTAG00000051381
ENSSSCG00000023169 ENSBTAG00000034681
ENSSSCG00000023171 ENSBTAG00000054103
ENSSSCG00000023172 ENSBTAG00000000207
ENSSSCG00000023173 ENSBTAG00000019721
ENSSSCG00000023174 ENSBTAG00000010350
ENSSSCG00000023176 ENSBTAG00000008499
ENSSSCG00000023177 ENSBTAG00000000670
ENSSSCG00000023178 ENSBTAG00000011467
ENSSSCG00000023181 ENSBTAG00000003120
ENSSSCG00000023186 ENSBTAG00000017969
ENSSSCG00000023187 ENSBTAG00000031575
ENSSSCG00000023191 ENSBTAG00000011625
ENSSSCG00000023195 ENSBTAG00000048389
ENSSSCG00000023196 ENSBTAG00000051659
ENSSSCG00000023204 ENSBTAG00000016577
ENSSSCG00000023215 ENSBTAG00000001288
ENSSSCG00000023225 ENSBTAG00000020260
ENSSSCG00000023228 ENSBTAG00000019462
ENSSSCG00000023229 ENSBTAG00000014915
ENSSSCG00000023231 ENSBTAG00000030366
ENSSSCG00000023235 ENSBTAG00000003069
ENSSSCG00000023240 ENSBTAG00000050096
ENSSSCG00000023243 ENSBTAG00000000074
ENSSSCG00000023245 ENSBTAG00000012152
ENSSSCG00000023247 ENSBTAG00000016401
ENSSSCG00000023254 ENSBTAG00000045662
ENSSSCG00000023255 ENSBTAG00000026246
ENSSSCG00000023258 ENSBTAG00000004560
ENSSSCG00000023261 ENSBTAG00000004429
ENSSSCG00000023263 ENSBTAG00000025001
ENSSSCG00000023264 ENSBTAG00000020527
ENSSSCG00000023266 ENSBTAG00000015887
ENSSSCG00000023267 ENSBTAG00000003826
ENSSSCG00000023269 ENSBTAG00000032637
ENSSSCG00000023272 ENSBTAG00000000696
ENSSSCG00000023273 ENSBTAG00000020495
ENSSSCG00000023276 ENSBTAG00000010255
ENSSSCG00000023277 ENSBTAG00000006033
ENSSSCG00000023277 ENSBTAG00000054002
ENSSSCG00000023279 ENSBTAG00000017151
ENSSSCG00000023280 ENSBTAG00000045498
ENSSSCG00000023285 ENSBTAG00000042715
ENSSSCG00000023285 ENSBTAG00000043303
ENSSSCG00000023294 ENSBTAG00000002542
ENSSSCG00000023296 ENSBTAG00000009035
ENSSSCG00000023297 ENSBTAG00000012966
ENSSSCG00000023298 ENSBTAG00000010913
ENSSSCG00000023301 ENSBTAG00000000070
ENSSSCG00000023303 ENSBTAG00000001500
ENSSSCG00000023304 ENSBTAG00000012683
ENSSSCG00000023306 ENSBTAG00000003639
ENSSSCG00000023307 ENSBTAG00000015376
ENSSSCG00000023312 ENSBTAG00000047376
ENSSSCG00000023315 ENSBTAG00000001415
ENSSSCG00000023318 ENSBTAG00000018405
ENSSSCG00000023320 ENSBTAG00000049666
ENSSSCG00000023320 ENSBTAG00000052665
ENSSSCG00000023320 ENSBTAG00000053645
