gene_ID_bta gene_ID_oar
ENSBTAG00000018948 ENSOARG00000010539
ENSBTAG00000018951 ENSOARG00000012380
ENSBTAG00000018954 ENSOARG00000005455
ENSBTAG00000018955 ENSOARG00000010479
ENSBTAG00000018959 ENSOARG00000018084
ENSBTAG00000018965 ENSOARG00000017237
ENSBTAG00000018966 ENSOARG00000003798
ENSBTAG00000018967 ENSOARG00000007420
ENSBTAG00000018969 ENSOARG00000007503
ENSBTAG00000018970 ENSOARG00000007607
ENSBTAG00000018971 ENSOARG00000021175
ENSBTAG00000018972 ENSOARG00000008017
ENSBTAG00000018973 ENSOARG00000001923
ENSBTAG00000018975 ENSOARG00000004942
ENSBTAG00000018978 ENSOARG00000018339
ENSBTAG00000018979 ENSOARG00000001899
ENSBTAG00000018984 ENSOARG00000007664
ENSBTAG00000018986 ENSOARG00000017954
ENSBTAG00000018989 ENSOARG00000014903
ENSBTAG00000018991 ENSOARG00000013466
ENSBTAG00000018993 ENSOARG00000016642
ENSBTAG00000018994 ENSOARG00000020741
ENSBTAG00000018996 ENSOARG00000004788
ENSBTAG00000018999 ENSOARG00000003653
ENSBTAG00000019001 ENSOARG00000014507
ENSBTAG00000019002 ENSOARG00000014685
ENSBTAG00000019003 ENSOARG00000019426
ENSBTAG00000019006 ENSOARG00000013557
ENSBTAG00000019008 ENSOARG00000013583
ENSBTAG00000019009 ENSOARG00000009410
ENSBTAG00000019010 ENSOARG00000001396
ENSBTAG00000019011 ENSOARG00000009826
ENSBTAG00000019012 ENSOARG00000014301
ENSBTAG00000019013 ENSOARG00000001446
ENSBTAG00000019014 ENSOARG00000002278
ENSBTAG00000019015 ENSOARG00000008178
ENSBTAG00000019017 ENSOARG00000008211
ENSBTAG00000019017 ENSOARG00000015728
ENSBTAG00000019018 ENSOARG00000008178
ENSBTAG00000019020 ENSOARG00000009182
ENSBTAG00000019021 ENSOARG00000001072
ENSBTAG00000019023 ENSOARG00000011144
ENSBTAG00000019024 ENSOARG00000009144
ENSBTAG00000019025 ENSOARG00000007018
ENSBTAG00000019026 ENSOARG00000018348
ENSBTAG00000019027 ENSOARG00000018397
ENSBTAG00000019028 ENSOARG00000005230
ENSBTAG00000019029 ENSOARG00000018406
ENSBTAG00000019031 ENSOARG00000017670
ENSBTAG00000019033 ENSOARG00000008878
ENSBTAG00000019036 ENSOARG00000000085
ENSBTAG00000019038 ENSOARG00000007326
ENSBTAG00000019039 ENSOARG00000003720
ENSBTAG00000019040 ENSOARG00000007553
ENSBTAG00000019043 ENSOARG00000015173
ENSBTAG00000019044 ENSOARG00000000258
ENSBTAG00000019045 ENSOARG00000019035
ENSBTAG00000019048 ENSOARG00000003545
ENSBTAG00000019049 ENSOARG00000001758
ENSBTAG00000019052 ENSOARG00000004265
ENSBTAG00000019053 ENSOARG00000016382
ENSBTAG00000019054 ENSOARG00000007427
ENSBTAG00000019058 ENSOARG00000011662
ENSBTAG00000019059 ENSOARG00000006493
ENSBTAG00000019060 ENSOARG00000000208
ENSBTAG00000019061 ENSOARG00000015356
ENSBTAG00000019062 ENSOARG00000006995
ENSBTAG00000019065 ENSOARG00000004800
ENSBTAG00000019066 ENSOARG00000015206
ENSBTAG00000019067 ENSOARG00000005846
ENSBTAG00000019069 ENSOARG00000005753
ENSBTAG00000019070 ENSOARG00000016485
ENSBTAG00000019071 ENSOARG00000001932
ENSBTAG00000019072 ENSOARG00000020818
ENSBTAG00000019073 ENSOARG00000017713
ENSBTAG00000019075 ENSOARG00000001485
ENSBTAG00000019076 ENSOARG00000020143
ENSBTAG00000019077 ENSOARG00000019440
ENSBTAG00000019078 ENSOARG00000014171
ENSBTAG00000019079 ENSOARG00000020162
ENSBTAG00000019080 ENSOARG00000007498
ENSBTAG00000019082 ENSOARG00000007527
ENSBTAG00000019084 ENSOARG00000006846
ENSBTAG00000019085 ENSOARG00000007160
ENSBTAG00000019086 ENSOARG00000015764
ENSBTAG00000019090 ENSOARG00000002848
ENSBTAG00000019091 ENSOARG00000018719
ENSBTAG00000019092 ENSOARG00000007345
ENSBTAG00000019093 ENSOARG00000018733
ENSBTAG00000019094 ENSOARG00000007227
ENSBTAG00000019095 ENSOARG00000002956
ENSBTAG00000019096 ENSOARG00000016718
ENSBTAG00000019097 ENSOARG00000003085
ENSBTAG00000019099 ENSOARG00000010083
ENSBTAG00000019104 ENSOARG00000018448
ENSBTAG00000019105 ENSOARG00000018408
ENSBTAG00000019106 ENSOARG00000002622
ENSBTAG00000019107 ENSOARG00000006122
ENSBTAG00000019110 ENSOARG00000012871
ENSBTAG00000019114 ENSOARG00000000893
ENSBTAG00000019116 ENSOARG00000015539
ENSBTAG00000019116 ENSOARG00000015557
ENSBTAG00000019119 ENSOARG00000000782
ENSBTAG00000019119 ENSOARG00000004530
ENSBTAG00000019119 ENSOARG00000019797
ENSBTAG00000019120 ENSOARG00000021081
ENSBTAG00000019121 ENSOARG00000014470
ENSBTAG00000019122 ENSOARG00000009452
ENSBTAG00000019123 ENSOARG00000001557
ENSBTAG00000019129 ENSOARG00000015230
ENSBTAG00000019130 ENSOARG00000007480
ENSBTAG00000019131 ENSOARG00000021028
ENSBTAG00000019132 ENSOARG00000005174
ENSBTAG00000019133 ENSOARG00000015643
ENSBTAG00000019134 ENSOARG00000009157
ENSBTAG00000019136 ENSOARG00000013443
ENSBTAG00000019137 ENSOARG00000004467
ENSBTAG00000019138 ENSOARG00000018463
ENSBTAG00000019139 ENSOARG00000012386
ENSBTAG00000019140 ENSOARG00000004018
ENSBTAG00000019143 ENSOARG00000008196
ENSBTAG00000019144 ENSOARG00000017267
ENSBTAG00000019145 ENSOARG00000020180
ENSBTAG00000019146 ENSOARG00000008604
ENSBTAG00000019147 ENSOARG00000014889
ENSBTAG00000019150 ENSOARG00000006607
ENSBTAG00000019152 ENSOARG00000020452
ENSBTAG00000019153 ENSOARG00000006678
ENSBTAG00000019155 ENSOARG00000020339
ENSBTAG00000019156 ENSOARG00000020314
ENSBTAG00000019157 ENSOARG00000017772
ENSBTAG00000019158 ENSOARG00000005471
ENSBTAG00000019159 ENSOARG00000019026
ENSBTAG00000019160 ENSOARG00000011431
ENSBTAG00000019161 ENSOARG00000009434
ENSBTAG00000019163 ENSOARG00000009513
ENSBTAG00000019164 ENSOARG00000004338
ENSBTAG00000019166 ENSOARG00000006160
ENSBTAG00000019167 ENSOARG00000004577
ENSBTAG00000019168 ENSOARG00000005031
ENSBTAG00000019172 ENSOARG00000010708
ENSBTAG00000019174 ENSOARG00000011959
ENSBTAG00000019175 ENSOARG00000010989
ENSBTAG00000019177 ENSOARG00000016188
ENSBTAG00000019179 ENSOARG00000013455
ENSBTAG00000019180 ENSOARG00000013514
ENSBTAG00000019181 ENSOARG00000000788
ENSBTAG00000019182 ENSOARG00000019709
ENSBTAG00000019183 ENSOARG00000013575
ENSBTAG00000019184 ENSOARG00000013640
ENSBTAG00000019187 ENSOARG00000007213
ENSBTAG00000019188 ENSOARG00000016360
ENSBTAG00000019190 ENSOARG00000018830
ENSBTAG00000019192 ENSOARG00000012587
ENSBTAG00000019193 ENSOARG00000006977
ENSBTAG00000019194 ENSOARG00000000827
ENSBTAG00000019197 ENSOARG00000008366
ENSBTAG00000019198 ENSOARG00000006742
ENSBTAG00000019199 ENSOARG00000003889
ENSBTAG00000019200 ENSOARG00000005624
ENSBTAG00000019202 ENSOARG00000015090
ENSBTAG00000019203 ENSOARG00000000641
ENSBTAG00000019204 ENSOARG00000003084
ENSBTAG00000019208 ENSOARG00000003309
ENSBTAG00000019209 ENSOARG00000011593
ENSBTAG00000019210 ENSOARG00000014702
ENSBTAG00000019211 ENSOARG00000011539
ENSBTAG00000019213 ENSOARG00000013780
ENSBTAG00000019214 ENSOARG00000009076
ENSBTAG00000019215 ENSOARG00000009238
ENSBTAG00000019216 ENSOARG00000002357
ENSBTAG00000019217 ENSOARG00000011127
ENSBTAG00000019218 ENSOARG00000001896
ENSBTAG00000019219 ENSOARG00000002299
ENSBTAG00000019220 ENSOARG00000017454
ENSBTAG00000019221 ENSOARG00000010618
ENSBTAG00000019225 ENSOARG00000010324
ENSBTAG00000019226 ENSOARG00000012150
ENSBTAG00000019227 ENSOARG00000002701
ENSBTAG00000019229 ENSOARG00000005762
ENSBTAG00000019230 ENSOARG00000012024
ENSBTAG00000019231 ENSOARG00000015935
ENSBTAG00000019232 ENSOARG00000015850
ENSBTAG00000019234 ENSOARG00000017264
ENSBTAG00000019235 ENSOARG00000020936
ENSBTAG00000019237 ENSOARG00000017127
ENSBTAG00000019238 ENSOARG00000011180
ENSBTAG00000019242 ENSOARG00000013533
ENSBTAG00000019244 ENSOARG00000016766
ENSBTAG00000019246 ENSOARG00000006795
ENSBTAG00000019246 ENSOARG00000018249
ENSBTAG00000019250 ENSOARG00000001620
ENSBTAG00000019251 ENSOARG00000010473
ENSBTAG00000019252 ENSOARG00000003892
ENSBTAG00000019254 ENSOARG00000006060
ENSBTAG00000019255 ENSOARG00000017431
ENSBTAG00000019256 ENSOARG00000001647
ENSBTAG00000019260 ENSOARG00000014782
ENSBTAG00000019262 ENSOARG00000014321
ENSBTAG00000019264 ENSOARG00000002779
ENSBTAG00000019265 ENSOARG00000013726
ENSBTAG00000019266 ENSOARG00000004254
ENSBTAG00000019267 ENSOARG00000018035
ENSBTAG00000019269 ENSOARG00000012880
ENSBTAG00000019271 ENSOARG00000005239
ENSBTAG00000019272 ENSOARG00000018091
ENSBTAG00000019273 ENSOARG00000008393
ENSBTAG00000019274 ENSOARG00000019309
ENSBTAG00000019275 ENSOARG00000006498
ENSBTAG00000019276 ENSOARG00000005759
ENSBTAG00000019276 ENSOARG00000021023
ENSBTAG00000019277 ENSOARG00000018744
ENSBTAG00000019278 ENSOARG00000009349
ENSBTAG00000019279 ENSOARG00000001619
ENSBTAG00000019280 ENSOARG00000001548
ENSBTAG00000019281 ENSOARG00000018702
ENSBTAG00000019282 ENSOARG00000001670
ENSBTAG00000019283 ENSOARG00000018625
ENSBTAG00000019284 ENSOARG00000021006
ENSBTAG00000019287 ENSOARG00000016915
ENSBTAG00000019289 ENSOARG00000008212
ENSBTAG00000019290 ENSOARG00000019085
ENSBTAG00000019291 ENSOARG00000005837
ENSBTAG00000019293 ENSOARG00000010199
ENSBTAG00000019294 ENSOARG00000020225
ENSBTAG00000019295 ENSOARG00000020069
ENSBTAG00000019297 ENSOARG00000016179
ENSBTAG00000019298 ENSOARG00000017141
ENSBTAG00000019299 ENSOARG00000011482
ENSBTAG00000019300 ENSOARG00000010837
ENSBTAG00000019302 ENSOARG00000006262
ENSBTAG00000019305 ENSOARG00000001455
ENSBTAG00000019309 ENSOARG00000003665
ENSBTAG00000019310 ENSOARG00000003652
ENSBTAG00000019312 ENSOARG00000017390
ENSBTAG00000019313 ENSOARG00000009814
ENSBTAG00000019314 ENSOARG00000016027
ENSBTAG00000019315 ENSOARG00000011007
ENSBTAG00000019317 ENSOARG00000017353
ENSBTAG00000019321 ENSOARG00000016997
ENSBTAG00000019322 ENSOARG00000012554
ENSBTAG00000019325 ENSOARG00000009397
ENSBTAG00000019327 ENSOARG00000012744
ENSBTAG00000019329 ENSOARG00000009454
ENSBTAG00000019331 ENSOARG00000003483
ENSBTAG00000019332 ENSOARG00000019276
ENSBTAG00000019334 ENSOARG00000003296
ENSBTAG00000019336 ENSOARG00000020618
ENSBTAG00000019337 ENSOARG00000007755
ENSBTAG00000019338 ENSOARG00000016570
ENSBTAG00000019341 ENSOARG00000009006
ENSBTAG00000019342 ENSOARG00000010496
ENSBTAG00000019343 ENSOARG00000002260
ENSBTAG00000019345 ENSOARG00000012496
ENSBTAG00000019347 ENSOARG00000010290
ENSBTAG00000019349 ENSOARG00000010110
ENSBTAG00000019350 ENSOARG00000008179
ENSBTAG00000019353 ENSOARG00000008918
ENSBTAG00000019354 ENSOARG00000020812
ENSBTAG00000019355 ENSOARG00000003086
ENSBTAG00000019358 ENSOARG00000005048
ENSBTAG00000019362 ENSOARG00000005082
ENSBTAG00000019365 ENSOARG00000005403
ENSBTAG00000019366 ENSOARG00000005538
ENSBTAG00000019368 ENSOARG00000005761
ENSBTAG00000019369 ENSOARG00000004892
ENSBTAG00000019370 ENSOARG00000004691
ENSBTAG00000019370 ENSOARG00000014640
ENSBTAG00000019371 ENSOARG00000007000
ENSBTAG00000019373 ENSOARG00000019503
ENSBTAG00000019376 ENSOARG00000020748
ENSBTAG00000019378 ENSOARG00000018663
ENSBTAG00000019379 ENSOARG00000010985
ENSBTAG00000019382 ENSOARG00000007663
ENSBTAG00000019385 ENSOARG00000005501
ENSBTAG00000019387 ENSOARG00000013327
ENSBTAG00000019388 ENSOARG00000018148
ENSBTAG00000019390 ENSOARG00000020784
ENSBTAG00000019391 ENSOARG00000004120
ENSBTAG00000019394 ENSOARG00000007778
ENSBTAG00000019399 ENSOARG00000005259
ENSBTAG00000019401 ENSOARG00000012214
ENSBTAG00000019402 ENSOARG00000008661
ENSBTAG00000019403 ENSOARG00000012833
ENSBTAG00000019404 ENSOARG00000013246
ENSBTAG00000019406 ENSOARG00000012961
ENSBTAG00000019409 ENSOARG00000015343
ENSBTAG00000019410 ENSOARG00000010624
ENSBTAG00000019412 ENSOARG00000012249
ENSBTAG00000019414 ENSOARG00000006692
ENSBTAG00000019416 ENSOARG00000005921
ENSBTAG00000019417 ENSOARG00000010134
ENSBTAG00000019418 ENSOARG00000007302
ENSBTAG00000019419 ENSOARG00000011589
ENSBTAG00000019421 ENSOARG00000021114
ENSBTAG00000019423 ENSOARG00000012794
ENSBTAG00000019425 ENSOARG00000014542
ENSBTAG00000019426 ENSOARG00000001936
ENSBTAG00000019427 ENSOARG00000011238
ENSBTAG00000019428 ENSOARG00000014260
ENSBTAG00000019429 ENSOARG00000015200
ENSBTAG00000019434 ENSOARG00000010432
ENSBTAG00000019436 ENSOARG00000006581
ENSBTAG00000019437 ENSOARG00000006790
ENSBTAG00000019440 ENSOARG00000007884
ENSBTAG00000019441 ENSOARG00000003545
ENSBTAG00000019443 ENSOARG00000011121
ENSBTAG00000019445 ENSOARG00000010307
ENSBTAG00000019446 ENSOARG00000011240
ENSBTAG00000019447 ENSOARG00000010230
ENSBTAG00000019448 ENSOARG00000011311
ENSBTAG00000019451 ENSOARG00000010182
ENSBTAG00000019453 ENSOARG00000008524
ENSBTAG00000019454 ENSOARG00000002192
ENSBTAG00000019456 ENSOARG00000019984
ENSBTAG00000019457 ENSOARG00000010435
ENSBTAG00000019458 ENSOARG00000004097
ENSBTAG00000019459 ENSOARG00000004190
ENSBTAG00000019460 ENSOARG00000014271
ENSBTAG00000019461 ENSOARG00000006843
ENSBTAG00000019462 ENSOARG00000006934
ENSBTAG00000019463 ENSOARG00000008086
ENSBTAG00000019465 ENSOARG00000006947
ENSBTAG00000019467 ENSOARG00000003016
ENSBTAG00000019469 ENSOARG00000012955
ENSBTAG00000019470 ENSOARG00000013661
ENSBTAG00000019471 ENSOARG00000016234
ENSBTAG00000019472 ENSOARG00000002045
ENSBTAG00000019473 ENSOARG00000014696
ENSBTAG00000019478 ENSOARG00000016045
ENSBTAG00000019479 ENSOARG00000004960
ENSBTAG00000019480 ENSOARG00000020725
ENSBTAG00000019486 ENSOARG00000008089
ENSBTAG00000019488 ENSOARG00000014189
ENSBTAG00000019492 ENSOARG00000011890
ENSBTAG00000019494 ENSOARG00000003832
ENSBTAG00000019494 ENSOARG00000012038
ENSBTAG00000019494 ENSOARG00000014150
ENSBTAG00000019494 ENSOARG00000016632
ENSBTAG00000019495 ENSOARG00000012126
ENSBTAG00000019496 ENSOARG00000021070
ENSBTAG00000019497 ENSOARG00000011878
ENSBTAG00000019498 ENSOARG00000005412
ENSBTAG00000019500 ENSOARG00000021071
ENSBTAG00000019501 ENSOARG00000011596
ENSBTAG00000019502 ENSOARG00000008182
ENSBTAG00000019502 ENSOARG00000011013
ENSBTAG00000019502 ENSOARG00000020142
ENSBTAG00000019504 ENSOARG00000000251
ENSBTAG00000019506 ENSOARG00000001855
ENSBTAG00000019509 ENSOARG00000015176
ENSBTAG00000019510 ENSOARG00000019282
ENSBTAG00000019511 ENSOARG00000015281
ENSBTAG00000019512 ENSOARG00000004237
ENSBTAG00000019513 ENSOARG00000008768
ENSBTAG00000019514 ENSOARG00000020426
ENSBTAG00000019515 ENSOARG00000019287
ENSBTAG00000019516 ENSOARG00000017918
ENSBTAG00000019516 ENSOARG00000018554
ENSBTAG00000019518 ENSOARG00000019302
ENSBTAG00000019519 ENSOARG00000016481
ENSBTAG00000019520 ENSOARG00000012686
ENSBTAG00000019521 ENSOARG00000009432
ENSBTAG00000019522 ENSOARG00000019305
ENSBTAG00000019524 ENSOARG00000009250
ENSBTAG00000019525 ENSOARG00000007740
ENSBTAG00000019526 ENSOARG00000015121
ENSBTAG00000019529 ENSOARG00000013009
ENSBTAG00000019530 ENSOARG00000018751
ENSBTAG00000019532 ENSOARG00000001752
ENSBTAG00000019533 ENSOARG00000014611
ENSBTAG00000019534 ENSOARG00000008631
ENSBTAG00000019535 ENSOARG00000015598
ENSBTAG00000019536 ENSOARG00000008602
ENSBTAG00000019537 ENSOARG00000002760
ENSBTAG00000019538 ENSOARG00000015816
ENSBTAG00000019539 ENSOARG00000015459
ENSBTAG00000019542 ENSOARG00000015296
ENSBTAG00000019543 ENSOARG00000000340
ENSBTAG00000019544 ENSOARG00000007308
ENSBTAG00000019545 ENSOARG00000013232
ENSBTAG00000019546 ENSOARG00000011848
ENSBTAG00000019549 ENSOARG00000007325
ENSBTAG00000019550 ENSOARG00000011100
ENSBTAG00000019552 ENSOARG00000016375
ENSBTAG00000019553 ENSOARG00000016362
ENSBTAG00000019554 ENSOARG00000008668
ENSBTAG00000019555 ENSOARG00000019365
ENSBTAG00000019556 ENSOARG00000017614
ENSBTAG00000019557 ENSOARG00000019817
ENSBTAG00000019563 ENSOARG00000014681
ENSBTAG00000019564 ENSOARG00000009567
ENSBTAG00000019565 ENSOARG00000002417
ENSBTAG00000019567 ENSOARG00000018894
ENSBTAG00000019568 ENSOARG00000014545
ENSBTAG00000019574 ENSOARG00000019799
ENSBTAG00000019577 ENSOARG00000015654
ENSBTAG00000019579 ENSOARG00000016734
ENSBTAG00000019580 ENSOARG00000015981
ENSBTAG00000019581 ENSOARG00000014688
ENSBTAG00000019584 ENSOARG00000000988
ENSBTAG00000019584 ENSOARG00000010776
ENSBTAG00000019584 ENSOARG00000011137
ENSBTAG00000019585 ENSOARG00000010213
ENSBTAG00000019587 ENSOARG00000006730
ENSBTAG00000019589 ENSOARG00000011901
ENSBTAG00000019591 ENSOARG00000017688
ENSBTAG00000019592 ENSOARG00000009700
ENSBTAG00000019593 ENSOARG00000012342
ENSBTAG00000019595 ENSOARG00000010082
ENSBTAG00000019596 ENSOARG00000012389
ENSBTAG00000019600 ENSOARG00000010990
ENSBTAG00000019602 ENSOARG00000020436
ENSBTAG00000019603 ENSOARG00000020280
ENSBTAG00000019604 ENSOARG00000010075
ENSBTAG00000019605 ENSOARG00000010113
ENSBTAG00000019606 ENSOARG00000003351
ENSBTAG00000019608 ENSOARG00000020845
ENSBTAG00000019611 ENSOARG00000019818
ENSBTAG00000019614 ENSOARG00000003320
ENSBTAG00000019615 ENSOARG00000019841
ENSBTAG00000019617 ENSOARG00000019888
ENSBTAG00000019621 ENSOARG00000016022
ENSBTAG00000019623 ENSOARG00000000438
ENSBTAG00000019625 ENSOARG00000020569
ENSBTAG00000019627 ENSOARG00000016042
ENSBTAG00000019628 ENSOARG00000000834
ENSBTAG00000019630 ENSOARG00000002070
ENSBTAG00000019633 ENSOARG00000017349
ENSBTAG00000019633 ENSOARG00000017352
ENSBTAG00000019634 ENSOARG00000005691
ENSBTAG00000019636 ENSOARG00000014874
ENSBTAG00000019639 ENSOARG00000014627
ENSBTAG00000019644 ENSOARG00000001644
ENSBTAG00000019645 ENSOARG00000008441
ENSBTAG00000019646 ENSOARG00000007277
ENSBTAG00000019648 ENSOARG00000007288
ENSBTAG00000019648 ENSOARG00000012019
ENSBTAG00000019651 ENSOARG00000007350
ENSBTAG00000019652 ENSOARG00000012663
ENSBTAG00000019658 ENSOARG00000007298
ENSBTAG00000019660 ENSOARG00000007331
ENSBTAG00000019662 ENSOARG00000007406
ENSBTAG00000019663 ENSOARG00000010508
ENSBTAG00000019665 ENSOARG00000020828
ENSBTAG00000019667 ENSOARG00000004525
ENSBTAG00000019669 ENSOARG00000002862
ENSBTAG00000019674 ENSOARG00000005197
ENSBTAG00000019675 ENSOARG00000012141
ENSBTAG00000019676 ENSOARG00000004034
ENSBTAG00000019678 ENSOARG00000005191
ENSBTAG00000019679 ENSOARG00000005182
ENSBTAG00000019680 ENSOARG00000005633
ENSBTAG00000019682 ENSOARG00000007658
ENSBTAG00000019683 ENSOARG00000009420
ENSBTAG00000019684 ENSOARG00000010583
ENSBTAG00000019685 ENSOARG00000007183
ENSBTAG00000019686 ENSOARG00000016133
ENSBTAG00000019687 ENSOARG00000012574
ENSBTAG00000019689 ENSOARG00000008338
ENSBTAG00000019690 ENSOARG00000016423
ENSBTAG00000019694 ENSOARG00000018708
ENSBTAG00000019695 ENSOARG00000020187
ENSBTAG00000019696 ENSOARG00000008536
ENSBTAG00000019697 ENSOARG00000013285
ENSBTAG00000019698 ENSOARG00000020206
ENSBTAG00000019700 ENSOARG00000008789
ENSBTAG00000019703 ENSOARG00000005207
ENSBTAG00000019703 ENSOARG00000018671
ENSBTAG00000019704 ENSOARG00000005180
ENSBTAG00000019707 ENSOARG00000004299
ENSBTAG00000019708 ENSOARG00000015735
ENSBTAG00000019711 ENSOARG00000020043
ENSBTAG00000019711 ENSOARG00000020047
ENSBTAG00000019712 ENSOARG00000014848
ENSBTAG00000019714 ENSOARG00000011726
ENSBTAG00000019716 ENSOARG00000014496
ENSBTAG00000019716 ENSOARG00000016940
ENSBTAG00000019718 ENSOARG00000011763
ENSBTAG00000019719 ENSOARG00000004083
ENSBTAG00000019721 ENSOARG00000003436
ENSBTAG00000019722 ENSOARG00000020763
ENSBTAG00000019723 ENSOARG00000006530
ENSBTAG00000019725 ENSOARG00000009505
ENSBTAG00000019726 ENSOARG00000010152
ENSBTAG00000019728 ENSOARG00000003527
ENSBTAG00000019729 ENSOARG00000011897
ENSBTAG00000019730 ENSOARG00000011874
ENSBTAG00000019732 ENSOARG00000015295
ENSBTAG00000019733 ENSOARG00000013529
ENSBTAG00000019734 ENSOARG00000019030
ENSBTAG00000019735 ENSOARG00000015073
ENSBTAG00000019738 ENSOARG00000001333
ENSBTAG00000019741 ENSOARG00000020341
ENSBTAG00000019742 ENSOARG00000002389
ENSBTAG00000019743 ENSOARG00000014322
ENSBTAG00000019745 ENSOARG00000014438
ENSBTAG00000019746 ENSOARG00000015275
ENSBTAG00000019748 ENSOARG00000015004
ENSBTAG00000019750 ENSOARG00000007247
ENSBTAG00000019752 ENSOARG00000003812
ENSBTAG00000019752 ENSOARG00000006381
ENSBTAG00000019752 ENSOARG00000006469
ENSBTAG00000019754 ENSOARG00000018681
ENSBTAG00000019755 ENSOARG00000004708
ENSBTAG00000019757 ENSOARG00000002352
ENSBTAG00000019759 ENSOARG00000000321
ENSBTAG00000019761 ENSOARG00000012289
ENSBTAG00000019764 ENSOARG00000002233
ENSBTAG00000019767 ENSOARG00000008314
ENSBTAG00000019770 ENSOARG00000002419
ENSBTAG00000019771 ENSOARG00000009223
ENSBTAG00000019772 ENSOARG00000007492
ENSBTAG00000019777 ENSOARG00000005652
ENSBTAG00000019779 ENSOARG00000003682
ENSBTAG00000019780 ENSOARG00000005531
ENSBTAG00000019781 ENSOARG00000013227
ENSBTAG00000019782 ENSOARG00000005428
ENSBTAG00000019784 ENSOARG00000021144
ENSBTAG00000019785 ENSOARG00000007985
ENSBTAG00000019787 ENSOARG00000007926
ENSBTAG00000019788 ENSOARG00000010808
ENSBTAG00000019790 ENSOARG00000005255
ENSBTAG00000019791 ENSOARG00000006636
ENSBTAG00000019792 ENSOARG00000004195
ENSBTAG00000019793 ENSOARG00000001692
ENSBTAG00000019794 ENSOARG00000004389
ENSBTAG00000019795 ENSOARG00000001577
ENSBTAG00000019796 ENSOARG00000006627
ENSBTAG00000019798 ENSOARG00000006735
ENSBTAG00000019799 ENSOARG00000006864
ENSBTAG00000019801 ENSOARG00000007262
ENSBTAG00000019803 ENSOARG00000010407
ENSBTAG00000019804 ENSOARG00000010438
ENSBTAG00000019805 ENSOARG00000010619
ENSBTAG00000019806 ENSOARG00000012565
ENSBTAG00000019808 ENSOARG00000018342
ENSBTAG00000019810 ENSOARG00000005286
ENSBTAG00000019811 ENSOARG00000000053
ENSBTAG00000019812 ENSOARG00000018108
ENSBTAG00000019814 ENSOARG00000008271
ENSBTAG00000019818 ENSOARG00000004576
ENSBTAG00000019819 ENSOARG00000021160
ENSBTAG00000019820 ENSOARG00000009986
ENSBTAG00000019821 ENSOARG00000019089
ENSBTAG00000019822 ENSOARG00000002965
ENSBTAG00000019823 ENSOARG00000009766
ENSBTAG00000019828 ENSOARG00000016603
ENSBTAG00000019830 ENSOARG00000010876
ENSBTAG00000019831 ENSOARG00000010899
ENSBTAG00000019832 ENSOARG00000014726
ENSBTAG00000019834 ENSOARG00000008076
ENSBTAG00000019836 ENSOARG00000016277
ENSBTAG00000019838 ENSOARG00000003199
ENSBTAG00000019839 ENSOARG00000010344
ENSBTAG00000019841 ENSOARG00000004598
ENSBTAG00000019843 ENSOARG00000014181
ENSBTAG00000019844 ENSOARG00000000639
ENSBTAG00000019845 ENSOARG00000017038
ENSBTAG00000019846 ENSOARG00000016925
ENSBTAG00000019847 ENSOARG00000008716
ENSBTAG00000019849 ENSOARG00000007780
ENSBTAG00000019851 ENSOARG00000015049
ENSBTAG00000019852 ENSOARG00000014550
ENSBTAG00000019852 ENSOARG00000014864
ENSBTAG00000019853 ENSOARG00000015245
ENSBTAG00000019854 ENSOARG00000009714
ENSBTAG00000019855 ENSOARG00000014746
ENSBTAG00000019857 ENSOARG00000009303
ENSBTAG00000019859 ENSOARG00000004993
ENSBTAG00000019863 ENSOARG00000005995
ENSBTAG00000019864 ENSOARG00000016483
ENSBTAG00000019866 ENSOARG00000017485
ENSBTAG00000019867 ENSOARG00000020137
ENSBTAG00000019868 ENSOARG00000003509
ENSBTAG00000019868 ENSOARG00000004833
ENSBTAG00000019869 ENSOARG00000018063
ENSBTAG00000019870 ENSOARG00000002395
ENSBTAG00000019871 ENSOARG00000018195
ENSBTAG00000019872 ENSOARG00000008526
ENSBTAG00000019876 ENSOARG00000006732
ENSBTAG00000019877 ENSOARG00000009306
ENSBTAG00000019881 ENSOARG00000000312
ENSBTAG00000019883 ENSOARG00000003803
ENSBTAG00000019884 ENSOARG00000003787
ENSBTAG00000019885 ENSOARG00000015560
ENSBTAG00000019886 ENSOARG00000015273
ENSBTAG00000019887 ENSOARG00000003760
ENSBTAG00000019888 ENSOARG00000017323
ENSBTAG00000019889 ENSOARG00000015309
ENSBTAG00000019890 ENSOARG00000015583
ENSBTAG00000019891 ENSOARG00000017561
ENSBTAG00000019892 ENSOARG00000011053
ENSBTAG00000019895 ENSOARG00000015416
ENSBTAG00000019900 ENSOARG00000017994
ENSBTAG00000019901 ENSOARG00000002264
ENSBTAG00000019903 ENSOARG00000003452
ENSBTAG00000019907 ENSOARG00000003583
ENSBTAG00000019908 ENSOARG00000005954
ENSBTAG00000019909 ENSOARG00000010598
ENSBTAG00000019910 ENSOARG00000015568
ENSBTAG00000019913 ENSOARG00000006254
ENSBTAG00000019914 ENSOARG00000003698
ENSBTAG00000019915 ENSOARG00000005473
ENSBTAG00000019916 ENSOARG00000015720
ENSBTAG00000019918 ENSOARG00000003731
ENSBTAG00000019919 ENSOARG00000017206
