gene_ID_bta	gene_ID_oar	homology_type
ENSBTAG00000006752	ENSOARG00000017897	ortholog_one2one
ENSBTAG00000016108	ENSOARG00000013074	ortholog_one2one
ENSBTAG00000001446	ENSOARG00000001146	ortholog_one2one
ENSBTAG00000033731	ENSOARG00000005810	ortholog_one2one
ENSBTAG00000033304	ENSOARG00000004208	ortholog_one2one
ENSBTAG00000008077	ENSOARG00000012381	ortholog_one2one
ENSBTAG00000002942	ENSOARG00000009200	ortholog_one2one
ENSBTAG00000038810	ENSOARG00000010735	ortholog_one2one
ENSBTAG00000007909	ENSOARG00000020442	ortholog_one2one
ENSBTAG00000045417	ENSOARG00000024981	ortholog_one2one
ENSBTAG00000021395	ENSOARG00000019219	ortholog_one2one
ENSBTAG00000052025	ENSOARG00000015899	ortholog_one2one
ENSBTAG00000011578	ENSOARG00000018809	ortholog_one2one
ENSBTAG00000042240	ENSOARG00000021592	ortholog_one2one
ENSBTAG00000005782	ENSOARG00000013959	ortholog_one2one
ENSBTAG00000017867	ENSOARG00000015611	ortholog_one2one
ENSBTAG00000004720	ENSOARG00000003329	ortholog_one2one
ENSBTAG00000006354	ENSOARG00000003744	ortholog_one2one
ENSBTAG00000020528	ENSOARG00000016574	ortholog_one2one
ENSBTAG00000020074	ENSOARG00000009643	ortholog_one2one
ENSBTAG00000020750	ENSOARG00000009528	ortholog_one2one
ENSBTAG00000042101	ENSOARG00000023786	ortholog_one2one
ENSBTAG00000000252	ENSOARG00000006255	ortholog_one2many
ENSBTAG00000000252	ENSOARG00000018533	ortholog_one2many
ENSBTAG00000008605	ENSOARG00000016429	ortholog_one2one
ENSBTAG00000010698	ENSOARG00000010844	ortholog_one2one
ENSBTAG00000009447	ENSOARG00000010553	ortholog_one2one
ENSBTAG00000001514	ENSOARG00000011996	ortholog_one2one
ENSBTAG00000020010	ENSOARG00000013942	ortholog_one2one
ENSBTAG00000021304	ENSOARG00000010147	ortholog_one2one
ENSBTAG00000001505	ENSOARG00000014418	ortholog_one2one
ENSBTAG00000009596	ENSOARG00000006237	ortholog_one2one
ENSBTAG00000009198	ENSOARG00000011966	ortholog_one2one
ENSBTAG00000018311	ENSOARG00000009487	ortholog_one2one
ENSBTAG00000007065	ENSOARG00000009649	ortholog_one2one
ENSBTAG00000003169	ENSOARG00000016636	ortholog_one2one
ENSBTAG00000007070	ENSOARG00000011429	ortholog_one2one
ENSBTAG00000008122	ENSOARG00000013925	ortholog_one2one
ENSBTAG00000049406	ENSOARG00000005611	ortholog_one2many
ENSBTAG00000003160	ENSOARG00000016738	ortholog_one2one
ENSBTAG00000025778	ENSOARG00000019216	ortholog_one2one
ENSBTAG00000009183	ENSOARG00000000092	ortholog_one2one
ENSBTAG00000048125	ENSOARG00000000296	ortholog_one2one
ENSBTAG00000008448	ENSOARG00000019962	ortholog_one2one
ENSBTAG00000005354	ENSOARG00000019011	ortholog_one2one
ENSBTAG00000015836	ENSOARG00000009716	ortholog_one2one
ENSBTAG00000008118	ENSOARG00000013867	ortholog_one2one
ENSBTAG00000021394	ENSOARG00000019230	ortholog_one2one
ENSBTAG00000002775	ENSOARG00000019741	ortholog_one2one
ENSBTAG00000040042	ENSOARG00000012035	ortholog_one2one
ENSBTAG00000054076	ENSOARG00000023230	ortholog_one2one
ENSBTAG00000028682	ENSOARG00000023594	ortholog_one2one
ENSBTAG00000008406	ENSOARG00000000153	ortholog_one2one
ENSBTAG00000052087	ENSOARG00000022313	ortholog_one2one
ENSBTAG00000001504	ENSOARG00000014516	ortholog_one2one
ENSBTAG00000024255	ENSOARG00000013841	ortholog_one2one
ENSBTAG00000046757	ENSOARG00000010909	ortholog_one2one
ENSBTAG00000018274	ENSOARG00000018468	ortholog_one2one
ENSBTAG00000043150	ENSOARG00000021218	ortholog_one2one
ENSBTAG00000011804	ENSOARG00000019779	ortholog_one2one
ENSBTAG00000046315	ENSOARG00000011871	ortholog_one2one
ENSBTAG00000008399	ENSOARG00000000255	ortholog_one2one
ENSBTAG00000014001	ENSOARG00000010288	ortholog_one2one
ENSBTAG00000021392	ENSOARG00000019226	ortholog_one2one
ENSBTAG00000046293	ENSOARG00000020425	ortholog_one2one
ENSBTAG00000030882	ENSOARG00000009674	ortholog_one2one
ENSBTAG00000032193	ENSOARG00000020431	ortholog_one2one
ENSBTAG00000048381	ENSOARG00000008289	ortholog_one2one
ENSBTAG00000002685	ENSOARG00000013136	ortholog_one2one
ENSBTAG00000014676	ENSOARG00000013180	ortholog_one2one
ENSBTAG00000048054	ENSOARG00000001000	ortholog_one2one
ENSBTAG00000043854	ENSOARG00000024606	ortholog_one2one
ENSBTAG00000043153	ENSOARG00000023699	ortholog_one2one
ENSBTAG00000005260	ENSOARG00000002590	ortholog_one2one
ENSBTAG00000003898	ENSOARG00000020427	ortholog_one2one
ENSBTAG00000046775	ENSOARG00000002201	ortholog_one2many
ENSBTAG00000046775	ENSOARG00000002171	ortholog_one2many
ENSBTAG00000002683	ENSOARG00000013790	ortholog_one2one
ENSBTAG00000000076	ENSOARG00000011660	ortholog_one2one
ENSBTAG00000010445	ENSOARG00000013854	ortholog_one2one
ENSBTAG00000021121	ENSOARG00000015671	ortholog_one2one
ENSBTAG00000019287	ENSOARG00000016915	ortholog_one2one
ENSBTAG00000021130	ENSOARG00000014708	ortholog_one2one
ENSBTAG00000011772	ENSOARG00000001715	ortholog_one2one
ENSBTAG00000019060	ENSOARG00000000208	ortholog_one2one
ENSBTAG00000011217	ENSOARG00000011000	ortholog_one2one
ENSBTAG00000004154	ENSOARG00000000257	ortholog_one2one
ENSBTAG00000013422	ENSOARG00000009242	ortholog_one2one
ENSBTAG00000005987	ENSOARG00000016015	ortholog_one2one
ENSBTAG00000032881	ENSOARG00000003495	ortholog_one2one
ENSBTAG00000010682	ENSOARG00000011147	ortholog_one2one
ENSBTAG00000024595	ENSOARG00000001155	ortholog_one2one
ENSBTAG00000009478	ENSOARG00000013229	ortholog_one2one
ENSBTAG00000011389	ENSOARG00000012090	ortholog_one2one
ENSBTAG00000022188	ENSOARG00000018678	ortholog_one2one
ENSBTAG00000049958	ENSOARG00000022941	ortholog_one2one
ENSBTAG00000001403	ENSOARG00000000320	ortholog_one2one
ENSBTAG00000019887	ENSOARG00000003760	ortholog_one2one
ENSBTAG00000046313	ENSOARG00000001746	ortholog_one2one
ENSBTAG00000009479	ENSOARG00000013236	ortholog_one2one
ENSBTAG00000002964	ENSOARG00000001219	ortholog_one2one
ENSBTAG00000002682	ENSOARG00000009757	ortholog_one2one
ENSBTAG00000046753	ENSOARG00000016771	ortholog_one2one
ENSBTAG00000013413	ENSOARG00000000409	ortholog_one2one
ENSBTAG00000000060	ENSOARG00000003528	ortholog_one2one
ENSBTAG00000048062	ENSOARG00000017581	ortholog_one2one
ENSBTAG00000018926	ENSOARG00000013269	ortholog_one2one
ENSBTAG00000005986	ENSOARG00000019577	ortholog_one2one
ENSBTAG00000000713	ENSOARG00000016812	ortholog_one2one
ENSBTAG00000049238	ENSOARG00000020957	ortholog_one2many
ENSBTAG00000026371	ENSOARG00000007156	ortholog_one2one
ENSBTAG00000019884	ENSOARG00000003787	ortholog_one2one
ENSBTAG00000009482	ENSOARG00000013406	ortholog_one2one
ENSBTAG00000011214	ENSOARG00000011230	ortholog_one2one
ENSBTAG00000014693	ENSOARG00000017658	ortholog_one2one
ENSBTAG00000022427	ENSOARG00000011741	ortholog_one2many
ENSBTAG00000010322	ENSOARG00000012531	ortholog_one2one
ENSBTAG00000042715	ENSOARG00000023793	ortholog_one2one
ENSBTAG00000011358	ENSOARG00000011463	ortholog_one2one
ENSBTAG00000011056	ENSOARG00000009444	ortholog_one2one
ENSBTAG00000052319	ENSOARG00000023490	ortholog_one2one
ENSBTAG00000007568	ENSOARG00000002865	ortholog_one2one
ENSBTAG00000006262	ENSOARG00000016024	ortholog_one2one
ENSBTAG00000014695	ENSOARG00000017478	ortholog_one2one
ENSBTAG00000011934	ENSOARG00000019237	ortholog_one2one
ENSBTAG00000043371	ENSOARG00000022692	ortholog_one2one
ENSBTAG00000045397	ENSOARG00000024975	ortholog_one2one
ENSBTAG00000009960	ENSOARG00000011485	ortholog_one2one
ENSBTAG00000049027	ENSOARG00000009406	ortholog_one2one
ENSBTAG00000015384	ENSOARG00000011279	ortholog_one2one
ENSBTAG00000043524	ENSOARG00000023930	ortholog_one2one
ENSBTAG00000003511	ENSOARG00000000109	ortholog_one2one
ENSBTAG00000000470	ENSOARG00000002944	ortholog_one2one
ENSBTAG00000004499	ENSOARG00000006197	ortholog_one2one
ENSBTAG00000051958	ENSOARG00000017757	ortholog_one2one
ENSBTAG00000043962	ENSOARG00000019998	ortholog_one2one
ENSBTAG00000015534	ENSOARG00000011659	ortholog_one2one
ENSBTAG00000050778	ENSOARG00000009350	ortholog_many2many
ENSBTAG00000050778	ENSOARG00000009213	ortholog_many2many
ENSBTAG00000050778	ENSOARG00000017657	ortholog_many2many
ENSBTAG00000011798	ENSOARG00000019802	ortholog_one2one
ENSBTAG00000000078	ENSOARG00000008996	ortholog_one2many
ENSBTAG00000000078	ENSOARG00000011628	ortholog_one2many
ENSBTAG00000053909	ENSOARG00000012163	ortholog_one2one
ENSBTAG00000008350	ENSOARG00000011354	ortholog_one2one
ENSBTAG00000001871	ENSOARG00000019240	ortholog_one2one
ENSBTAG00000011224	ENSOARG00000002608	ortholog_one2one
ENSBTAG00000020699	ENSOARG00000010623	ortholog_one2one
ENSBTAG00000013336	ENSOARG00000009276	ortholog_one2one
ENSBTAG00000006818	ENSOARG00000001615	ortholog_one2one
ENSBTAG00000017456	ENSOARG00000016868	ortholog_one2one
ENSBTAG00000002717	ENSOARG00000003245	ortholog_one2one
ENSBTAG00000014377	ENSOARG00000017855	ortholog_one2one
ENSBTAG00000018292	ENSOARG00000011895	ortholog_one2many
ENSBTAG00000045414	ENSOARG00000023841	ortholog_one2one
ENSBTAG00000016735	ENSOARG00000011426	ortholog_one2one
ENSBTAG00000001870	ENSOARG00000019247	ortholog_one2one
ENSBTAG00000011382	ENSOARG00000012235	ortholog_one2one
ENSBTAG00000006969	ENSOARG00000011626	ortholog_one2one
ENSBTAG00000009879	ENSOARG00000003391	ortholog_one2one
ENSBTAG00000005082	ENSOARG00000019807	ortholog_one2one
ENSBTAG00000036438	ENSOARG00000021709	ortholog_one2one
ENSBTAG00000015272	ENSOARG00000016889	ortholog_one2one
ENSBTAG00000003392	ENSOARG00000009302	ortholog_one2one
ENSBTAG00000021696	ENSOARG00000008260	ortholog_one2one
ENSBTAG00000017420	ENSOARG00000002354	ortholog_one2one
ENSBTAG00000051684	ENSOARG00000023389	ortholog_one2one
ENSBTAG00000016765	ENSOARG00000016895	ortholog_one2one
ENSBTAG00000001137	ENSOARG00000011612	ortholog_one2one
ENSBTAG00000046565	ENSOARG00000009331	ortholog_one2many
ENSBTAG00000039719	ENSOARG00000020412	ortholog_one2one
ENSBTAG00000008092	ENSOARG00000012313	ortholog_one2one
ENSBTAG00000030049	ENSOARG00000022111	ortholog_one2one
ENSBTAG00000016734	ENSOARG00000011566	ortholog_one2one
ENSBTAG00000052432	ENSOARG00000022368	ortholog_one2one
ENSBTAG00000004414	ENSOARG00000011732	ortholog_one2one
ENSBTAG00000013407	ENSOARG00000000605	ortholog_one2one
ENSBTAG00000009709	ENSOARG00000003445	ortholog_one2one
ENSBTAG00000006985	ENSOARG00000019825	ortholog_one2one
ENSBTAG00000014005	ENSOARG00000010381	ortholog_one2one
ENSBTAG00000044932	ENSOARG00000024611	ortholog_one2one
ENSBTAG00000026243	ENSOARG00000016903	ortholog_one2one
ENSBTAG00000005299	ENSOARG00000000158	ortholog_one2one
ENSBTAG00000042813	ENSOARG00000023682	ortholog_one2many
ENSBTAG00000042813	ENSOARG00000022264	ortholog_one2many
ENSBTAG00000009713	ENSOARG00000005290	ortholog_one2one
ENSBTAG00000042731	ENSOARG00000022556	ortholog_one2one
ENSBTAG00000016763	ENSOARG00000016948	ortholog_one2one
ENSBTAG00000006071	ENSOARG00000000456	ortholog_one2one
ENSBTAG00000009541	ENSOARG00000010433	ortholog_one2one
ENSBTAG00000015208	ENSOARG00000019255	ortholog_one2one
ENSBTAG00000051973	ENSOARG00000001416	ortholog_one2one
ENSBTAG00000006898	ENSOARG00000011829	ortholog_one2one
ENSBTAG00000032187	ENSOARG00000020408	ortholog_one2one
ENSBTAG00000007724	ENSOARG00000013828	ortholog_one2one
ENSBTAG00000038879	ENSOARG00000022511	ortholog_one2one
ENSBTAG00000022019	ENSOARG00000015779	ortholog_one2one
ENSBTAG00000010676	ENSOARG00000019000	ortholog_one2one
ENSBTAG00000016733	ENSOARG00000011707	ortholog_one2one
ENSBTAG00000045234	ENSOARG00000022135	ortholog_one2one
ENSBTAG00000007142	ENSOARG00000007215	ortholog_one2one
ENSBTAG00000001068	ENSOARG00000016980	ortholog_one2one
ENSBTAG00000006769	ENSOARG00000020402	ortholog_one2one
ENSBTAG00000036443	ENSOARG00000022814	ortholog_one2one
ENSBTAG00000011727	ENSOARG00000019948	ortholog_one2one
ENSBTAG00000009715	ENSOARG00000003719	ortholog_one2one
ENSBTAG00000002773	ENSOARG00000012487	ortholog_many2many
ENSBTAG00000002773	ENSOARG00000012387	ortholog_many2many
ENSBTAG00000002773	ENSOARG00000012483	ortholog_many2many
ENSBTAG00000002773	ENSOARG00000012423	ortholog_many2many
ENSBTAG00000002773	ENSOARG00000001179	ortholog_many2many
ENSBTAG00000001558	ENSOARG00000003762	ortholog_one2one
ENSBTAG00000000067	ENSOARG00000015835	ortholog_one2one
ENSBTAG00000016433	ENSOARG00000011804	ortholog_one2one
ENSBTAG00000047202	ENSOARG00000001943	ortholog_one2many
ENSBTAG00000047202	ENSOARG00000001953	ortholog_one2many
ENSBTAG00000044837	ENSOARG00000022732	ortholog_one2one
ENSBTAG00000048782	ENSOARG00000003782	ortholog_one2many
ENSBTAG00000053365	ENSOARG00000012417	ortholog_one2one
ENSBTAG00000013921	ENSOARG00000009785	ortholog_one2one
ENSBTAG00000027625	ENSOARG00000002359	ortholog_one2one
ENSBTAG00000051381	ENSOARG00000018087	ortholog_one2one
ENSBTAG00000006173	ENSOARG00000015863	ortholog_one2one
ENSBTAG00000036970	ENSOARG00000021290	ortholog_one2one
ENSBTAG00000000123	ENSOARG00000020398	ortholog_one2one
ENSBTAG00000030616	ENSOARG00000013507	ortholog_one2one
ENSBTAG00000024901	ENSOARG00000012487	ortholog_many2many
ENSBTAG00000024901	ENSOARG00000012387	ortholog_many2many
ENSBTAG00000024901	ENSOARG00000012483	ortholog_many2many
ENSBTAG00000024901	ENSOARG00000012423	ortholog_many2many
ENSBTAG00000024901	ENSOARG00000001179	ortholog_many2many
ENSBTAG00000012330	ENSOARG00000003782	ortholog_one2many
ENSBTAG00000013114	ENSOARG00000009419	ortholog_one2one
ENSBTAG00000014940	ENSOARG00000018176	ortholog_one2one
ENSBTAG00000025526	ENSOARG00000011746	ortholog_one2one
ENSBTAG00000001142	ENSOARG00000011594	ortholog_one2one
ENSBTAG00000027626	ENSOARG00000002361	ortholog_one2one
ENSBTAG00000011953	ENSOARG00000013816	ortholog_one2one
ENSBTAG00000046223	ENSOARG00000020134	ortholog_one2one
ENSBTAG00000015683	ENSOARG00000013524	ortholog_one2many
ENSBTAG00000015683	ENSOARG00000020304	ortholog_one2many
ENSBTAG00000013036	ENSOARG00000015907	ortholog_one2one
ENSBTAG00000007516	ENSOARG00000014137	ortholog_one2many
ENSBTAG00000050726	ENSOARG00000012512	ortholog_one2one
ENSBTAG00000016728	ENSOARG00000011891	ortholog_one2one
ENSBTAG00000011534	ENSOARG00000018990	ortholog_one2one
ENSBTAG00000045395	ENSOARG00000023797	ortholog_one2one
ENSBTAG00000006966	ENSOARG00000011930	ortholog_one2one
ENSBTAG00000019883	ENSOARG00000003803	ortholog_one2one
ENSBTAG00000050831	ENSOARG00000021715	ortholog_one2one
ENSBTAG00000007518	ENSOARG00000003808	ortholog_one2one
ENSBTAG00000043344	ENSOARG00000023261	ortholog_one2one
ENSBTAG00000017665	ENSOARG00000019263	ortholog_one2one
ENSBTAG00000046415	ENSOARG00000002485	ortholog_one2one
ENSBTAG00000020312	ENSOARG00000003779	ortholog_one2one
ENSBTAG00000001066	ENSOARG00000017025	ortholog_one2one
ENSBTAG00000002070	ENSOARG00000009796	ortholog_one2one
ENSBTAG00000013038	ENSOARG00000016007	ortholog_one2one
ENSBTAG00000039695	ENSOARG00000011974	ortholog_one2one
ENSBTAG00000005989	ENSOARG00000003421	ortholog_one2one
ENSBTAG00000012628	ENSOARG00000018857	ortholog_one2one
ENSBTAG00000047715	ENSOARG00000002508	ortholog_one2one
ENSBTAG00000046858	ENSOARG00000022116	ortholog_one2one
ENSBTAG00000046399	ENSOARG00000007260	ortholog_one2many
ENSBTAG00000046399	ENSOARG00000007287	ortholog_one2many
ENSBTAG00000047214	ENSOARG00000018311	ortholog_one2one
ENSBTAG00000026114	ENSOARG00000018948	ortholog_one2one
ENSBTAG00000006960	ENSOARG00000012046	ortholog_one2one
ENSBTAG00000054729	ENSOARG00000021471	ortholog_one2one
ENSBTAG00000021438	ENSOARG00000003811	ortholog_one2one
ENSBTAG00000030841	ENSOARG00000001394	ortholog_one2many
ENSBTAG00000010952	ENSOARG00000000879	ortholog_one2many
ENSBTAG00000010952	ENSOARG00000000882	ortholog_one2many
ENSBTAG00000009131	ENSOARG00000017158	ortholog_one2one
ENSBTAG00000005951	ENSOARG00000016014	ortholog_one2one
ENSBTAG00000051184	ENSOARG00000000183	ortholog_one2one
ENSBTAG00000021128	ENSOARG00000014772	ortholog_one2one
ENSBTAG00000007439	ENSOARG00000005860	ortholog_one2many
ENSBTAG00000007439	ENSOARG00000006069	ortholog_one2many
ENSBTAG00000047061	ENSOARG00000002519	ortholog_one2one
ENSBTAG00000000869	ENSOARG00000000201	ortholog_one2many
ENSBTAG00000017133	ENSOARG00000002379	ortholog_one2one
ENSBTAG00000050724	ENSOARG00000009350	ortholog_many2many
ENSBTAG00000050724	ENSOARG00000009213	ortholog_many2many
ENSBTAG00000050724	ENSOARG00000017657	ortholog_many2many
ENSBTAG00000013938	ENSOARG00000000418	ortholog_one2one
ENSBTAG00000038043	ENSOARG00000020006	ortholog_one2one
ENSBTAG00000014194	ENSOARG00000014235	ortholog_one2one
ENSBTAG00000048623	ENSOARG00000009350	ortholog_many2many
ENSBTAG00000048623	ENSOARG00000009213	ortholog_many2many
ENSBTAG00000048623	ENSOARG00000017657	ortholog_many2many
ENSBTAG00000043485	ENSOARG00000023749	ortholog_one2one
ENSBTAG00000010521	ENSOARG00000017076	ortholog_one2one
ENSBTAG00000055194	ENSOARG00000009350	ortholog_many2many
ENSBTAG00000055194	ENSOARG00000009213	ortholog_many2many
ENSBTAG00000055194	ENSOARG00000017657	ortholog_many2many
ENSBTAG00000005730	ENSOARG00000002462	ortholog_one2one
ENSBTAG00000019441	ENSOARG00000003545	ortholog_one2many
ENSBTAG00000043303	ENSOARG00000021307	ortholog_one2one
ENSBTAG00000049163	ENSOARG00000010711	ortholog_one2one
ENSBTAG00000012630	ENSOARG00000018923	ortholog_one2one
ENSBTAG00000052102	ENSOARG00000012604	ortholog_one2one
ENSBTAG00000000683	ENSOARG00000014521	ortholog_one2one
ENSBTAG00000049902	ENSOARG00000022695	ortholog_one2one
ENSBTAG00000048505	ENSOARG00000009350	ortholog_many2many
ENSBTAG00000048505	ENSOARG00000009213	ortholog_many2many
ENSBTAG00000048505	ENSOARG00000017657	ortholog_many2many
ENSBTAG00000035184	ENSOARG00000018513	ortholog_one2many
ENSBTAG00000009719	ENSOARG00000004070	ortholog_one2one
ENSBTAG00000006519	ENSOARG00000012170	ortholog_one2one
ENSBTAG00000000812	ENSOARG00000012641	ortholog_one2one
ENSBTAG00000004075	ENSOARG00000014785	ortholog_one2one
ENSBTAG00000010496	ENSOARG00000017216	ortholog_one2one
ENSBTAG00000007044	ENSOARG00000004126	ortholog_one2one
ENSBTAG00000006958	ENSOARG00000012271	ortholog_one2one
ENSBTAG00000014917	ENSOARG00000015047	ortholog_one2one
ENSBTAG00000032761	ENSOARG00000004259	ortholog_one2one
ENSBTAG00000013971	ENSOARG00000016148	ortholog_one2one
ENSBTAG00000047756	ENSOARG00000018387	ortholog_one2one
ENSBTAG00000004064	ENSOARG00000012104	ortholog_one2one
ENSBTAG00000039803	ENSOARG00000016054	ortholog_one2one
ENSBTAG00000050949	ENSOARG00000024398	ortholog_one2one
ENSBTAG00000018495	ENSOARG00000002483	ortholog_one2one
ENSBTAG00000002072	ENSOARG00000009857	ortholog_one2one
ENSBTAG00000046255	ENSOARG00000011135	ortholog_one2one
ENSBTAG00000011081	ENSOARG00000010459	ortholog_one2one
ENSBTAG00000046379	ENSOARG00000002535	ortholog_one2one
ENSBTAG00000005519	ENSOARG00000011563	ortholog_one2one
ENSBTAG00000042763	ENSOARG00000023033	ortholog_one2one
ENSBTAG00000045749	ENSOARG00000023959	ortholog_one2one
ENSBTAG00000047787	ENSOARG00000015615	ortholog_one2one
ENSBTAG00000045453	ENSOARG00000023571	ortholog_one2one
ENSBTAG00000019788	ENSOARG00000010808	ortholog_one2one
ENSBTAG00000049002	ENSOARG00000019931	ortholog_one2one
ENSBTAG00000037264	ENSOARG00000022853	ortholog_one2one
ENSBTAG00000006941	ENSOARG00000012395	ortholog_one2one
ENSBTAG00000004532	ENSOARG00000019829	ortholog_one2one
ENSBTAG00000054394	ENSOARG00000002688	ortholog_one2many
ENSBTAG00000007104	ENSOARG00000019269	ortholog_one2one
ENSBTAG00000018663	ENSOARG00000012646	ortholog_one2one
ENSBTAG00000005064	ENSOARG00000020381	ortholog_one2one
ENSBTAG00000043954	ENSOARG00000001289	ortholog_one2one
ENSBTAG00000052518	ENSOARG00000002665	ortholog_one2one
ENSBTAG00000003741	ENSOARG00000004357	ortholog_one2one
ENSBTAG00000052298	ENSOARG00000009346	ortholog_one2one
ENSBTAG00000049376	ENSOARG00000001294	ortholog_one2one
ENSBTAG00000021773	ENSOARG00000007323	ortholog_one2one
ENSBTAG00000042529	ENSOARG00000024741	ortholog_one2one
ENSBTAG00000021172	ENSOARG00000016097	ortholog_one2one
ENSBTAG00000004036	ENSOARG00000000133	ortholog_one2one
ENSBTAG00000013515	ENSOARG00000019852	ortholog_one2one
ENSBTAG00000025659	ENSOARG00000006161	ortholog_one2one
ENSBTAG00000015879	ENSOARG00000010895	ortholog_one2one
ENSBTAG00000017573	ENSOARG00000000372	ortholog_one2one
ENSBTAG00000007099	ENSOARG00000019274	ortholog_one2one
ENSBTAG00000044153	ENSOARG00000004680	ortholog_one2one
ENSBTAG00000020646	ENSOARG00000014503	ortholog_one2one
ENSBTAG00000004790	ENSOARG00000018545	ortholog_one2one
ENSBTAG00000013996	ENSOARG00000014948	ortholog_one2one
ENSBTAG00000003275	ENSOARG00000002688	ortholog_one2many
ENSBTAG00000007562	ENSOARG00000003944	ortholog_one2one
ENSBTAG00000048415	ENSOARG00000012706	ortholog_one2one
ENSBTAG00000015965	ENSOARG00000014475	ortholog_one2one
ENSBTAG00000017826	ENSOARG00000018940	ortholog_one2one
ENSBTAG00000005932	ENSOARG00000003736	ortholog_one2one
ENSBTAG00000004095	ENSOARG00000001250	ortholog_one2one
ENSBTAG00000006893	ENSOARG00000018829	ortholog_one2one
ENSBTAG00000018275	ENSOARG00000011164	ortholog_one2many
ENSBTAG00000020689	ENSOARG00000009913	ortholog_one2one
ENSBTAG00000030166	ENSOARG00000012709	ortholog_one2many
ENSBTAG00000007502	ENSOARG00000010485	ortholog_one2one
ENSBTAG00000017105	ENSOARG00000013615	ortholog_one2one
ENSBTAG00000034398	ENSOARG00000012076	ortholog_one2one
ENSBTAG00000010360	ENSOARG00000010549	ortholog_one2one
ENSBTAG00000052442	ENSOARG00000001120	ortholog_one2one
ENSBTAG00000005357	ENSOARG00000012802	ortholog_one2one
ENSBTAG00000015878	ENSOARG00000010979	ortholog_one2one
ENSBTAG00000044512	ENSOARG00000023605	ortholog_one2one
ENSBTAG00000045411	ENSOARG00000021983	ortholog_one2one
ENSBTAG00000021861	ENSOARG00000001099	ortholog_one2one
ENSBTAG00000004216	ENSOARG00000016128	ortholog_one2one
ENSBTAG00000055280	ENSOARG00000021282	ortholog_one2one
ENSBTAG00000048011	ENSOARG00000014697	ortholog_one2one
ENSBTAG00000008728	ENSOARG00000007471	ortholog_one2one
ENSBTAG00000002769	ENSOARG00000003833	ortholog_one2one
ENSBTAG00000010164	ENSOARG00000018902	ortholog_one2one
ENSBTAG00000042535	ENSOARG00000021284	ortholog_one2one
ENSBTAG00000006515	ENSOARG00000012422	ortholog_one2one
ENSBTAG00000015875	ENSOARG00000011054	ortholog_one2one
ENSBTAG00000015019	ENSOARG00000004883	ortholog_one2one
ENSBTAG00000004617	ENSOARG00000012762	ortholog_one2one
ENSBTAG00000052888	ENSOARG00000004042	ortholog_one2one
ENSBTAG00000004789	ENSOARG00000018573	ortholog_one2one
ENSBTAG00000004832	ENSOARG00000020036	ortholog_one2one
ENSBTAG00000013899	ENSOARG00000015320	ortholog_one2one
ENSBTAG00000004015	ENSOARG00000002954	ortholog_one2one
ENSBTAG00000039442	ENSOARG00000000472	ortholog_one2one
ENSBTAG00000006936	ENSOARG00000012647	ortholog_one2one
ENSBTAG00000042937	ENSOARG00000024208	ortholog_one2one
ENSBTAG00000016736	ENSOARG00000009037	ortholog_one2one
ENSBTAG00000030325	ENSOARG00000011141	ortholog_one2one
ENSBTAG00000012582	ENSOARG00000012333	ortholog_one2one
ENSBTAG00000053361	ENSOARG00000018860	ortholog_one2one
ENSBTAG00000055100	ENSOARG00000009331	ortholog_one2many
ENSBTAG00000000640	ENSOARG00000009373	ortholog_one2many
ENSBTAG00000000640	ENSOARG00000002961	ortholog_one2many
ENSBTAG00000007611	ENSOARG00000011151	ortholog_one2one
ENSBTAG00000018228	ENSOARG00000000509	ortholog_one2one
ENSBTAG00000007503	ENSOARG00000010634	ortholog_one2one
ENSBTAG00000047083	ENSOARG00000010154	ortholog_one2one
ENSBTAG00000007357	ENSOARG00000009413	ortholog_one2one
ENSBTAG00000037389	ENSOARG00000018992	ortholog_one2one
ENSBTAG00000005851	ENSOARG00000001332	ortholog_one2one
ENSBTAG00000023601	ENSOARG00000009943	ortholog_one2one
ENSBTAG00000006933	ENSOARG00000012809	ortholog_one2one
ENSBTAG00000007609	ENSOARG00000011256	ortholog_one2one
ENSBTAG00000003171	ENSOARG00000000839	ortholog_one2one
ENSBTAG00000013526	ENSOARG00000009078	ortholog_one2one
ENSBTAG00000044680	ENSOARG00000023975	ortholog_one2one
ENSBTAG00000030056	ENSOARG00000024577	ortholog_one2one
ENSBTAG00000021582	ENSOARG00000004016	ortholog_one2one
ENSBTAG00000008869	ENSOARG00000017313	ortholog_one2one
ENSBTAG00000009230	ENSOARG00000014458	ortholog_one2one
ENSBTAG00000049684	ENSOARG00000022278	ortholog_one2many
ENSBTAG00000049684	ENSOARG00000023354	ortholog_one2many
ENSBTAG00000030053	ENSOARG00000022476	ortholog_one2one
ENSBTAG00000017209	ENSOARG00000011704	ortholog_one2one
ENSBTAG00000015685	ENSOARG00000006114	ortholog_one2one
ENSBTAG00000010595	ENSOARG00000019929	ortholog_one2one
ENSBTAG00000021202	ENSOARG00000012566	ortholog_one2one
ENSBTAG00000040202	ENSOARG00000006224	ortholog_one2one
ENSBTAG00000015126	ENSOARG00000015067	ortholog_one2one
ENSBTAG00000017355	ENSOARG00000009950	ortholog_one2one
ENSBTAG00000012099	ENSOARG00000014446	ortholog_one2one
ENSBTAG00000001243	ENSOARG00000003077	ortholog_one2one
ENSBTAG00000010604	ENSOARG00000019914	ortholog_one2one
