gene_ID_ssc	gene_ID_bta	homology_type
ENSSSCG00000010062	ENSBTAG00000024708	ortholog_one2one
ENSSSCG00000027454	ENSBTAG00000018082	ortholog_one2one
ENSSSCG00000011441	ENSBTAG00000045757	ortholog_one2one
ENSSSCG00000037105	ENSBTAG00000009293	ortholog_one2one
ENSSSCG00000038329	ENSBTAG00000031012	ortholog_one2one
ENSSSCG00000034726	ENSBTAG00000011379	ortholog_one2one
ENSSSCG00000033276	ENSBTAG00000044115	ortholog_one2one
ENSSSCG00000026932	ENSBTAG00000031145	ortholog_one2one
ENSSSCG00000010972	ENSBTAG00000018883	ortholog_one2one
ENSSSCG00000037481	ENSBTAG00000001651	ortholog_one2one
ENSSSCG00000008614	ENSBTAG00000018256	ortholog_one2one
ENSSSCG00000000732	ENSBTAG00000018940	ortholog_one2one
ENSSSCG00000029752	ENSBTAG00000047448	ortholog_one2one
ENSSSCG00000010543	ENSBTAG00000008936	ortholog_one2one
ENSSSCG00000024500	ENSBTAG00000019589	ortholog_one2one
ENSSSCG00000026863	ENSBTAG00000000146	ortholog_one2one
ENSSSCG00000004603	ENSBTAG00000000565	ortholog_one2one
ENSSSCG00000034894	ENSBTAG00000054400	ortholog_one2one
ENSSSCG00000037234	ENSBTAG00000055282	ortholog_one2one
ENSSSCG00000013573	ENSBTAG00000004268	ortholog_one2one
ENSSSCG00000029509	ENSBTAG00000013669	ortholog_one2one
ENSSSCG00000034449	ENSBTAG00000015222	ortholog_one2one
ENSSSCG00000049979	ENSBTAG00000052279	ortholog_one2many
ENSSSCG00000015394	ENSBTAG00000004023	ortholog_one2one
ENSSSCG00000010973	ENSBTAG00000016295	ortholog_one2one
ENSSSCG00000011442	ENSBTAG00000014779	ortholog_one2one
ENSSSCG00000005669	ENSBTAG00000010653	ortholog_one2one
ENSSSCG00000044869	ENSBTAG00000009764	ortholog_one2one
ENSSSCG00000037188	ENSBTAG00000008906	ortholog_one2one
ENSSSCG00000023762	ENSBTAG00000021901	ortholog_one2one
ENSSSCG00000024267	ENSBTAG00000001296	ortholog_one2one
ENSSSCG00000036091	ENSBTAG00000005294	ortholog_one2many
ENSSSCG00000036091	ENSBTAG00000045876	ortholog_one2many
ENSSSCG00000008615	ENSBTAG00000017158	ortholog_one2one
ENSSSCG00000030274	ENSBTAG00000009545	ortholog_one2one
ENSSSCG00000010974	ENSBTAG00000015361	ortholog_one2one
ENSSSCG00000005121	ENSBTAG00000034391	ortholog_one2one
ENSSSCG00000030112	ENSBTAG00000048850	ortholog_one2one
ENSSSCG00000014904	ENSBTAG00000027868	ortholog_one2one
ENSSSCG00000031669	ENSBTAG00000017922	ortholog_one2one
ENSSSCG00000033183	ENSBTAG00000004714	ortholog_one2one
ENSSSCG00000026791	ENSBTAG00000001297	ortholog_one2one
ENSSSCG00000001913	ENSBTAG00000015772	ortholog_one2one
ENSSSCG00000033425	ENSBTAG00000007309	ortholog_one2one
ENSSSCG00000037499	ENSBTAG00000013793	ortholog_one2one
ENSSSCG00000011766	ENSBTAG00000013219	ortholog_one2one
ENSSSCG00000038058	ENSBTAG00000037812	ortholog_one2one
ENSSSCG00000016239	ENSBTAG00000019152	ortholog_one2one
ENSSSCG00000039342	ENSBTAG00000008538	ortholog_one2one
ENSSSCG00000013575	ENSBTAG00000004716	ortholog_one2one
ENSSSCG00000007079	ENSBTAG00000003319	ortholog_one2one
ENSSSCG00000000359	ENSBTAG00000011918	ortholog_one2one
ENSSSCG00000005122	ENSBTAG00000020148	ortholog_one2one
ENSSSCG00000025321	ENSBTAG00000052323	ortholog_one2one
ENSSSCG00000002512	ENSBTAG00000009294	ortholog_one2one
ENSSSCG00000033196	ENSBTAG00000008376	ortholog_one2one
ENSSSCG00000008180	ENSBTAG00000034255	ortholog_one2one
ENSSSCG00000030682	ENSBTAG00000002988	ortholog_one2one
ENSSSCG00000022988	ENSBTAG00000018607	ortholog_one2one
ENSSSCG00000012556	ENSBTAG00000000955	ortholog_one2one
ENSSSCG00000025087	ENSBTAG00000026283	ortholog_one2one
ENSSSCG00000000362	ENSBTAG00000011927	ortholog_one2one
ENSSSCG00000028768	ENSBTAG00000050038	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000053056	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000040291	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000052773	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000050235	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000037662	ortholog_many2many
ENSSSCG00000028768	ENSBTAG00000051900	ortholog_many2many
ENSSSCG00000035836	ENSBTAG00000008587	ortholog_one2one
ENSSSCG00000015395	ENSBTAG00000018989	ortholog_one2one
ENSSSCG00000035455	ENSBTAG00000008537	ortholog_one2one
ENSSSCG00000008617	ENSBTAG00000012779	ortholog_one2one
ENSSSCG00000012157	ENSBTAG00000015355	ortholog_one2one
ENSSSCG00000009015	ENSBTAG00000013914	ortholog_one2one
ENSSSCG00000000728	ENSBTAG00000000275	ortholog_one2one
ENSSSCG00000048449	ENSBTAG00000050038	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000053056	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000040291	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000052773	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000050235	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000037662	ortholog_many2many
ENSSSCG00000048449	ENSBTAG00000051900	ortholog_many2many
ENSSSCG00000010544	ENSBTAG00000008939	ortholog_one2one
ENSSSCG00000025729	ENSBTAG00000021308	ortholog_one2one
ENSSSCG00000047309	ENSBTAG00000050038	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000053056	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000040291	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000052773	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000050235	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000037662	ortholog_many2many
ENSSSCG00000047309	ENSBTAG00000051900	ortholog_many2many
ENSSSCG00000037558	ENSBTAG00000020819	ortholog_one2one
ENSSSCG00000001914	ENSBTAG00000009086	ortholog_one2one
ENSSSCG00000027970	ENSBTAG00000046752	ortholog_one2one
ENSSSCG00000005671	ENSBTAG00000001932	ortholog_one2one
ENSSSCG00000046681	ENSBTAG00000050038	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000053056	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000040291	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000052773	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000050235	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000037662	ortholog_many2many
ENSSSCG00000046681	ENSBTAG00000051900	ortholog_many2many
ENSSSCG00000000361	ENSBTAG00000013625	ortholog_one2one
ENSSSCG00000010065	ENSBTAG00000000170	ortholog_one2one
ENSSSCG00000008181	ENSBTAG00000004544	ortholog_one2one
ENSSSCG00000003549	ENSBTAG00000001050	ortholog_one2one
ENSSSCG00000014272	ENSBTAG00000019708	ortholog_one2one
ENSSSCG00000011443	ENSBTAG00000014782	ortholog_one2one
ENSSSCG00000009511	ENSBTAG00000032234	ortholog_one2one
ENSSSCG00000002827	ENSBTAG00000003353	ortholog_one2one
ENSSSCG00000016243	ENSBTAG00000023963	ortholog_one2one
ENSSSCG00000015859	ENSBTAG00000006003	ortholog_one2one
ENSSSCG00000012558	ENSBTAG00000003321	ortholog_one2one
ENSSSCG00000010067	ENSBTAG00000007375	ortholog_one2one
ENSSSCG00000013576	ENSBTAG00000009178	ortholog_one2one
ENSSSCG00000001916	ENSBTAG00000025803	ortholog_one2one
ENSSSCG00000010981	ENSBTAG00000031793	ortholog_one2one
ENSSSCG00000008618	ENSBTAG00000023372	ortholog_one2one
ENSSSCG00000035798	ENSBTAG00000005848	ortholog_one2one
ENSSSCG00000002520	ENSBTAG00000013666	ortholog_one2one
ENSSSCG00000015396	ENSBTAG00000024394	ortholog_one2one
ENSSSCG00000000363	ENSBTAG00000007417	ortholog_one2one
ENSSSCG00000029038	ENSBTAG00000050038	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000053056	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000040291	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000052773	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000050235	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000037662	ortholog_many2many
ENSSSCG00000029038	ENSBTAG00000051900	ortholog_many2many
ENSSSCG00000010545	ENSBTAG00000023941	ortholog_one2one
ENSSSCG00000001915	ENSBTAG00000007800	ortholog_one2one
ENSSSCG00000027165	ENSBTAG00000048090	ortholog_one2one
ENSSSCG00000023235	ENSBTAG00000003069	ortholog_one2one
ENSSSCG00000027946	ENSBTAG00000007952	ortholog_one2one
ENSSSCG00000004607	ENSBTAG00000009151	ortholog_one2one
ENSSSCG00000010068	ENSBTAG00000018647	ortholog_one2one
ENSSSCG00000012561	ENSBTAG00000003121	ortholog_one2one
ENSSSCG00000035795	ENSBTAG00000017321	ortholog_one2many
ENSSSCG00000035795	ENSBTAG00000004771	ortholog_one2many
ENSSSCG00000024494	ENSBTAG00000053587	ortholog_one2one
ENSSSCG00000002828	ENSBTAG00000019272	ortholog_one2one
ENSSSCG00000011767	ENSBTAG00000001968	ortholog_one2one
ENSSSCG00000010984	ENSBTAG00000012921	ortholog_one2one
ENSSSCG00000031249	ENSBTAG00000021771	ortholog_one2one
ENSSSCG00000008619	ENSBTAG00000009906	ortholog_one2one
ENSSSCG00000005124	ENSBTAG00000019568	ortholog_one2one
ENSSSCG00000039626	ENSBTAG00000022028	ortholog_one2one
ENSSSCG00000008183	ENSBTAG00000038949	ortholog_one2one
ENSSSCG00000034876	ENSBTAG00000048824	ortholog_one2one
ENSSSCG00000006230	ENSBTAG00000043978	ortholog_one2one
ENSSSCG00000000364	ENSBTAG00000020662	ortholog_one2one
ENSSSCG00000002515	ENSBTAG00000008384	ortholog_one2one
ENSSSCG00000010546	ENSBTAG00000023939	ortholog_one2one
ENSSSCG00000031522	ENSBTAG00000005864	ortholog_one2one
ENSSSCG00000002829	ENSBTAG00000019267	ortholog_one2one
ENSSSCG00000010070	ENSBTAG00000009988	ortholog_one2one
ENSSSCG00000021761	ENSBTAG00000000320	ortholog_one2one
ENSSSCG00000005672	ENSBTAG00000001933	ortholog_one2one
ENSSSCG00000015398	ENSBTAG00000018133	ortholog_one2one
ENSSSCG00000008185	ENSBTAG00000003970	ortholog_one2one
ENSSSCG00000011768	ENSBTAG00000001969	ortholog_one2one
ENSSSCG00000001917	ENSBTAG00000019734	ortholog_one2one
ENSSSCG00000012560	ENSBTAG00000019703	ortholog_one2one
ENSSSCG00000004608	ENSBTAG00000031388	ortholog_one2one
ENSSSCG00000003554	ENSBTAG00000021778	ortholog_one2one
ENSSSCG00000013582	ENSBTAG00000011360	ortholog_one2one
ENSSSCG00000005125	ENSBTAG00000043983	ortholog_one2one
ENSSSCG00000000730	ENSBTAG00000009447	ortholog_one2one
ENSSSCG00000009513	ENSBTAG00000004440	ortholog_one2one
ENSSSCG00000010071	ENSBTAG00000006108	ortholog_one2one
ENSSSCG00000028633	ENSBTAG00000008089	ortholog_one2one
ENSSSCG00000010073	ENSBTAG00000022032	ortholog_one2one
ENSSSCG00000016244	ENSBTAG00000021310	ortholog_one2one
ENSSSCG00000027629	ENSBTAG00000007954	ortholog_one2one
ENSSSCG00000025133	ENSBTAG00000017060	ortholog_one2one
ENSSSCG00000010074	ENSBTAG00000022030	ortholog_one2one
ENSSSCG00000024384	ENSBTAG00000021573	ortholog_one2one
ENSSSCG00000014905	ENSBTAG00000020596	ortholog_one2one
ENSSSCG00000023737	ENSBTAG00000001570	ortholog_one2one
ENSSSCG00000003775	ENSBTAG00000018448	ortholog_one2one
ENSSSCG00000020717	ENSBTAG00000025263	ortholog_one2one
ENSSSCG00000039230	ENSBTAG00000053244	ortholog_one2one
ENSSSCG00000037588	ENSBTAG00000011558	ortholog_one2many
ENSSSCG00000000366	ENSBTAG00000020664	ortholog_one2one
ENSSSCG00000002830	ENSBTAG00000016407	ortholog_one2one
ENSSSCG00000002516	ENSBTAG00000004679	ortholog_one2one
ENSSSCG00000003553	ENSBTAG00000021781	ortholog_one2one
ENSSSCG00000010076	ENSBTAG00000053568	ortholog_one2one
ENSSSCG00000030241	ENSBTAG00000045877	ortholog_one2one
ENSSSCG00000025187	ENSBTAG00000000451	ortholog_one2one
ENSSSCG00000034445	ENSBTAG00000053919	ortholog_one2one
ENSSSCG00000010548	ENSBTAG00000007591	ortholog_one2one
ENSSSCG00000010077	ENSBTAG00000050485	ortholog_many2many
ENSSSCG00000010077	ENSBTAG00000049878	ortholog_many2many
ENSSSCG00000010077	ENSBTAG00000050062	ortholog_many2many
ENSSSCG00000010077	ENSBTAG00000055118	ortholog_many2many
ENSSSCG00000036626	ENSBTAG00000050573	ortholog_one2one
ENSSSCG00000015399	ENSBTAG00000014920	ortholog_one2one
ENSSSCG00000014907	ENSBTAG00000000455	ortholog_one2one
ENSSSCG00000005126	ENSBTAG00000013011	ortholog_one2one
ENSSSCG00000022467	ENSBTAG00000052191	ortholog_one2one
ENSSSCG00000050129	ENSBTAG00000050601	ortholog_one2many
ENSSSCG00000013583	ENSBTAG00000011356	ortholog_one2one
ENSSSCG00000006231	ENSBTAG00000021841	ortholog_one2one
ENSSSCG00000004610	ENSBTAG00000012741	ortholog_one2one
ENSSSCG00000010078	ENSBTAG00000053372	ortholog_one2one
ENSSSCG00000032145	ENSBTAG00000004838	ortholog_one2one
ENSSSCG00000028571	ENSBTAG00000017010	ortholog_one2one
ENSSSCG00000010550	ENSBTAG00000007594	ortholog_one2one
ENSSSCG00000000365	ENSBTAG00000020663	ortholog_one2one
ENSSSCG00000015861	ENSBTAG00000005987	ortholog_one2one
ENSSSCG00000001918	ENSBTAG00000008218	ortholog_one2one
ENSSSCG00000029186	ENSBTAG00000007955	ortholog_one2one
ENSSSCG00000010987	ENSBTAG00000000695	ortholog_one2one
ENSSSCG00000020915	ENSBTAG00000001116	ortholog_one2one
ENSSSCG00000010079	ENSBTAG00000006938	ortholog_one2one
ENSSSCG00000000367	ENSBTAG00000009049	ortholog_one2one
ENSSSCG00000012564	ENSBTAG00000021968	ortholog_one2one
ENSSSCG00000010551	ENSBTAG00000010739	ortholog_one2one
ENSSSCG00000032122	ENSBTAG00000019513	ortholog_one2one
ENSSSCG00000034715	ENSBTAG00000011553	ortholog_one2many
ENSSSCG00000002517	ENSBTAG00000007233	ortholog_one2one
ENSSSCG00000011444	ENSBTAG00000014784	ortholog_one2one
ENSSSCG00000000368	ENSBTAG00000009051	ortholog_one2one
ENSSSCG00000008621	ENSBTAG00000014081	ortholog_one2one
ENSSSCG00000002831	ENSBTAG00000012083	ortholog_one2one
ENSSSCG00000011769	ENSBTAG00000016457	ortholog_one2one
ENSSSCG00000003552	ENSBTAG00000021786	ortholog_one2one
ENSSSCG00000005678	ENSBTAG00000015437	ortholog_one2one
ENSSSCG00000040342	ENSBTAG00000026319	ortholog_one2one
ENSSSCG00000014909	ENSBTAG00000000460	ortholog_one2one
ENSSSCG00000012089	ENSBTAG00000017486	ortholog_one2one
ENSSSCG00000032854	ENSBTAG00000051675	ortholog_one2one
ENSSSCG00000040888	ENSBTAG00000015982	ortholog_one2one
ENSSSCG00000034529	ENSBTAG00000044079	ortholog_one2one
ENSSSCG00000006232	ENSBTAG00000000948	ortholog_one2one
ENSSSCG00000010552	ENSBTAG00000010742	ortholog_one2one
ENSSSCG00000003551	ENSBTAG00000021787	ortholog_one2one
ENSSSCG00000032619	ENSBTAG00000012740	ortholog_one2one
ENSSSCG00000034725	ENSBTAG00000054773	ortholog_one2one
ENSSSCG00000005679	ENSBTAG00000008973	ortholog_one2one
ENSSSCG00000010081	ENSBTAG00000010312	ortholog_one2one
ENSSSCG00000039508	ENSBTAG00000048991	ortholog_one2one
ENSSSCG00000012565	ENSBTAG00000048086	ortholog_many2many
ENSSSCG00000012565	ENSBTAG00000009457	ortholog_many2many
ENSSSCG00000014274	ENSBTAG00000015426	ortholog_one2one
ENSSSCG00000015862	ENSBTAG00000006262	ortholog_one2one
ENSSSCG00000008664	ENSBTAG00000004948	ortholog_one2one
ENSSSCG00000036589	ENSBTAG00000017716	ortholog_one2one
ENSSSCG00000040825	ENSBTAG00000031146	ortholog_one2one
ENSSSCG00000012088	ENSBTAG00000007818	ortholog_one2one
ENSSSCG00000015401	ENSBTAG00000017350	ortholog_one2one
ENSSSCG00000008186	ENSBTAG00000018991	ortholog_one2one
ENSSSCG00000000734	ENSBTAG00000020699	ortholog_one2one
ENSSSCG00000010554	ENSBTAG00000055207	ortholog_one2one
ENSSSCG00000033180	ENSBTAG00000013721	ortholog_one2one
ENSSSCG00000004612	ENSBTAG00000012408	ortholog_one2many
ENSSSCG00000004612	ENSBTAG00000046690	ortholog_one2many
ENSSSCG00000010990	ENSBTAG00000003323	ortholog_one2one
ENSSSCG00000005680	ENSBTAG00000002936	ortholog_one2one
ENSSSCG00000031967	ENSBTAG00000017422	ortholog_one2one
ENSSSCG00000006233	ENSBTAG00000017529	ortholog_one2one
ENSSSCG00000005129	ENSBTAG00000023412	ortholog_one2one
ENSSSCG00000013572	ENSBTAG00000032137	ortholog_one2one
ENSSSCG00000026257	ENSBTAG00000052926	ortholog_one2many
ENSSSCG00000026257	ENSBTAG00000026505	ortholog_one2many
ENSSSCG00000009018	ENSBTAG00000016813	ortholog_one2one
ENSSSCG00000003776	ENSBTAG00000024240	ortholog_one2one
ENSSSCG00000040850	ENSBTAG00000006261	ortholog_one2one
ENSSSCG00000005688	ENSBTAG00000019453	ortholog_one2one
ENSSSCG00000006164	ENSBTAG00000012914	ortholog_one2one
ENSSSCG00000001920	ENSBTAG00000017466	ortholog_one2one
ENSSSCG00000008187	ENSBTAG00000054686	ortholog_one2one
ENSSSCG00000037288	ENSBTAG00000017867	ortholog_one2one
ENSSSCG00000000735	ENSBTAG00000049163	ortholog_one2one
ENSSSCG00000040513	ENSBTAG00000008493	ortholog_one2one
ENSSSCG00000000370	ENSBTAG00000004018	ortholog_one2one
ENSSSCG00000016245	ENSBTAG00000021316	ortholog_one2one
ENSSSCG00000024983	ENSBTAG00000001342	ortholog_one2one
ENSSSCG00000010994	ENSBTAG00000012385	ortholog_one2one
ENSSSCG00000012569	ENSBTAG00000013724	ortholog_one2one
ENSSSCG00000035805	ENSBTAG00000037899	ortholog_one2one
ENSSSCG00000039080	ENSBTAG00000016045	ortholog_one2one
ENSSSCG00000001921	ENSBTAG00000004990	ortholog_one2one
ENSSSCG00000006165	ENSBTAG00000000090	ortholog_one2one
ENSSSCG00000034518	ENSBTAG00000020305	ortholog_one2one
ENSSSCG00000030122	ENSBTAG00000005028	ortholog_one2one
ENSSSCG00000038619	ENSBTAG00000005105	ortholog_one2one
ENSSSCG00000015864	ENSBTAG00000039803	ortholog_one2one
ENSSSCG00000010083	ENSBTAG00000021121	ortholog_one2one
ENSSSCG00000010992	ENSBTAG00000020105	ortholog_one2one
ENSSSCG00000035824	ENSBTAG00000014786	ortholog_one2one
ENSSSCG00000032921	ENSBTAG00000005030	ortholog_one2one
ENSSSCG00000030426	ENSBTAG00000020307	ortholog_one2one
ENSSSCG00000011770	ENSBTAG00000023513	ortholog_one2one
ENSSSCG00000008188	ENSBTAG00000010388	ortholog_one2one
ENSSSCG00000038089	ENSBTAG00000023907	ortholog_one2one
ENSSSCG00000006235	ENSBTAG00000004954	ortholog_one2one
ENSSSCG00000014911	ENSBTAG00000026825	ortholog_one2many
ENSSSCG00000029558	ENSBTAG00000006349	ortholog_one2one
ENSSSCG00000014912	ENSBTAG00000011132	ortholog_one2one
ENSSSCG00000031572	ENSBTAG00000021319	ortholog_one2many
ENSSSCG00000031572	ENSBTAG00000026249	ortholog_one2many
ENSSSCG00000005130	ENSBTAG00000046348	ortholog_one2one
ENSSSCG00000012571	ENSBTAG00000013760	ortholog_one2one
ENSSSCG00000000371	ENSBTAG00000004019	ortholog_one2one
ENSSSCG00000010995	ENSBTAG00000012383	ortholog_one2one
ENSSSCG00000014275	ENSBTAG00000031209	ortholog_one2one
ENSSSCG00000034635	ENSBTAG00000005031	ortholog_one2one
ENSSSCG00000035949	ENSBTAG00000012501	ortholog_one2one
ENSSSCG00000000736	ENSBTAG00000019788	ortholog_one2one
ENSSSCG00000026386	ENSBTAG00000006355	ortholog_one2one
ENSSSCG00000001925	ENSBTAG00000001578	ortholog_one2one
ENSSSCG00000024341	ENSBTAG00000020311	ortholog_one2one
ENSSSCG00000006166	ENSBTAG00000000091	ortholog_one2many
ENSSSCG00000006166	ENSBTAG00000046004	ortholog_one2many
ENSSSCG00000025010	ENSBTAG00000014877	ortholog_one2one
ENSSSCG00000039991	ENSBTAG00000005964	ortholog_one2one
ENSSSCG00000006236	ENSBTAG00000008958	ortholog_one2one
ENSSSCG00000027684	ENSBTAG00000005085	ortholog_one2one
ENSSSCG00000010996	ENSBTAG00000017845	ortholog_one2one
ENSSSCG00000009017	ENSBTAG00000004633	ortholog_one2one
ENSSSCG00000008624	ENSBTAG00000007689	ortholog_one2one
ENSSSCG00000016247	ENSBTAG00000021322	ortholog_one2one
ENSSSCG00000010555	ENSBTAG00000000092	ortholog_one2one
ENSSSCG00000010084	ENSBTAG00000022019	ortholog_one2one
ENSSSCG00000037075	ENSBTAG00000048797	ortholog_one2one
ENSSSCG00000004614	ENSBTAG00000025522	ortholog_one2one
ENSSSCG00000010997	ENSBTAG00000032093	ortholog_one2one
ENSSSCG00000010086	ENSBTAG00000006173	ortholog_one2one
ENSSSCG00000037193	ENSBTAG00000005033	ortholog_one2one
ENSSSCG00000008190	ENSBTAG00000004814	ortholog_one2one
ENSSSCG00000003777	ENSBTAG00000001326	ortholog_one2one
ENSSSCG00000001924	ENSBTAG00000006708	ortholog_one2one
ENSSSCG00000000737	ENSBTAG00000015879	ortholog_one2one
ENSSSCG00000015402	ENSBTAG00000020569	ortholog_one2one
ENSSSCG00000010087	ENSBTAG00000013036	ortholog_one2one
ENSSSCG00000036645	ENSBTAG00000017480	ortholog_one2one
ENSSSCG00000037597	ENSBTAG00000004021	ortholog_one2one
ENSSSCG00000035454	ENSBTAG00000015249	ortholog_one2one
ENSSSCG00000030696	ENSBTAG00000024162	ortholog_one2one
ENSSSCG00000009019	ENSBTAG00000009908	ortholog_one2one
ENSSSCG00000010556	ENSBTAG00000021566	ortholog_one2one
ENSSSCG00000035410	ENSBTAG00000021172	ortholog_one2one
ENSSSCG00000005131	ENSBTAG00000001315	ortholog_one2one
ENSSSCG00000005689	ENSBTAG00000020313	ortholog_one2one
ENSSSCG00000000738	ENSBTAG00000015878	ortholog_one2one
ENSSSCG00000032556	ENSBTAG00000012927	ortholog_one2one
ENSSSCG00000037143	ENSBTAG00000013038	ortholog_one2many
ENSSSCG00000006237	ENSBTAG00000019910	ortholog_one2many
ENSSSCG00000006237	ENSBTAG00000018309	ortholog_one2many
ENSSSCG00000013570	ENSBTAG00000005592	ortholog_one2one
ENSSSCG00000012572	ENSBTAG00000014575	ortholog_one2one
ENSSSCG00000010999	ENSBTAG00000019564	ortholog_one2one
ENSSSCG00000016248	ENSBTAG00000021323	ortholog_one2one
ENSSSCG00000014913	ENSBTAG00000001657	ortholog_one2one
ENSSSCG00000004615	ENSBTAG00000021876	ortholog_one2one
ENSSSCG00000000739	ENSBTAG00000015875	ortholog_one2one
ENSSSCG00000022112	ENSBTAG00000010395	ortholog_one2one
ENSSSCG00000034120	ENSBTAG00000051567	ortholog_one2one
ENSSSCG00000011449	ENSBTAG00000014549	ortholog_one2one
ENSSSCG00000036472	ENSBTAG00000005951	ortholog_one2one
ENSSSCG00000035546	ENSBTAG00000001627	ortholog_one2one
ENSSSCG00000011772	ENSBTAG00000000290	ortholog_one2one
ENSSSCG00000011000	ENSBTAG00000016265	ortholog_one2one
ENSSSCG00000037592	ENSBTAG00000012077	ortholog_one2one
ENSSSCG00000038652	ENSBTAG00000030927	ortholog_one2one
ENSSSCG00000003778	ENSBTAG00000019192	ortholog_one2one
ENSSSCG00000011448	ENSBTAG00000014550	ortholog_one2one
ENSSSCG00000001927	ENSBTAG00000012981	ortholog_one2one
ENSSSCG00000000740	ENSBTAG00000030325	ortholog_one2one
ENSSSCG00000029533	ENSBTAG00000018604	ortholog_one2one
ENSSSCG00000004616	ENSBTAG00000046470	ortholog_one2one
ENSSSCG00000000741	ENSBTAG00000007611	ortholog_one2one
ENSSSCG00000023903	ENSBTAG00000047845	ortholog_one2many
ENSSSCG00000023903	ENSBTAG00000017496	ortholog_one2many
ENSSSCG00000021968	ENSBTAG00000021325	ortholog_one2one
ENSSSCG00000011447	ENSBTAG00000017221	ortholog_one2many
ENSSSCG00000011447	ENSBTAG00000053918	ortholog_one2many
ENSSSCG00000033394	ENSBTAG00000034384	ortholog_one2one
ENSSSCG00000038868	ENSBTAG00000004204	ortholog_one2one
ENSSSCG00000015866	ENSBTAG00000026851	ortholog_one2one
ENSSSCG00000008625	ENSBTAG00000003691	ortholog_one2one
ENSSSCG00000025078	ENSBTAG00000046837	ortholog_one2one
ENSSSCG00000010560	ENSBTAG00000003294	ortholog_one2one
ENSSSCG00000003779	ENSBTAG00000005196	ortholog_one2one
ENSSSCG00000014280	ENSBTAG00000011252	ortholog_one2one
ENSSSCG00000005135	ENSBTAG00000046928	ortholog_one2many
ENSSSCG00000005135	ENSBTAG00000025929	ortholog_one2many
ENSSSCG00000000376	ENSBTAG00000006160	ortholog_one2one
ENSSSCG00000006238	ENSBTAG00000005287	ortholog_one2one
ENSSSCG00000016254	ENSBTAG00000021326	ortholog_one2one
ENSSSCG00000000742	ENSBTAG00000007609	ortholog_one2one
ENSSSCG00000013571	ENSBTAG00000002629	ortholog_one2one
ENSSSCG00000004617	ENSBTAG00000024958	ortholog_one2one
ENSSSCG00000001928	ENSBTAG00000014092	ortholog_one2one
ENSSSCG00000031652	ENSBTAG00000012499	ortholog_one2one
ENSSSCG00000025483	ENSBTAG00000015402	ortholog_one2one
ENSSSCG00000013569	ENSBTAG00000018894	ortholog_one2one
ENSSSCG00000030428	ENSBTAG00000003296	ortholog_one2one
ENSSSCG00000006239	ENSBTAG00000009138	ortholog_one2one
ENSSSCG00000015403	ENSBTAG00000017664	ortholog_one2one
ENSSSCG00000039311	ENSBTAG00000008726	ortholog_one2one
ENSSSCG00000005136	ENSBTAG00000039069	ortholog_one2one
ENSSSCG00000026084	ENSBTAG00000031553	ortholog_one2one
ENSSSCG00000036817	ENSBTAG00000012928	ortholog_one2one
ENSSSCG00000000743	ENSBTAG00000007605	ortholog_one2one
ENSSSCG00000003780	ENSBTAG00000003162	ortholog_one2one
ENSSSCG00000011001	ENSBTAG00000013947	ortholog_one2one
ENSSSCG00000013568	ENSBTAG00000040507	ortholog_one2one
ENSSSCG00000011446	ENSBTAG00000004749	ortholog_one2one
ENSSSCG00000031139	ENSBTAG00000012636	ortholog_one2one
ENSSSCG00000044055	ENSBTAG00000026003	ortholog_one2one
ENSSSCG00000034774	ENSBTAG00000009046	ortholog_one2one
ENSSSCG00000021798	ENSBTAG00000003298	ortholog_one2one
ENSSSCG00000009021	ENSBTAG00000018546	ortholog_one2one
ENSSSCG00000006240	ENSBTAG00000050550	ortholog_one2one
ENSSSCG00000026181	ENSBTAG00000016250	ortholog_one2one
ENSSSCG00000005699	ENSBTAG00000002319	ortholog_one2one
ENSSSCG00000014915	ENSBTAG00000007847	ortholog_one2one
ENSSSCG00000010559	ENSBTAG00000016928	ortholog_one2many
ENSSSCG00000010559	ENSBTAG00000039834	ortholog_one2many
