gene_ID_ssc gene_ID_oar
ENSSSCG00000023441 ENSOARG00000003855
ENSSSCG00000023445 ENSOARG00000006850
ENSSSCG00000023451 ENSOARG00000008173
ENSSSCG00000023460 ENSOARG00000020096
ENSSSCG00000023462 ENSOARG00000008749
ENSSSCG00000023467 ENSOARG00000015023
ENSSSCG00000023472 ENSOARG00000012259
ENSSSCG00000023478 ENSOARG00000018282
ENSSSCG00000023479 ENSOARG00000011536
ENSSSCG00000023482 ENSOARG00000007522
ENSSSCG00000023483 ENSOARG00000004319
ENSSSCG00000023487 ENSOARG00000014194
ENSSSCG00000023495 ENSOARG00000010503
ENSSSCG00000023498 ENSOARG00000005034
ENSSSCG00000023500 ENSOARG00000019425
ENSSSCG00000023501 ENSOARG00000008342
ENSSSCG00000023503 ENSOARG00000000156
ENSSSCG00000023509 ENSOARG00000024106
ENSSSCG00000023514 ENSOARG00000003282
ENSSSCG00000023516 ENSOARG00000009125
ENSSSCG00000023520 ENSOARG00000012515
ENSSSCG00000023522 ENSOARG00000018528
ENSSSCG00000023525 ENSOARG00000004381
ENSSSCG00000023526 ENSOARG00000019400
ENSSSCG00000023527 ENSOARG00000020351
ENSSSCG00000023531 ENSOARG00000006741
ENSSSCG00000023533 ENSOARG00000004433
ENSSSCG00000023537 ENSOARG00000003897
ENSSSCG00000023539 ENSOARG00000014789
ENSSSCG00000023540 ENSOARG00000003515
ENSSSCG00000023548 ENSOARG00000009956
ENSSSCG00000023550 ENSOARG00000013125
ENSSSCG00000023556 ENSOARG00000006174
ENSSSCG00000023557 ENSOARG00000014203
ENSSSCG00000023562 ENSOARG00000006169
ENSSSCG00000023565 ENSOARG00000009064
ENSSSCG00000023569 ENSOARG00000011347
ENSSSCG00000023571 ENSOARG00000000386
ENSSSCG00000023577 ENSOARG00000021827
ENSSSCG00000023582 ENSOARG00000003449
ENSSSCG00000023584 ENSOARG00000017970
ENSSSCG00000023585 ENSOARG00000001516
ENSSSCG00000023592 ENSOARG00000004619
ENSSSCG00000023593 ENSOARG00000004522
ENSSSCG00000023595 ENSOARG00000013449
ENSSSCG00000023599 ENSOARG00000016125
ENSSSCG00000023604 ENSOARG00000003421
ENSSSCG00000023607 ENSOARG00000002793
ENSSSCG00000023611 ENSOARG00000001254
ENSSSCG00000023612 ENSOARG00000013090
ENSSSCG00000023618 ENSOARG00000012534
ENSSSCG00000023619 ENSOARG00000015749
ENSSSCG00000023624 ENSOARG00000000471
ENSSSCG00000023624 ENSOARG00000002549
ENSSSCG00000023624 ENSOARG00000002577
ENSSSCG00000023624 ENSOARG00000002589
ENSSSCG00000023624 ENSOARG00000016320
ENSSSCG00000023630 ENSOARG00000000155
ENSSSCG00000023632 ENSOARG00000021748
ENSSSCG00000023636 ENSOARG00000003660
ENSSSCG00000023639 ENSOARG00000011930
ENSSSCG00000023643 ENSOARG00000014550
ENSSSCG00000023643 ENSOARG00000014864
ENSSSCG00000023647 ENSOARG00000015787
ENSSSCG00000023653 ENSOARG00000003260
ENSSSCG00000023654 ENSOARG00000016076
ENSSSCG00000023658 ENSOARG00000009113
ENSSSCG00000023660 ENSOARG00000000811
ENSSSCG00000023661 ENSOARG00000013948
ENSSSCG00000023665 ENSOARG00000013511
ENSSSCG00000023666 ENSOARG00000015263
ENSSSCG00000023667 ENSOARG00000016335
ENSSSCG00000023669 ENSOARG00000023347
ENSSSCG00000023674 ENSOARG00000013038
ENSSSCG00000023677 ENSOARG00000014268
ENSSSCG00000023679 ENSOARG00000000635
ENSSSCG00000023680 ENSOARG00000016948
ENSSSCG00000023681 ENSOARG00000016481
ENSSSCG00000023686 ENSOARG00000006342
ENSSSCG00000023691 ENSOARG00000016289
ENSSSCG00000023693 ENSOARG00000016105
ENSSSCG00000023694 ENSOARG00000022281
ENSSSCG00000023694 ENSOARG00000022354
ENSSSCG00000023700 ENSOARG00000016851
ENSSSCG00000023705 ENSOARG00000025143
ENSSSCG00000023706 ENSOARG00000019545
ENSSSCG00000023709 ENSOARG00000008199
ENSSSCG00000023710 ENSOARG00000020650
ENSSSCG00000023714 ENSOARG00000006395
ENSSSCG00000023715 ENSOARG00000003247
ENSSSCG00000023716 ENSOARG00000009019
ENSSSCG00000023719 ENSOARG00000017526
ENSSSCG00000023724 ENSOARG00000001006
ENSSSCG00000023727 ENSOARG00000011845
ENSSSCG00000023729 ENSOARG00000024438
ENSSSCG00000023737 ENSOARG00000015430
ENSSSCG00000023738 ENSOARG00000007671
ENSSSCG00000023739 ENSOARG00000022956
ENSSSCG00000023739 ENSOARG00000024385
ENSSSCG00000023743 ENSOARG00000010602
ENSSSCG00000023745 ENSOARG00000014101
ENSSSCG00000023746 ENSOARG00000010057
ENSSSCG00000023747 ENSOARG00000017392
ENSSSCG00000023749 ENSOARG00000019864
ENSSSCG00000023757 ENSOARG00000011397
ENSSSCG00000023759 ENSOARG00000012213
ENSSSCG00000023760 ENSOARG00000008303
ENSSSCG00000023761 ENSOARG00000007609
ENSSSCG00000023762 ENSOARG00000011962
ENSSSCG00000023771 ENSOARG00000012842
ENSSSCG00000023775 ENSOARG00000004242
ENSSSCG00000023775 ENSOARG00000020149
ENSSSCG00000023776 ENSOARG00000003038
ENSSSCG00000023783 ENSOARG00000004651
ENSSSCG00000023784 ENSOARG00000016894
ENSSSCG00000023785 ENSOARG00000010348
ENSSSCG00000023788 ENSOARG00000003221
ENSSSCG00000023790 ENSOARG00000000471
ENSSSCG00000023790 ENSOARG00000002549
ENSSSCG00000023790 ENSOARG00000002577
ENSSSCG00000023790 ENSOARG00000002589
ENSSSCG00000023790 ENSOARG00000016320
ENSSSCG00000023791 ENSOARG00000001032
ENSSSCG00000023792 ENSOARG00000012608
ENSSSCG00000023793 ENSOARG00000012602
ENSSSCG00000023796 ENSOARG00000003484
ENSSSCG00000023801 ENSOARG00000013706
ENSSSCG00000023803 ENSOARG00000012360
ENSSSCG00000023806 ENSOARG00000014093
ENSSSCG00000023807 ENSOARG00000014707
ENSSSCG00000023814 ENSOARG00000007285
ENSSSCG00000023818 ENSOARG00000005129
ENSSSCG00000023820 ENSOARG00000014655
ENSSSCG00000023821 ENSOARG00000011844
ENSSSCG00000023824 ENSOARG00000006884
ENSSSCG00000023829 ENSOARG00000012082
ENSSSCG00000023834 ENSOARG00000009121
ENSSSCG00000023837 ENSOARG00000010574
ENSSSCG00000023842 ENSOARG00000019045
ENSSSCG00000023847 ENSOARG00000023429
ENSSSCG00000023848 ENSOARG00000017570
ENSSSCG00000023850 ENSOARG00000004581
ENSSSCG00000023857 ENSOARG00000019687
ENSSSCG00000023859 ENSOARG00000020365
ENSSSCG00000023862 ENSOARG00000004808
ENSSSCG00000023862 ENSOARG00000004891
ENSSSCG00000023865 ENSOARG00000008829
ENSSSCG00000023865 ENSOARG00000008928
ENSSSCG00000023866 ENSOARG00000013758
ENSSSCG00000023866 ENSOARG00000018033
ENSSSCG00000023870 ENSOARG00000022705
ENSSSCG00000023871 ENSOARG00000020722
ENSSSCG00000023873 ENSOARG00000016993
ENSSSCG00000023880 ENSOARG00000017435
ENSSSCG00000023886 ENSOARG00000005725
ENSSSCG00000023887 ENSOARG00000006926
ENSSSCG00000023890 ENSOARG00000010760
ENSSSCG00000023891 ENSOARG00000007668
ENSSSCG00000023893 ENSOARG00000021349
ENSSSCG00000023894 ENSOARG00000006030
ENSSSCG00000023903 ENSOARG00000008425
ENSSSCG00000023906 ENSOARG00000022714
ENSSSCG00000023907 ENSOARG00000011947
ENSSSCG00000023908 ENSOARG00000019948
ENSSSCG00000023909 ENSOARG00000020581
ENSSSCG00000023912 ENSOARG00000014445
ENSSSCG00000023915 ENSOARG00000011448
ENSSSCG00000023918 ENSOARG00000019276
ENSSSCG00000023920 ENSOARG00000020454
ENSSSCG00000023921 ENSOARG00000000240
ENSSSCG00000023924 ENSOARG00000016802
ENSSSCG00000023927 ENSOARG00000022362
ENSSSCG00000023929 ENSOARG00000008041
ENSSSCG00000023933 ENSOARG00000005463
ENSSSCG00000023934 ENSOARG00000005149
ENSSSCG00000023935 ENSOARG00000020203
ENSSSCG00000023936 ENSOARG00000020232
ENSSSCG00000023941 ENSOARG00000010425
ENSSSCG00000023948 ENSOARG00000003824
ENSSSCG00000023953 ENSOARG00000022082
ENSSSCG00000023955 ENSOARG00000011574
ENSSSCG00000023956 ENSOARG00000014849
ENSSSCG00000023957 ENSOARG00000010023
ENSSSCG00000023968 ENSOARG00000020944
ENSSSCG00000023969 ENSOARG00000006264
ENSSSCG00000023971 ENSOARG00000017859
ENSSSCG00000023972 ENSOARG00000015467
ENSSSCG00000023973 ENSOARG00000007909
ENSSSCG00000023974 ENSOARG00000003032
ENSSSCG00000023975 ENSOARG00000020193
ENSSSCG00000023976 ENSOARG00000012960
ENSSSCG00000023978 ENSOARG00000010133
ENSSSCG00000023983 ENSOARG00000017403
ENSSSCG00000023984 ENSOARG00000006923
ENSSSCG00000023987 ENSOARG00000000350
ENSSSCG00000023987 ENSOARG00000000525
ENSSSCG00000023987 ENSOARG00000000554
ENSSSCG00000023987 ENSOARG00000000700
ENSSSCG00000023987 ENSOARG00000001096
ENSSSCG00000023987 ENSOARG00000001484
ENSSSCG00000023987 ENSOARG00000001993
ENSSSCG00000023987 ENSOARG00000002184
ENSSSCG00000023987 ENSOARG00000002478
ENSSSCG00000023987 ENSOARG00000002825
ENSSSCG00000023987 ENSOARG00000003195
ENSSSCG00000023987 ENSOARG00000003295
ENSSSCG00000023987 ENSOARG00000003462
ENSSSCG00000023987 ENSOARG00000003671
ENSSSCG00000023987 ENSOARG00000004098
ENSSSCG00000023987 ENSOARG00000004557
ENSSSCG00000023987 ENSOARG00000004722
ENSSSCG00000023987 ENSOARG00000005052
ENSSSCG00000023987 ENSOARG00000005244
ENSSSCG00000023987 ENSOARG00000005398
ENSSSCG00000023987 ENSOARG00000005407
ENSSSCG00000023987 ENSOARG00000006110
ENSSSCG00000023987 ENSOARG00000007135
ENSSSCG00000023987 ENSOARG00000007433
ENSSSCG00000023987 ENSOARG00000007519
ENSSSCG00000023987 ENSOARG00000007722
ENSSSCG00000023987 ENSOARG00000008256
ENSSSCG00000023987 ENSOARG00000008590
ENSSSCG00000023987 ENSOARG00000008805
ENSSSCG00000023987 ENSOARG00000008931
ENSSSCG00000023987 ENSOARG00000009227
ENSSSCG00000023987 ENSOARG00000009820
ENSSSCG00000023987 ENSOARG00000010340
ENSSSCG00000023987 ENSOARG00000010613
ENSSSCG00000023987 ENSOARG00000011031
ENSSSCG00000023987 ENSOARG00000011070
ENSSSCG00000023987 ENSOARG00000011295
ENSSSCG00000023987 ENSOARG00000011423
ENSSSCG00000023987 ENSOARG00000011496
ENSSSCG00000023987 ENSOARG00000011556
ENSSSCG00000023987 ENSOARG00000012150
ENSSSCG00000023987 ENSOARG00000016286
ENSSSCG00000023987 ENSOARG00000016454
ENSSSCG00000023987 ENSOARG00000018843
ENSSSCG00000023987 ENSOARG00000018895
ENSSSCG00000023987 ENSOARG00000019069
ENSSSCG00000023991 ENSOARG00000004885
ENSSSCG00000023992 ENSOARG00000015593
ENSSSCG00000023993 ENSOARG00000019179
ENSSSCG00000023994 ENSOARG00000020693
ENSSSCG00000023996 ENSOARG00000003595
ENSSSCG00000024001 ENSOARG00000007465
ENSSSCG00000024008 ENSOARG00000007802
ENSSSCG00000024015 ENSOARG00000013745
ENSSSCG00000024018 ENSOARG00000016912
ENSSSCG00000024019 ENSOARG00000004345
ENSSSCG00000024022 ENSOARG00000007395
ENSSSCG00000024024 ENSOARG00000014010
ENSSSCG00000024027 ENSOARG00000003616
ENSSSCG00000024028 ENSOARG00000009043
ENSSSCG00000024030 ENSOARG00000017604
ENSSSCG00000024043 ENSOARG00000003830
ENSSSCG00000024045 ENSOARG00000010816
ENSSSCG00000024048 ENSOARG00000000684
ENSSSCG00000024052 ENSOARG00000016879
ENSSSCG00000024058 ENSOARG00000009632
ENSSSCG00000024059 ENSOARG00000004544
ENSSSCG00000024060 ENSOARG00000010038
ENSSSCG00000024061 ENSOARG00000018755
ENSSSCG00000024062 ENSOARG00000010724
ENSSSCG00000024064 ENSOARG00000012743
ENSSSCG00000024065 ENSOARG00000015285
ENSSSCG00000024067 ENSOARG00000015540
ENSSSCG00000024071 ENSOARG00000013100
ENSSSCG00000024081 ENSOARG00000004528
ENSSSCG00000024083 ENSOARG00000022001
ENSSSCG00000024083 ENSOARG00000024415
ENSSSCG00000024083 ENSOARG00000024583
ENSSSCG00000024084 ENSOARG00000023569
ENSSSCG00000024088 ENSOARG00000020803
ENSSSCG00000024092 ENSOARG00000016883
ENSSSCG00000024096 ENSOARG00000011197
ENSSSCG00000024108 ENSOARG00000013025
ENSSSCG00000024109 ENSOARG00000020383
ENSSSCG00000024111 ENSOARG00000003790
ENSSSCG00000024117 ENSOARG00000015601
ENSSSCG00000024119 ENSOARG00000015477
ENSSSCG00000024125 ENSOARG00000008615
ENSSSCG00000024126 ENSOARG00000014259
ENSSSCG00000024127 ENSOARG00000016059
ENSSSCG00000024129 ENSOARG00000003414
ENSSSCG00000024131 ENSOARG00000020847
ENSSSCG00000024132 ENSOARG00000018704
ENSSSCG00000024134 ENSOARG00000005578
ENSSSCG00000024136 ENSOARG00000017838
ENSSSCG00000024144 ENSOARG00000011589
ENSSSCG00000024145 ENSOARG00000012212
ENSSSCG00000024146 ENSOARG00000024773
ENSSSCG00000024149 ENSOARG00000015388
ENSSSCG00000024152 ENSOARG00000020894
ENSSSCG00000024153 ENSOARG00000022594
ENSSSCG00000024155 ENSOARG00000001253
ENSSSCG00000024157 ENSOARG00000001711
ENSSSCG00000024158 ENSOARG00000017817
ENSSSCG00000024161 ENSOARG00000000482
ENSSSCG00000024161 ENSOARG00000001165
ENSSSCG00000024161 ENSOARG00000001701
ENSSSCG00000024161 ENSOARG00000002218
ENSSSCG00000024161 ENSOARG00000002875
ENSSSCG00000024161 ENSOARG00000009395
ENSSSCG00000024161 ENSOARG00000009552
ENSSSCG00000024161 ENSOARG00000010572
ENSSSCG00000024161 ENSOARG00000014069
ENSSSCG00000024161 ENSOARG00000014493
ENSSSCG00000024161 ENSOARG00000015002
ENSSSCG00000024162 ENSOARG00000001731
ENSSSCG00000024166 ENSOARG00000003228
ENSSSCG00000024168 ENSOARG00000008593
ENSSSCG00000024168 ENSOARG00000009111
ENSSSCG00000024168 ENSOARG00000009336
ENSSSCG00000024168 ENSOARG00000019644
ENSSSCG00000024174 ENSOARG00000010395
ENSSSCG00000024179 ENSOARG00000006485
ENSSSCG00000024180 ENSOARG00000000040
ENSSSCG00000024184 ENSOARG00000003107
ENSSSCG00000024188 ENSOARG00000021315
ENSSSCG00000024189 ENSOARG00000016856
ENSSSCG00000024191 ENSOARG00000000759
ENSSSCG00000024193 ENSOARG00000016336
ENSSSCG00000024197 ENSOARG00000008364
ENSSSCG00000024201 ENSOARG00000015004
ENSSSCG00000024204 ENSOARG00000004852
ENSSSCG00000024205 ENSOARG00000003561
ENSSSCG00000024206 ENSOARG00000007215
ENSSSCG00000024219 ENSOARG00000010271
ENSSSCG00000024221 ENSOARG00000016261
ENSSSCG00000024222 ENSOARG00000016550
ENSSSCG00000024223 ENSOARG00000017057
ENSSSCG00000024227 ENSOARG00000003164
ENSSSCG00000024232 ENSOARG00000019660
ENSSSCG00000024233 ENSOARG00000003682
ENSSSCG00000024235 ENSOARG00000018408
ENSSSCG00000024236 ENSOARG00000013928
ENSSSCG00000024238 ENSOARG00000024497
ENSSSCG00000024240 ENSOARG00000010972
ENSSSCG00000024242 ENSOARG00000011772
ENSSSCG00000024245 ENSOARG00000001572
ENSSSCG00000024249 ENSOARG00000012795
ENSSSCG00000024253 ENSOARG00000003053
ENSSSCG00000024254 ENSOARG00000006195
ENSSSCG00000024257 ENSOARG00000012805
ENSSSCG00000024259 ENSOARG00000016356
ENSSSCG00000024260 ENSOARG00000007306
ENSSSCG00000024261 ENSOARG00000002721
ENSSSCG00000024263 ENSOARG00000011129
ENSSSCG00000024267 ENSOARG00000006239
ENSSSCG00000024268 ENSOARG00000007290
ENSSSCG00000024279 ENSOARG00000005488
ENSSSCG00000024281 ENSOARG00000005822
ENSSSCG00000024281 ENSOARG00000005829
ENSSSCG00000024285 ENSOARG00000010397
ENSSSCG00000024288 ENSOARG00000001018
ENSSSCG00000024290 ENSOARG00000003772
ENSSSCG00000024290 ENSOARG00000007599
ENSSSCG00000024293 ENSOARG00000007947
ENSSSCG00000024296 ENSOARG00000004563
ENSSSCG00000024299 ENSOARG00000000681
ENSSSCG00000024300 ENSOARG00000010105
ENSSSCG00000024305 ENSOARG00000018362
ENSSSCG00000024310 ENSOARG00000018445
ENSSSCG00000024311 ENSOARG00000014236
ENSSSCG00000024313 ENSOARG00000006367
ENSSSCG00000024313 ENSOARG00000009497
ENSSSCG00000024314 ENSOARG00000016664
ENSSSCG00000024316 ENSOARG00000002812
ENSSSCG00000024320 ENSOARG00000010688
ENSSSCG00000024325 ENSOARG00000003232
ENSSSCG00000024329 ENSOARG00000013872
ENSSSCG00000024336 ENSOARG00000010334
ENSSSCG00000024341 ENSOARG00000008319
ENSSSCG00000024344 ENSOARG00000014214
ENSSSCG00000024347 ENSOARG00000012520
ENSSSCG00000024351 ENSOARG00000000778
ENSSSCG00000024354 ENSOARG00000021729
ENSSSCG00000024357 ENSOARG00000012883
ENSSSCG00000024359 ENSOARG00000003477
ENSSSCG00000024361 ENSOARG00000004216
ENSSSCG00000024363 ENSOARG00000009747
ENSSSCG00000024372 ENSOARG00000023935
ENSSSCG00000024373 ENSOARG00000020614
ENSSSCG00000024377 ENSOARG00000003572
ENSSSCG00000024379 ENSOARG00000011984
ENSSSCG00000024384 ENSOARG00000009359
ENSSSCG00000024385 ENSOARG00000008701
ENSSSCG00000024388 ENSOARG00000015367
ENSSSCG00000024389 ENSOARG00000007476
ENSSSCG00000024392 ENSOARG00000013490
ENSSSCG00000024393 ENSOARG00000020655
ENSSSCG00000024396 ENSOARG00000004870
ENSSSCG00000024399 ENSOARG00000007030
ENSSSCG00000024402 ENSOARG00000000540
ENSSSCG00000024403 ENSOARG00000000847
ENSSSCG00000024411 ENSOARG00000012309
ENSSSCG00000024412 ENSOARG00000009072
ENSSSCG00000024413 ENSOARG00000015049
ENSSSCG00000024413 ENSOARG00000018196
ENSSSCG00000024417 ENSOARG00000015375
ENSSSCG00000024418 ENSOARG00000003025
ENSSSCG00000024419 ENSOARG00000008201
ENSSSCG00000024419 ENSOARG00000008223
ENSSSCG00000024420 ENSOARG00000020459
ENSSSCG00000024424 ENSOARG00000009635
ENSSSCG00000024428 ENSOARG00000012579
ENSSSCG00000024429 ENSOARG00000019435
ENSSSCG00000024431 ENSOARG00000002327
ENSSSCG00000024439 ENSOARG00000009401
ENSSSCG00000024443 ENSOARG00000015649
ENSSSCG00000024444 ENSOARG00000016307
ENSSSCG00000024445 ENSOARG00000019618
ENSSSCG00000024453 ENSOARG00000015630
ENSSSCG00000024455 ENSOARG00000015601
ENSSSCG00000024463 ENSOARG00000005832
ENSSSCG00000024474 ENSOARG00000016989
ENSSSCG00000024476 ENSOARG00000002636
ENSSSCG00000024479 ENSOARG00000004626
ENSSSCG00000024480 ENSOARG00000013446
ENSSSCG00000024484 ENSOARG00000015832
ENSSSCG00000024484 ENSOARG00000015855
ENSSSCG00000024485 ENSOARG00000013712
ENSSSCG00000024486 ENSOARG00000003589
ENSSSCG00000024488 ENSOARG00000005920
ENSSSCG00000024492 ENSOARG00000008094
ENSSSCG00000024494 ENSOARG00000012813
ENSSSCG00000024494 ENSOARG00000012823
ENSSSCG00000024496 ENSOARG00000012858
ENSSSCG00000024497 ENSOARG00000000632
ENSSSCG00000024500 ENSOARG00000011901
ENSSSCG00000024513 ENSOARG00000004308
ENSSSCG00000024514 ENSOARG00000006542
ENSSSCG00000024517 ENSOARG00000006557
ENSSSCG00000024521 ENSOARG00000022625
ENSSSCG00000024529 ENSOARG00000021132
ENSSSCG00000024549 ENSOARG00000009454
ENSSSCG00000024550 ENSOARG00000005560
ENSSSCG00000024552 ENSOARG00000002857
ENSSSCG00000024555 ENSOARG00000007163
ENSSSCG00000024556 ENSOARG00000004497
ENSSSCG00000024562 ENSOARG00000004933
ENSSSCG00000024563 ENSOARG00000015916
ENSSSCG00000024564 ENSOARG00000020639
ENSSSCG00000024567 ENSOARG00000001713
ENSSSCG00000024568 ENSOARG00000007615
ENSSSCG00000024568 ENSOARG00000008432
ENSSSCG00000024568 ENSOARG00000008445
ENSSSCG00000024569 ENSOARG00000007651
ENSSSCG00000024570 ENSOARG00000008388
ENSSSCG00000024573 ENSOARG00000019223
ENSSSCG00000024578 ENSOARG00000010885
ENSSSCG00000024584 ENSOARG00000013274
ENSSSCG00000024588 ENSOARG00000013345
ENSSSCG00000024591 ENSOARG00000007763
ENSSSCG00000024592 ENSOARG00000013568
ENSSSCG00000024596 ENSOARG00000014103
ENSSSCG00000024598 ENSOARG00000009317
ENSSSCG00000024604 ENSOARG00000012395
ENSSSCG00000024610 ENSOARG00000016836
ENSSSCG00000024613 ENSOARG00000010375
ENSSSCG00000024614 ENSOARG00000012903
ENSSSCG00000024618 ENSOARG00000015816
ENSSSCG00000024621 ENSOARG00000015796
ENSSSCG00000024622 ENSOARG00000003308
ENSSSCG00000024623 ENSOARG00000016027
ENSSSCG00000024626 ENSOARG00000017572
ENSSSCG00000024628 ENSOARG00000010464
ENSSSCG00000024633 ENSOARG00000015535
ENSSSCG00000024634 ENSOARG00000010420
ENSSSCG00000024635 ENSOARG00000010471
ENSSSCG00000024636 ENSOARG00000012977
ENSSSCG00000024648 ENSOARG00000006319
ENSSSCG00000024655 ENSOARG00000005015
ENSSSCG00000024657 ENSOARG00000022497
ENSSSCG00000024657 ENSOARG00000024112
ENSSSCG00000024657 ENSOARG00000024243
ENSSSCG00000024657 ENSOARG00000024355
ENSSSCG00000024660 ENSOARG00000019639
ENSSSCG00000024661 ENSOARG00000001127
ENSSSCG00000024663 ENSOARG00000019412
ENSSSCG00000024665 ENSOARG00000005358
ENSSSCG00000024666 ENSOARG00000004696
ENSSSCG00000024667 ENSOARG00000013561
ENSSSCG00000024668 ENSOARG00000014213
ENSSSCG00000024669 ENSOARG00000009799
ENSSSCG00000024671 ENSOARG00000006590
ENSSSCG00000024674 ENSOARG00000016598
ENSSSCG00000024675 ENSOARG00000023652
ENSSSCG00000024676 ENSOARG00000006637
ENSSSCG00000024678 ENSOARG00000016706
ENSSSCG00000024679 ENSOARG00000009004
ENSSSCG00000024681 ENSOARG00000006132
ENSSSCG00000024685 ENSOARG00000006222
ENSSSCG00000024687 ENSOARG00000014579
ENSSSCG00000024692 ENSOARG00000017736
ENSSSCG00000024693 ENSOARG00000016577
ENSSSCG00000024694 ENSOARG00000014879
ENSSSCG00000024696 ENSOARG00000018890
ENSSSCG00000024713 ENSOARG00000024524
ENSSSCG00000024714 ENSOARG00000000690
ENSSSCG00000024718 ENSOARG00000019401
ENSSSCG00000024722 ENSOARG00000015416
ENSSSCG00000024725 ENSOARG00000019592
ENSSSCG00000024736 ENSOARG00000014152
ENSSSCG00000024747 ENSOARG00000021458
ENSSSCG00000024748 ENSOARG00000013107
ENSSSCG00000024750 ENSOARG00000003135
ENSSSCG00000024752 ENSOARG00000010442
ENSSSCG00000024754 ENSOARG00000006163
ENSSSCG00000024756 ENSOARG00000014024
ENSSSCG00000024761 ENSOARG00000009409
ENSSSCG00000024763 ENSOARG00000007196
ENSSSCG00000024765 ENSOARG00000008753
ENSSSCG00000024770 ENSOARG00000008197
ENSSSCG00000024771 ENSOARG00000008707
ENSSSCG00000024776 ENSOARG00000000211
ENSSSCG00000024776 ENSOARG00000006020
ENSSSCG00000024776 ENSOARG00000017484
ENSSSCG00000024776 ENSOARG00000019701
ENSSSCG00000024777 ENSOARG00000018722
ENSSSCG00000024780 ENSOARG00000014883
ENSSSCG00000024781 ENSOARG00000019681
ENSSSCG00000024784 ENSOARG00000017449
ENSSSCG00000024787 ENSOARG00000006668
ENSSSCG00000024788 ENSOARG00000020469
ENSSSCG00000024789 ENSOARG00000015645
ENSSSCG00000024791 ENSOARG00000017909
ENSSSCG00000024793 ENSOARG00000012420
ENSSSCG00000024794 ENSOARG00000012143
ENSSSCG00000024800 ENSOARG00000006798
ENSSSCG00000024802 ENSOARG00000009920
ENSSSCG00000024809 ENSOARG00000010254
ENSSSCG00000024810 ENSOARG00000004053
ENSSSCG00000024813 ENSOARG00000013329
ENSSSCG00000024814 ENSOARG00000005886
ENSSSCG00000024818 ENSOARG00000006575
ENSSSCG00000024823 ENSOARG00000002041
ENSSSCG00000024823 ENSOARG00000013207
ENSSSCG00000024827 ENSOARG00000000267
ENSSSCG00000024827 ENSOARG00000006803
ENSSSCG00000024837 ENSOARG00000009029
ENSSSCG00000024841 ENSOARG00000011492
ENSSSCG00000024860 ENSOARG00000014812
ENSSSCG00000024864 ENSOARG00000019420
ENSSSCG00000024867 ENSOARG00000010964
ENSSSCG00000024872 ENSOARG00000013410
ENSSSCG00000024876 ENSOARG00000004392
ENSSSCG00000024881 ENSOARG00000017370
ENSSSCG00000024892 ENSOARG00000007506
ENSSSCG00000024895 ENSOARG00000013836
ENSSSCG00000024900 ENSOARG00000016459
ENSSSCG00000024904 ENSOARG00000020182
ENSSSCG00000024911 ENSOARG00000018341
ENSSSCG00000024912 ENSOARG00000015927
ENSSSCG00000024913 ENSOARG00000011905
ENSSSCG00000024914 ENSOARG00000002951
ENSSSCG00000024916 ENSOARG00000003508
ENSSSCG00000024926 ENSOARG00000010137
ENSSSCG00000024927 ENSOARG00000003303
ENSSSCG00000024932 ENSOARG00000005645
ENSSSCG00000024932 ENSOARG00000017904
ENSSSCG00000024933 ENSOARG00000002861
ENSSSCG00000024938 ENSOARG00000015031
ENSSSCG00000024950 ENSOARG00000016323
ENSSSCG00000024954 ENSOARG00000001851
ENSSSCG00000024956 ENSOARG00000003995
ENSSSCG00000024958 ENSOARG00000009115
ENSSSCG00000024960 ENSOARG00000006586
ENSSSCG00000024966 ENSOARG00000003362
ENSSSCG00000024970 ENSOARG00000006704
ENSSSCG00000024972 ENSOARG00000000596
ENSSSCG00000024972 ENSOARG00000014827
ENSSSCG00000024973 ENSOARG00000002372
ENSSSCG00000024975 ENSOARG00000015980
ENSSSCG00000024977 ENSOARG00000018472
ENSSSCG00000024983 ENSOARG00000020910
ENSSSCG00000024990 ENSOARG00000002920
ENSSSCG00000024998 ENSOARG00000018746
ENSSSCG00000024999 ENSOARG00000018505
ENSSSCG00000025000 ENSOARG00000001053
ENSSSCG00000025005 ENSOARG00000006302
ENSSSCG00000025007 ENSOARG00000019804
ENSSSCG00000025010 ENSOARG00000013516
ENSSSCG00000025013 ENSOARG00000021121
ENSSSCG00000025023 ENSOARG00000008384
ENSSSCG00000025027 ENSOARG00000005201
ENSSSCG00000025028 ENSOARG00000013797
ENSSSCG00000025034 ENSOARG00000002094
ENSSSCG00000025038 ENSOARG00000019359
ENSSSCG00000025042 ENSOARG00000018331
ENSSSCG00000025049 ENSOARG00000002042
ENSSSCG00000025052 ENSOARG00000005740
ENSSSCG00000025053 ENSOARG00000009588
ENSSSCG00000025060 ENSOARG00000017330
ENSSSCG00000025071 ENSOARG00000016780
ENSSSCG00000025072 ENSOARG00000004922
ENSSSCG00000025078 ENSOARG00000000964
ENSSSCG00000025085 ENSOARG00000012107
ENSSSCG00000025087 ENSOARG00000016594
ENSSSCG00000025092 ENSOARG00000002522
ENSSSCG00000025096 ENSOARG00000016636
ENSSSCG00000025097 ENSOARG00000007510
ENSSSCG00000025106 ENSOARG00000020762
ENSSSCG00000025107 ENSOARG00000020125
ENSSSCG00000025108 ENSOARG00000004237
ENSSSCG00000025109 ENSOARG00000006607
