gene_ID_ssc	gene_ID_oar	homology_type
ENSSSCG00000028443	ENSOARG00000004520	ortholog_many2many
ENSSSCG00000028443	ENSOARG00000001413	ortholog_many2many
ENSSSCG00000028443	ENSOARG00000004457	ortholog_many2many
ENSSSCG00000005194	ENSOARG00000013755	ortholog_one2one
ENSSSCG00000005749	ENSOARG00000002692	ortholog_one2one
ENSSSCG00000033189	ENSOARG00000012025	ortholog_one2one
ENSSSCG00000031429	ENSOARG00000006660	ortholog_one2one
ENSSSCG00000004653	ENSOARG00000021008	ortholog_one2one
ENSSSCG00000024028	ENSOARG00000009043	ortholog_one2one
ENSSSCG00000001419	ENSOARG00000003992	ortholog_one2one
ENSSSCG00000024596	ENSOARG00000014103	ortholog_one2one
ENSSSCG00000000791	ENSOARG00000019839	ortholog_one2one
ENSSSCG00000016315	ENSOARG00000019162	ortholog_one2one
ENSSSCG00000024912	ENSOARG00000015927	ortholog_one2one
ENSSSCG00000023584	ENSOARG00000017970	ortholog_one2one
ENSSSCG00000030673	ENSOARG00000011166	ortholog_one2one
ENSSSCG00000001982	ENSOARG00000004520	ortholog_many2many
ENSSSCG00000001982	ENSOARG00000001413	ortholog_many2many
ENSSSCG00000001982	ENSOARG00000004457	ortholog_many2many
ENSSSCG00000010628	ENSOARG00000010558	ortholog_one2one
ENSSSCG00000006296	ENSOARG00000009371	ortholog_one2one
ENSSSCG00000039166	ENSOARG00000004543	ortholog_one2one
ENSSSCG00000029596	ENSOARG00000017860	ortholog_one2one
ENSSSCG00000022649	ENSOARG00000014253	ortholog_one2one
ENSSSCG00000015907	ENSOARG00000005138	ortholog_one2one
ENSSSCG00000001983	ENSOARG00000019051	ortholog_one2one
ENSSSCG00000027529	ENSOARG00000006491	ortholog_one2one
ENSSSCG00000001420	ENSOARG00000003417	ortholog_one2one
ENSSSCG00000031701	ENSOARG00000019820	ortholog_one2one
ENSSSCG00000011811	ENSOARG00000020484	ortholog_one2one
ENSSSCG00000011482	ENSOARG00000011949	ortholog_one2one
ENSSSCG00000004657	ENSOARG00000021014	ortholog_one2one
ENSSSCG00000034293	ENSOARG00000025194	ortholog_one2one
ENSSSCG00000038220	ENSOARG00000002366	ortholog_one2one
ENSSSCG00000001984	ENSOARG00000019058	ortholog_one2one
ENSSSCG00000035937	ENSOARG00000009230	ortholog_one2one
ENSSSCG00000032749	ENSOARG00000014358	ortholog_one2one
ENSSSCG00000003819	ENSOARG00000009450	ortholog_one2one
ENSSSCG00000001985	ENSOARG00000019063	ortholog_one2one
ENSSSCG00000031170	ENSOARG00000006266	ortholog_one2one
ENSSSCG00000009566	ENSOARG00000008646	ortholog_one2one
ENSSSCG00000006298	ENSOARG00000009179	ortholog_one2many
ENSSSCG00000006298	ENSOARG00000009100	ortholog_one2many
ENSSSCG00000031775	ENSOARG00000019803	ortholog_one2one
ENSSSCG00000010631	ENSOARG00000010969	ortholog_one2one
ENSSSCG00000035876	ENSOARG00000004631	ortholog_one2one
ENSSSCG00000015908	ENSOARG00000005011	ortholog_one2one
ENSSSCG00000010151	ENSOARG00000003571	ortholog_one2one
ENSSSCG00000034692	ENSOARG00000019157	ortholog_one2one
ENSSSCG00000014982	ENSOARG00000006119	ortholog_one2one
ENSSSCG00000003820	ENSOARG00000009203	ortholog_one2one
ENSSSCG00000032473	ENSOARG00000019074	ortholog_one2one
ENSSSCG00000010632	ENSOARG00000011521	ortholog_one2one
ENSSSCG00000036125	ENSOARG00000014523	ortholog_one2one
ENSSSCG00000006299	ENSOARG00000012617	ortholog_one2one
ENSSSCG00000011812	ENSOARG00000020481	ortholog_one2one
ENSSSCG00000002877	ENSOARG00000004622	ortholog_one2one
ENSSSCG00000009567	ENSOARG00000000762	ortholog_one2one
ENSSSCG00000031617	ENSOARG00000012527	ortholog_one2one
ENSSSCG00000014983	ENSOARG00000005986	ortholog_one2one
ENSSSCG00000003821	ENSOARG00000009108	ortholog_one2one
ENSSSCG00000036886	ENSOARG00000004652	ortholog_one2one
ENSSSCG00000031789	ENSOARG00000011792	ortholog_one2one
ENSSSCG00000005751	ENSOARG00000002129	ortholog_one2one
ENSSSCG00000001986	ENSOARG00000019084	ortholog_one2one
ENSSSCG00000006301	ENSOARG00000012519	ortholog_one2one
ENSSSCG00000000793	ENSOARG00000019755	ortholog_one2one
ENSSSCG00000004658	ENSOARG00000021018	ortholog_one2one
ENSSSCG00000009646	ENSOARG00000009977	ortholog_one2one
ENSSSCG00000014984	ENSOARG00000005607	ortholog_one2one
ENSSSCG00000025592	ENSOARG00000020478	ortholog_one2one
ENSSSCG00000016317	ENSOARG00000019132	ortholog_one2one
ENSSSCG00000020899	ENSOARG00000008876	ortholog_one2one
ENSSSCG00000006302	ENSOARG00000012502	ortholog_one2one
ENSSSCG00000029675	ENSOARG00000005480	ortholog_one2one
ENSSSCG00000005196	ENSOARG00000013719	ortholog_one2one
ENSSSCG00000010635	ENSOARG00000012114	ortholog_one2one
ENSSSCG00000034066	ENSOARG00000000782	ortholog_one2many
ENSSSCG00000034066	ENSOARG00000004530	ortholog_one2many
ENSSSCG00000034066	ENSOARG00000019797	ortholog_one2many
ENSSSCG00000024914	ENSOARG00000002951	ortholog_one2one
ENSSSCG00000024204	ENSOARG00000004852	ortholog_one2one
ENSSSCG00000014985	ENSOARG00000005084	ortholog_one2one
ENSSSCG00000001987	ENSOARG00000019090	ortholog_one2one
ENSSSCG00000034491	ENSOARG00000019738	ortholog_one2one
ENSSSCG00000016319	ENSOARG00000019128	ortholog_one2one
ENSSSCG00000032968	ENSOARG00000012244	ortholog_one2one
ENSSSCG00000024679	ENSOARG00000009004	ortholog_one2one
ENSSSCG00000006303	ENSOARG00000012425	ortholog_one2one
ENSSSCG00000029943	ENSOARG00000014865	ortholog_one2one
ENSSSCG00000016318	ENSOARG00000019126	ortholog_one2one
ENSSSCG00000029414	ENSOARG00000002004	ortholog_one2one
ENSSSCG00000009645	ENSOARG00000010002	ortholog_one2one
ENSSSCG00000039793	ENSOARG00000008998	ortholog_one2one
ENSSSCG00000001988	ENSOARG00000019102	ortholog_one2one
ENSSSCG00000014987	ENSOARG00000004930	ortholog_one2one
ENSSSCG00000032141	ENSOARG00000021021	ortholog_one2many
ENSSSCG00000032141	ENSOARG00000019299	ortholog_one2many
ENSSSCG00000032141	ENSOARG00000019814	ortholog_one2many
ENSSSCG00000011813	ENSOARG00000020475	ortholog_one2one
ENSSSCG00000015913	ENSOARG00000004675	ortholog_one2one
ENSSSCG00000016321	ENSOARG00000019119	ortholog_one2one
ENSSSCG00000011485	ENSOARG00000011877	ortholog_one2many
ENSSSCG00000011485	ENSOARG00000011822	ortholog_one2many
ENSSSCG00000010638	ENSOARG00000012352	ortholog_one2one
ENSSSCG00000016322	ENSOARG00000000304	ortholog_one2one
ENSSSCG00000017137	ENSOARG00000015857	ortholog_one2one
ENSSSCG00000014988	ENSOARG00000004790	ortholog_one2one
ENSSSCG00000005198	ENSOARG00000013702	ortholog_one2one
ENSSSCG00000033692	ENSOARG00000003507	ortholog_one2one
ENSSSCG00000029715	ENSOARG00000001985	ortholog_one2one
ENSSSCG00000027911	ENSOARG00000019112	ortholog_one2one
ENSSSCG00000006304	ENSOARG00000012394	ortholog_one2one
ENSSSCG00000016323	ENSOARG00000019114	ortholog_one2one
ENSSSCG00000040904	ENSOARG00000020472	ortholog_one2one
ENSSSCG00000014554	ENSOARG00000009206	ortholog_one2one
ENSSSCG00000027229	ENSOARG00000015890	ortholog_one2one
ENSSSCG00000004659	ENSOARG00000021024	ortholog_one2one
ENSSSCG00000009649	ENSOARG00000009942	ortholog_one2one
ENSSSCG00000024788	ENSOARG00000020469	ortholog_one2one
ENSSSCG00000014989	ENSOARG00000004559	ortholog_one2one
ENSSSCG00000011486	ENSOARG00000011801	ortholog_one2one
ENSSSCG00000038861	ENSOARG00000008955	ortholog_one2one
ENSSSCG00000001989	ENSOARG00000019116	ortholog_one2one
ENSSSCG00000022341	ENSOARG00000020467	ortholog_one2one
ENSSSCG00000001423	ENSOARG00000002616	ortholog_one2one
ENSSSCG00000014555	ENSOARG00000009074	ortholog_one2one
ENSSSCG00000006305	ENSOARG00000012286	ortholog_one2one
ENSSSCG00000005199	ENSOARG00000013672	ortholog_one2one
ENSSSCG00000009071	ENSOARG00000015126	ortholog_one2one
ENSSSCG00000015914	ENSOARG00000004467	ortholog_one2one
ENSSSCG00000011487	ENSOARG00000011770	ortholog_one2one
ENSSSCG00000014556	ENSOARG00000009034	ortholog_one2one
ENSSSCG00000017136	ENSOARG00000016006	ortholog_one2one
ENSSSCG00000040204	ENSOARG00000000930	ortholog_one2one
ENSSSCG00000001990	ENSOARG00000019127	ortholog_one2one
ENSSSCG00000034844	ENSOARG00000003496	ortholog_one2one
ENSSSCG00000014557	ENSOARG00000008894	ortholog_one2one
ENSSSCG00000009650	ENSOARG00000009918	ortholog_one2one
ENSSSCG00000000795	ENSOARG00000019717	ortholog_one2one
ENSSSCG00000021206	ENSOARG00000020462	ortholog_one2one
ENSSSCG00000010639	ENSOARG00000012554	ortholog_one2one
ENSSSCG00000043164	ENSOARG00000003031	ortholog_one2many
ENSSSCG00000006306	ENSOARG00000012200	ortholog_one2one
ENSSSCG00000001991	ENSOARG00000019131	ortholog_one2one
ENSSSCG00000017131	ENSOARG00000016194	ortholog_one2one
ENSSSCG00000004661	ENSOARG00000021027	ortholog_one2one
ENSSSCG00000005201	ENSOARG00000013648	ortholog_one2one
ENSSSCG00000031680	ENSOARG00000003489	ortholog_one2one
ENSSSCG00000009072	ENSOARG00000015225	ortholog_one2one
ENSSSCG00000033937	ENSOARG00000003665	ortholog_one2one
ENSSSCG00000001424	ENSOARG00000002411	ortholog_one2many
ENSSSCG00000001424	ENSOARG00000001720	ortholog_one2many
ENSSSCG00000009651	ENSOARG00000009889	ortholog_one2one
ENSSSCG00000024420	ENSOARG00000020459	ortholog_one2one
ENSSSCG00000017134	ENSOARG00000016300	ortholog_one2one
ENSSSCG00000015917	ENSOARG00000004431	ortholog_one2one
ENSSSCG00000010640	ENSOARG00000012744	ortholog_one2one
ENSSSCG00000009652	ENSOARG00000009874	ortholog_one2one
ENSSSCG00000031478	ENSOARG00000020456	ortholog_one2one
ENSSSCG00000010156	ENSOARG00000003481	ortholog_one2one
ENSSSCG00000009653	ENSOARG00000009851	ortholog_one2one
ENSSSCG00000033951	ENSOARG00000020453	ortholog_one2one
ENSSSCG00000004662	ENSOARG00000021029	ortholog_one2one
ENSSSCG00000014558	ENSOARG00000008832	ortholog_one2one
ENSSSCG00000027331	ENSOARG00000019080	ortholog_one2one
ENSSSCG00000021136	ENSOARG00000008565	ortholog_one2one
ENSSSCG00000001425	ENSOARG00000002332	ortholog_one2one
ENSSSCG00000017133	ENSOARG00000016327	ortholog_one2one
ENSSSCG00000006308	ENSOARG00000012173	ortholog_one2one
ENSSSCG00000023243	ENSOARG00000008860	ortholog_one2one
ENSSSCG00000005203	ENSOARG00000013628	ortholog_one2one
ENSSSCG00000010158	ENSOARG00000003459	ortholog_one2one
ENSSSCG00000034351	ENSOARG00000019658	ortholog_one2one
ENSSSCG00000009655	ENSOARG00000009825	ortholog_one2one
ENSSSCG00000032408	ENSOARG00000012852	ortholog_one2one
ENSSSCG00000001426	ENSOARG00000002040	ortholog_one2one
ENSSSCG00000014994	ENSOARG00000003293	ortholog_one2one
ENSSSCG00000006309	ENSOARG00000012086	ortholog_one2one
ENSSSCG00000034754	ENSOARG00000013175	ortholog_one2one
ENSSSCG00000036423	ENSOARG00000020450	ortholog_one2one
ENSSSCG00000005205	ENSOARG00000013600	ortholog_one2one
ENSSSCG00000038132	ENSOARG00000017793	ortholog_one2one
ENSSSCG00000034280	ENSOARG00000015300	ortholog_one2one
ENSSSCG00000017125	ENSOARG00000016414	ortholog_one2one
ENSSSCG00000014995	ENSOARG00000016917	ortholog_one2one
ENSSSCG00000011489	ENSOARG00000011671	ortholog_one2one
ENSSSCG00000001427	ENSOARG00000001568	ortholog_one2many
ENSSSCG00000001427	ENSOARG00000001755	ortholog_one2many
ENSSSCG00000001427	ENSOARG00000002722	ortholog_one2many
ENSSSCG00000001427	ENSOARG00000001878	ortholog_one2many
ENSSSCG00000010644	ENSOARG00000013383	ortholog_one2one
ENSSSCG00000014559	ENSOARG00000008674	ortholog_one2one
ENSSSCG00000005206	ENSOARG00000013585	ortholog_one2one
ENSSSCG00000017126	ENSOARG00000016487	ortholog_one2one
ENSSSCG00000010160	ENSOARG00000003434	ortholog_one2one
ENSSSCG00000010645	ENSOARG00000013687	ortholog_one2one
ENSSSCG00000000800	ENSOARG00000019691	ortholog_one2one
ENSSSCG00000022496	ENSOARG00000004301	ortholog_one2one
ENSSSCG00000006310	ENSOARG00000012010	ortholog_one2one
ENSSSCG00000003823	ENSOARG00000008830	ortholog_one2one
ENSSSCG00000005207	ENSOARG00000013572	ortholog_one2one
ENSSSCG00000000799	ENSOARG00000019678	ortholog_one2one
ENSSSCG00000009657	ENSOARG00000009802	ortholog_one2one
ENSSSCG00000010648	ENSOARG00000013882	ortholog_one2one
ENSSSCG00000014561	ENSOARG00000008544	ortholog_one2one
ENSSSCG00000017127	ENSOARG00000016516	ortholog_one2one
ENSSSCG00000010161	ENSOARG00000003420	ortholog_one2one
ENSSSCG00000032849	ENSOARG00000001940	ortholog_one2many
ENSSSCG00000032849	ENSOARG00000019048	ortholog_one2many
ENSSSCG00000032849	ENSOARG00000002886	ortholog_one2many
ENSSSCG00000014997	ENSOARG00000003068	ortholog_one2one
ENSSSCG00000004663	ENSOARG00000021032	ortholog_one2one
ENSSSCG00000038584	ENSOARG00000020443	ortholog_one2one
ENSSSCG00000025023	ENSOARG00000008384	ortholog_one2one
ENSSSCG00000009658	ENSOARG00000000441	ortholog_one2many
ENSSSCG00000009658	ENSOARG00000019471	ortholog_one2many
ENSSSCG00000009658	ENSOARG00000004115	ortholog_one2many
ENSSSCG00000009658	ENSOARG00000009786	ortholog_one2many
ENSSSCG00000009658	ENSOARG00000018188	ortholog_one2many
ENSSSCG00000009658	ENSOARG00000009873	ortholog_one2many
ENSSSCG00000010162	ENSOARG00000003415	ortholog_one2one
ENSSSCG00000036981	ENSOARG00000019023	ortholog_one2one
ENSSSCG00000032715	ENSOARG00000004285	ortholog_one2one
ENSSSCG00000011819	ENSOARG00000020441	ortholog_one2one
ENSSSCG00000040278	ENSOARG00000008229	ortholog_one2one
ENSSSCG00000023611	ENSOARG00000001254	ortholog_one2one
ENSSSCG00000032436	ENSOARG00000008178	ortholog_one2many
ENSSSCG00000032436	ENSOARG00000008115	ortholog_one2many
ENSSSCG00000009659	ENSOARG00000008139	ortholog_one2one
ENSSSCG00000005208	ENSOARG00000013544	ortholog_one2one
ENSSSCG00000016328	ENSOARG00000019019	ortholog_one2one
ENSSSCG00000010163	ENSOARG00000003401	ortholog_one2one
ENSSSCG00000009074	ENSOARG00000017545	ortholog_one2many
ENSSSCG00000009074	ENSOARG00000015500	ortholog_one2many
ENSSSCG00000036094	ENSOARG00000020440	ortholog_one2one
ENSSSCG00000000798	ENSOARG00000019661	ortholog_one2one
ENSSSCG00000010164	ENSOARG00000003390	ortholog_one2one
ENSSSCG00000006311	ENSOARG00000011991	ortholog_one2one
ENSSSCG00000026260	ENSOARG00000020438	ortholog_one2one
ENSSSCG00000003825	ENSOARG00000008735	ortholog_one2many
ENSSSCG00000003825	ENSOARG00000008610	ortholog_one2many
ENSSSCG00000003825	ENSOARG00000008702	ortholog_one2many
ENSSSCG00000027617	ENSOARG00000011630	ortholog_one2one
ENSSSCG00000006312	ENSOARG00000011969	ortholog_one2one
ENSSSCG00000010165	ENSOARG00000003366	ortholog_one2one
ENSSSCG00000015923	ENSOARG00000004206	ortholog_one2one
ENSSSCG00000001430	ENSOARG00000000927	ortholog_one2one
ENSSSCG00000009075	ENSOARG00000015603	ortholog_one2one
ENSSSCG00000011492	ENSOARG00000011623	ortholog_one2one
ENSSSCG00000015924	ENSOARG00000004104	ortholog_one2one
ENSSSCG00000001431	ENSOARG00000008782	ortholog_one2one
ENSSSCG00000006316	ENSOARG00000011888	ortholog_one2one
ENSSSCG00000030130	ENSOARG00000009770	ortholog_one2one
ENSSSCG00000011490	ENSOARG00000011439	ortholog_one2one
ENSSSCG00000024403	ENSOARG00000000847	ortholog_one2one
ENSSSCG00000011821	ENSOARG00000020433	ortholog_one2one
ENSSSCG00000015925	ENSOARG00000004085	ortholog_one2one
ENSSSCG00000032561	ENSOARG00000013525	ortholog_one2one
ENSSSCG00000016330	ENSOARG00000019011	ortholog_one2one
ENSSSCG00000010166	ENSOARG00000003337	ortholog_one2one
ENSSSCG00000001433	ENSOARG00000000779	ortholog_one2one
ENSSSCG00000000801	ENSOARG00000019645	ortholog_one2one
ENSSSCG00000005211	ENSOARG00000013509	ortholog_one2one
ENSSSCG00000005212	ENSOARG00000013500	ortholog_one2one
ENSSSCG00000001434	ENSOARG00000017444	ortholog_one2one
ENSSSCG00000011491	ENSOARG00000011396	ortholog_one2one
ENSSSCG00000033780	ENSOARG00000008033	ortholog_one2one
ENSSSCG00000009661	ENSOARG00000009752	ortholog_one2one
ENSSSCG00000004666	ENSOARG00000021037	ortholog_one2one
ENSSSCG00000035124	ENSOARG00000011878	ortholog_one2one
ENSSSCG00000011493	ENSOARG00000011371	ortholog_one2one
ENSSSCG00000001435	ENSOARG00000000536	ortholog_one2one
ENSSSCG00000005214	ENSOARG00000013492	ortholog_one2one
ENSSSCG00000000802	ENSOARG00000019622	ortholog_one2one
ENSSSCG00000010169	ENSOARG00000003327	ortholog_one2one
ENSSSCG00000011494	ENSOARG00000011302	ortholog_one2one
ENSSSCG00000037384	ENSOARG00000021039	ortholog_one2one
ENSSSCG00000030565	ENSOARG00000002844	ortholog_one2one
ENSSSCG00000027302	ENSOARG00000007888	ortholog_one2one
ENSSSCG00000009662	ENSOARG00000009739	ortholog_one2one
ENSSSCG00000016332	ENSOARG00000019000	ortholog_one2one
ENSSSCG00000001436	ENSOARG00000000501	ortholog_one2one
ENSSSCG00000009077	ENSOARG00000015691	ortholog_one2one
ENSSSCG00000004668	ENSOARG00000021040	ortholog_one2one
ENSSSCG00000015926	ENSOARG00000004000	ortholog_one2one
ENSSSCG00000016331	ENSOARG00000018990	ortholog_one2one
ENSSSCG00000005215	ENSOARG00000013480	ortholog_one2one
ENSSSCG00000026833	ENSOARG00000002713	ortholog_one2one
ENSSSCG00000003828	ENSOARG00000008488	ortholog_one2one
ENSSSCG00000006318	ENSOARG00000011859	ortholog_one2one
ENSSSCG00000024389	ENSOARG00000007476	ortholog_one2one
ENSSSCG00000011822	ENSOARG00000020426	ortholog_one2one
ENSSSCG00000004670	ENSOARG00000021041	ortholog_one2one
ENSSSCG00000033325	ENSOARG00000009726	ortholog_one2one
ENSSSCG00000006319	ENSOARG00000011793	ortholog_one2one
ENSSSCG00000014999	ENSOARG00000002667	ortholog_one2one
ENSSSCG00000011495	ENSOARG00000011277	ortholog_one2one
ENSSSCG00000035938	ENSOARG00000019598	ortholog_one2one
ENSSSCG00000001437	ENSOARG00000000355	ortholog_one2one
ENSSSCG00000024569	ENSOARG00000007651	ortholog_one2one
ENSSSCG00000004671	ENSOARG00000021043	ortholog_one2one
ENSSSCG00000006320	ENSOARG00000011714	ortholog_one2one
ENSSSCG00000027723	ENSOARG00000018948	ortholog_one2many
ENSSSCG00000027723	ENSOARG00000013166	ortholog_one2many
ENSSSCG00000010170	ENSOARG00000003291	ortholog_one2one
ENSSSCG00000014998	ENSOARG00000002602	ortholog_one2one
ENSSSCG00000009664	ENSOARG00000009699	ortholog_one2one
ENSSSCG00000011496	ENSOARG00000010962	ortholog_one2one
ENSSSCG00000005217	ENSOARG00000013463	ortholog_one2one
ENSSSCG00000037427	ENSOARG00000002113	ortholog_one2many
ENSSSCG00000037427	ENSOARG00000007453	ortholog_one2many
ENSSSCG00000004672	ENSOARG00000021045	ortholog_one2one
ENSSSCG00000001438	ENSOARG00000000135	ortholog_one2one
ENSSSCG00000028201	ENSOARG00000010043	ortholog_one2one
ENSSSCG00000003830	ENSOARG00000008464	ortholog_one2one
ENSSSCG00000009078	ENSOARG00000016119	ortholog_one2one
ENSSSCG00000023595	ENSOARG00000013449	ortholog_one2one
ENSSSCG00000004673	ENSOARG00000021046	ortholog_one2one
ENSSSCG00000032010	ENSOARG00000007409	ortholog_one2one
ENSSSCG00000009079	ENSOARG00000016297	ortholog_one2one
ENSSSCG00000001439	ENSOARG00000017546	ortholog_one2one
ENSSSCG00000031356	ENSOARG00000020422	ortholog_one2one
ENSSSCG00000016334	ENSOARG00000018940	ortholog_one2one
ENSSSCG00000005219	ENSOARG00000013437	ortholog_one2one
ENSSSCG00000024628	ENSOARG00000010464	ortholog_one2one
ENSSSCG00000009665	ENSOARG00000009676	ortholog_one2one
ENSSSCG00000006321	ENSOARG00000011624	ortholog_one2one
ENSSSCG00000015930	ENSOARG00000003872	ortholog_one2one
ENSSSCG00000004674	ENSOARG00000021048	ortholog_one2one
ENSSSCG00000001440	ENSOARG00000017704	ortholog_one2one
ENSSSCG00000031513	ENSOARG00000007365	ortholog_one2one
ENSSSCG00000039867	ENSOARG00000011602	ortholog_one2one
ENSSSCG00000003831	ENSOARG00000008359	ortholog_one2one
ENSSSCG00000000804	ENSOARG00000019578	ortholog_one2one
ENSSSCG00000016335	ENSOARG00000018902	ortholog_one2one
ENSSSCG00000005221	ENSOARG00000013411	ortholog_one2one
ENSSSCG00000001441	ENSOARG00000017541	ortholog_many2many
ENSSSCG00000001441	ENSOARG00000017380	ortholog_many2many
ENSSSCG00000030137	ENSOARG00000007058	ortholog_one2one
ENSSSCG00000026600	ENSOARG00000018860	ortholog_one2one
ENSSSCG00000015002	ENSOARG00000010653	ortholog_one2one
ENSSSCG00000037314	ENSOARG00000011526	ortholog_one2one
ENSSSCG00000040746	ENSOARG00000003592	ortholog_one2one
ENSSSCG00000030901	ENSOARG00000017541	ortholog_many2many
ENSSSCG00000030901	ENSOARG00000017380	ortholog_many2many
ENSSSCG00000005222	ENSOARG00000013399	ortholog_one2one
ENSSSCG00000011825	ENSOARG00000020416	ortholog_one2one
ENSSSCG00000006324	ENSOARG00000011512	ortholog_one2one
ENSSSCG00000012854	ENSOARG00000006993	ortholog_one2one
ENSSSCG00000022173	ENSOARG00000016961	ortholog_one2one
ENSSSCG00000015001	ENSOARG00000010786	ortholog_one2one
ENSSSCG00000004675	ENSOARG00000021051	ortholog_one2one
ENSSSCG00000011497	ENSOARG00000010733	ortholog_one2one
ENSSSCG00000031723	ENSOARG00000010863	ortholog_one2one
ENSSSCG00000029723	ENSOARG00000006765	ortholog_one2one
ENSSSCG00000006325	ENSOARG00000011493	ortholog_one2one
ENSSSCG00000030685	ENSOARG00000019554	ortholog_one2one
ENSSSCG00000009666	ENSOARG00000009659	ortholog_one2one
ENSSSCG00000001444	ENSOARG00000017293	ortholog_one2one
ENSSSCG00000016339	ENSOARG00000018827	ortholog_one2one
ENSSSCG00000003833	ENSOARG00000008224	ortholog_one2one
ENSSSCG00000012853	ENSOARG00000006626	ortholog_one2one
ENSSSCG00000015931	ENSOARG00000003388	ortholog_one2one
ENSSSCG00000006328	ENSOARG00000011401	ortholog_one2one
ENSSSCG00000009083	ENSOARG00000017093	ortholog_one2one
ENSSSCG00000004676	ENSOARG00000021055	ortholog_one2one
ENSSSCG00000005224	ENSOARG00000013378	ortholog_one2one
ENSSSCG00000012852	ENSOARG00000006446	ortholog_one2one
ENSSSCG00000029198	ENSOARG00000010875	ortholog_one2one
ENSSSCG00000029977	ENSOARG00000011413	ortholog_one2one
ENSSSCG00000009667	ENSOARG00000009639	ortholog_one2one
ENSSSCG00000011826	ENSOARG00000020411	ortholog_one2one
ENSSSCG00000011498	ENSOARG00000010656	ortholog_one2one
ENSSSCG00000006329	ENSOARG00000011324	ortholog_one2one
ENSSSCG00000000806	ENSOARG00000019530	ortholog_one2one
ENSSSCG00000004677	ENSOARG00000021053	ortholog_one2one
ENSSSCG00000030874	ENSOARG00000020052	ortholog_one2many
ENSSSCG00000015933	ENSOARG00000003284	ortholog_one2one
ENSSSCG00000026153	ENSOARG00000011112	ortholog_one2one
ENSSSCG00000012850	ENSOARG00000006285	ortholog_one2one
ENSSSCG00000003834	ENSOARG00000008121	ortholog_one2one
ENSSSCG00000009084	ENSOARG00000017222	ortholog_one2one
ENSSSCG00000009668	ENSOARG00000009612	ortholog_one2many
ENSSSCG00000009668	ENSOARG00000014790	ortholog_one2many
ENSSSCG00000011827	ENSOARG00000020403	ortholog_one2one
ENSSSCG00000005225	ENSOARG00000013361	ortholog_one2one
ENSSSCG00000033414	ENSOARG00000002071	ortholog_one2many
ENSSSCG00000016338	ENSOARG00000000583	ortholog_one2many
ENSSSCG00000016338	ENSOARG00000018820	ortholog_one2many
ENSSSCG00000011499	ENSOARG00000010549	ortholog_one2one
ENSSSCG00000009085	ENSOARG00000017455	ortholog_one2one
ENSSSCG00000020846	ENSOARG00000014811	ortholog_one2one
ENSSSCG00000026959	ENSOARG00000011428	ortholog_one2one
ENSSSCG00000003835	ENSOARG00000007993	ortholog_one2one
ENSSSCG00000012848	ENSOARG00000006143	ortholog_one2one
ENSSSCG00000035414	ENSOARG00000020396	ortholog_one2one
ENSSSCG00000027921	ENSOARG00000017101	ortholog_one2one
ENSSSCG00000004678	ENSOARG00000021057	ortholog_one2many
ENSSSCG00000004678	ENSOARG00000002283	ortholog_one2many
ENSSSCG00000024972	ENSOARG00000000596	ortholog_one2many
ENSSSCG00000024972	ENSOARG00000014827	ortholog_one2many
ENSSSCG00000031123	ENSOARG00000003174	ortholog_one2one
ENSSSCG00000025228	ENSOARG00000018779	ortholog_one2one
ENSSSCG00000006331	ENSOARG00000011306	ortholog_one2one
ENSSSCG00000011500	ENSOARG00000010459	ortholog_one2one
ENSSSCG00000039823	ENSOARG00000013349	ortholog_one2one
ENSSSCG00000009670	ENSOARG00000014845	ortholog_one2one
ENSSSCG00000005227	ENSOARG00000013337	ortholog_one2one
ENSSSCG00000001447	ENSOARG00000016896	ortholog_one2one
ENSSSCG00000038041	ENSOARG00000007877	ortholog_one2one
ENSSSCG00000005228	ENSOARG00000013319	ortholog_one2one
ENSSSCG00000012847	ENSOARG00000006093	ortholog_one2one
ENSSSCG00000034743	ENSOARG00000017596	ortholog_one2one
ENSSSCG00000015935	ENSOARG00000003082	ortholog_one2one
ENSSSCG00000025071	ENSOARG00000016780	ortholog_one2one
ENSSSCG00000000808	ENSOARG00000019480	ortholog_one2one
ENSSSCG00000012846	ENSOARG00000006062	ortholog_one2one
ENSSSCG00000015936	ENSOARG00000019650	ortholog_one2one
ENSSSCG00000006333	ENSOARG00000011189	ortholog_one2one
ENSSSCG00000011501	ENSOARG00000010433	ortholog_one2one
ENSSSCG00000009087	ENSOARG00000017881	ortholog_one2one
ENSSSCG00000004679	ENSOARG00000021059	ortholog_one2many
ENSSSCG00000004679	ENSOARG00000010054	ortholog_one2many
ENSSSCG00000012844	ENSOARG00000005859	ortholog_one2one
ENSSSCG00000025606	ENSOARG00000011894	ortholog_one2one
ENSSSCG00000031147	ENSOARG00000020394	ortholog_one2one
ENSSSCG00000015937	ENSOARG00000003017	ortholog_one2one
ENSSSCG00000024777	ENSOARG00000018722	ortholog_one2one
ENSSSCG00000036145	ENSOARG00000007851	ortholog_one2one
ENSSSCG00000037821	ENSOARG00000011110	ortholog_one2one
ENSSSCG00000026597	ENSOARG00000019457	ortholog_one2one
ENSSSCG00000015938	ENSOARG00000002906	ortholog_one2one
ENSSSCG00000009089	ENSOARG00000000116	ortholog_one2one
ENSSSCG00000012843	ENSOARG00000005691	ortholog_one2one
ENSSSCG00000004681	ENSOARG00000003808	ortholog_one2one
