junc_ratio	gene_id	circ_type	ssc_liver_1	ssc_liver_10	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_10	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9
14:122858995|122936073	ENSSSCG00000032968	exon	0.022	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.049	0.026	0.008	0.084	0.028	0.009	0.03	0.0
3:28428101|28428304	ENSSSCG00000007874	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.22	0.0	0.035	0.047	0.009	0.024	0.028	0.046	0.008	0.0
9:115783158|115806478	ENSSSCG00000015488	exon	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.545	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.162	0.217	0.074	0.188	0.14	0.222	0.0
13:132986164|132991254	ENSSSCG00000011833	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.106	0.421	0.0	0.115	0.051	0.056	0.0	0.0	0.018	0.0	0.0
7:98006621|98011462	ENSSSCG00000002372	exon	0.222	0.0	0.167	0.0	0.0	0.069	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.061	0.0	0.0	0.044	0.046	0.008
11:25317027|25328875	ENSSSCG00000029837	exon	0.068	0.75	1.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.029	0.0	0.0	0.02	0.0	0.0
10:32840622|32859397	ENSSSCG00000010987	exon	0.118	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.032	1.0	1.0	1.0	1.0	0.093	1.0	0.083	0.015
3:25241093|25242712	ENSSSCG00000034074	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.033	0.075	0.076	0.08	0.065	0.072	0.026	0.036
8:69649353|69654201	ENSSSCG00000008948	exon	1.0	0.0	1.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6:108204965|108208306	ENSSSCG00000003705	exon	0.189	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.008	0.0	0.0	0.016	0.0	0.0	0.0	0.0
7:98840582|98844301	ENSSSCG00000025984	exon	0.067	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.006	0.004	0.004	0.008	0.011	0.019	0.0	0.0
6:159755442|159764035	ENSSSCG00000003859	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.226	0.08	0.0	0.6	0.0	0.013	0.0	0.0	0.0	0.025	0.0	0.012	0.0
4:7094328|7098676	ENSSSCG00000030947	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.174	0.0	0.188	0.421	0.119	0.039	0.082	0.198	0.092	0.0
14:71327584|71358688	ENSSSCG00000029311	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	1.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:31872223|31885894	ENSSSCG00000009824	exon	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.061	1.0	0.0	0.0	1.0	0.556	0.099	0.0
15:106305149|106348475	ENSSSCG00000016115	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	1.0	0.226	1.0	0.118	1.0	0.047	1.0	1.0	0.031	0.051
6:145641251|145648732	ENSSSCG00000030423	exon	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.027	0.109	0.0	0.0	0.0	0.032	0.036	0.0	0.012	0.025	0.0	0.0	0.026	0.052	0.011	0.0
6:31774038|31776835	ENSSSCG00000032648	exon	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.48	0.028	0.039	0.02	0.0	1.0	0.007	0.0
2:69840324|69841770	ENSSSCG00000028512	exon	0.412	0.0	0.135	0.88	0.384	0.022	0.016	0.018	0.0	0.027	0.0	0.0	0.0	0.0	0.124	0.005	0.125	0.021	0.011	0.015	0.02	0.019	0.005	0.006
3:11777568|11782001	ENSSSCG00000007721	exon	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.007	0.0	0.0	0.024	0.0	0.0	0.0
3:80002515|80031336	ENSSSCG00000049122	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.048	0.027	0.024	0.13	0.1	0.056	0.0	0.0
9:99608497|99625342	ENSSSCG00000015405	exon	0.006	0.015	0.011	0.0	0.0	0.0	0.007	0.054	0.009	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7:98242045|98245392	ENSSSCG00000002378	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.128	0.031	0.125	0.0	0.071	0.029	0.031	0.034
12:40040143|40041188	ENSSSCG00000025796	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0
9:38263652|38283820	ENSSSCG00000015013	exon	0.0	0.013	0.011	0.0	0.027	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.008	0.0	0.0	0.038	0.026	0.003	0.0
12:59821853|59822490	ENSSSCG00000018045	exon	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.129	0.0	0.0	0.084	0.0	0.081	0.0	0.031	0.028	0.0	0.605	0.032	0.174	0.0	0.0
7:53108349|53110698	ENSSSCG00000001814	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.055	0.0	1.0	0.0	0.0	0.008	0.004	0.006	0.0	0.007
1:77203141|77206654	ENSSSCG00000025703	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.02
3:23090601|23102487	ENSSSCG00000030424	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.13	0.0	0.04	0.066	0.027	0.0	0.0	0.06
15:100781403|100790156	ENSSSCG00000016073	exon	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	1.0	0.0	0.588	0.074	0.158	0.316	1.0	0.267	0.042	0.0
12:43024038|43029509	ENSSSCG00000017744	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.392	0.0	0.0	0.276	0.022	0.177	0.0	0.043	0.0	0.0
4:95260476|95261309	ENSSSCG00000006546	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.591	0.0	0.0	0.082	0.0	0.172	0.211	0.057	0.0	0.0
14:919880|945397	ENSSSCG00000028033	exon	0.045	0.0	0.0	0.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.017	0.0
2:136907206|136940543	ENSSSCG00000014304	exon	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.02	0.0	0.19	0.12	0.022	0.086	0.02	0.07	0.02	0.026	0.033	0.095	0.0	0.021	0.033
1:189124504|189138606	ENSSSCG00000005082	exon	0.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.074	0.286	1.0	0.0	1.0	1.0	1.0	0.111	0.0	1.0	0.096	0.0
4:2784323|2810920	ENSSSCG00000038397	exon	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.04	1.0	1.0	0.0	0.0	0.0	0.0	0.88	1.0	0.75	0.261	0.6	1.0	0.933	1.0	0.0	0.0
15:59164161|59185795	ENSSSCG00000015857	exon	0.0	0.043	0.0	0.0	0.0	0.0	0.047	0.0	0.102	0.045	0.0	0.0	0.2	0.16	1.0	0.063	0.0	0.0	0.0	0.095	0.043	0.051	0.033	0.0
16:41104364|41104716	ENSSSCG00000031990	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.364	0.0	0.0	0.036	0.007	0.012	0.0	0.0
6:49284269|49302505	ENSSSCG00000030049	exon	0.061	0.0	0.009	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.027	0.001	0.005	0.007	0.006	0.003	0.0	0.0
8:65267575|65283360	ENSSSCG00000008921	exon	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.019	0.097	0.044	0.068	0.027	1.0	0.06	0.0	0.0
15:118367910|118392815	ENSSSCG00000016177	exon	0.05	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.026	0.008	0.01	0.012	0.0	0.008	0.008	0.0
2:65978292|65980624	ENSSSCG00000013742	exon	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.073	0.036	0.01	0.0	0.011	0.031	0.811	0.0	0.235	0.0	0.0	0.195	0.5	0.19	0.0	0.0
4:83990590|83996587	ENSSSCG00000006316	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.004	0.005	0.113	0.0	0.015	0.002	0.017	0.0
2:73280306|73281077	ENSSSCG00000027128	exon	0.012	0.0	0.017	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.033	0.378	0.0	0.047	0.07	0.04	0.024	0.035	0.051	0.0	0.148
9:37048731|37055819	ENSSSCG00000015011	exon	0.604	0.552	0.317	0.0	0.435	0.394	0.459	0.232	0.604	0.364	0.0	0.0	0.327	0.522	0.835	0.333	1.0	1.0	0.31	0.68	0.514	0.552	0.339	0.337
2:68380832|68384690	ENSSSCG00000048729,ENSSSCG00000022738	exon	0.117	0.035	0.0	0.018	0.04	0.0	0.017	0.008	0.022	0.022	0.0	0.0	0.0	0.0	0.421	0.0	0.0	0.0	0.069	0.0	0.0	0.056	0.0	0.0
3:71299639|71351013	ENSSSCG00000022708	exon	0.169	0.0	0.0	0.0	0.182	0.037	0.021	0.061	1.0	0.02	0.0	0.0	0.0	0.058	0.0	0.027	1.0	1.0	0.0	0.068	0.091	0.0	0.009	0.0
2:58836733|58838340	ENSSSCG00000025839	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.006	0.0	0.008	0.0	0.007	0.005	0.0	0.0
16:22524457|22528282	ENSSSCG00000016845	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.083	0.0	0.084	0.71	0.037	0.117	0.137	0.033	0.024	0.043	0.068	0.0	0.0
4:95613286|95653050	ENSSSCG00000038125	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.043
18:10281016|10318435	ENSSSCG00000016509	exon	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.023	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.063	0.0
3:100571483|100590814	ENSSSCG00000008470	exon	0.118	0.0	0.0	0.0	0.0	0.07	0.16	0.216	0.105	0.0	0.0	0.261	0.0	0.0	0.9	0.0	0.0	0.036	0.038	0.067	0.0	0.8	0.071	0.0
1:152818793|152833780	ENSSSCG00000032574	exon	0.0	0.0	0.667	0.0	1.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.904	0.23	0.627	0.462	0.378	0.333	0.283	0.329	0.092	0.199
3:73046115|73059202	ENSSSCG00000008339	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.04	0.0	0.004	0.005	0.014	0.004	0.0	0.0	0.0	0.0
5:96820581|96989143	ENSSSCG00000000934	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	1.0	0.069	0.0	1.0	0.0	1.0	0.0	0.0
1:241817442|241824281	ENSSSCG00000040634	exon	0.0	0.016	0.0	0.0	0.0	0.019	0.022	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.017	0.014	0.0	0.0	0.0
15:132659351|132697460	ENSSSCG00000022177	exon	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.008	0.0	0.0	0.308	0.005	0.0	0.118
7:90698518|90812049	ENSSSCG00000002285	exon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.6	0.0	0.057	0.087	0.108	0.571	0.0	0.0
1:145793906|145798752	ENSSSCG00000005787	exon	0.366	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.195	0.0	0.006	0.0	0.0	0.029	0.012	0.005	0.0	0.0
16:28106178|28113952	ENSSSCG00000016874	exon	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.003	1.0	0.0	0.005	0.004	0.008	1.0	0.0	0.0	0.0	0.0
3:72300370|72313890	ENSSSCG00000008332	exon	0.292	0.357	0.261	0.0	0.427	0.0	0.0	0.0	0.205	0.182	0.0	0.278	0.293	0.154	1.0	0.0	0.052	0.016	0.059	0.032	0.042	0.031	0.034	0.011
6:106705739|106737020	ENSSSCG00000003700	exon	0.0	0.182	0.25	0.327	0.0	0.0	0.0	0.0	0.231	0.0	0.0	0.024	1.0	0.012	0.256	0.0	0.035	0.0	0.021	0.0	1.0	0.0	0.0	0.0
9:44299155|44332021	ENSSSCG00000015071	exon	0.438	0.0	0.182	0.0	0.073	0.0	0.0	0.034	0.071	0.0	0.0	0.0	0.0	0.0	0.588	0.0	1.0	0.267	0.012	0.057	0.073	0.0	0.003	0.0
18:44873297|44890608	ENSSSCG00000016692	exon	0.0	0.0	0.013	0.065	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
8:132123346|132145167	ENSSSCG00000026655	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.467	0.069	1.0	0.385	1.0	1.0	0.072	0.258	0.0	0.0
12:14475484|14488093	ENSSSCG00000032176	exon	0.4	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.264	1.0	0.073	1.0	1.0	0.018	0.222	1.0	0.0	0.0
13:31538331|31543205	ENSSSCG00000011366	exon	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.006	0.0	0.018	0.0	0.032	0.0	0.003	0.0
14:55594527|55599982	ENSSSCG00000010151	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.17	0.0	0.0	0.0	0.361	0.269	0.927	0.018	0.405	0.303	0.292	0.0	0.394	0.0	0.0	0.08
9:46244047|46245174	ENSSSCG00000037439	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.04	0.0	0.005	0.019	0.019	0.022	0.022	0.015	0.009	0.0
12:40219546|40229983	ENSSSCG00000022196	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955	0.007	0.778	0.64	1.0	0.727	0.692	0.692	0.078	0.0
8:44713066|44722330	ENSSSCG00000008868	exon	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:106581109|106585361	ENSSSCG00000035347	exon	0.0	0.0	0.037	0.0	0.0	0.005	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9:33729669|33732436	ENSSSCG00000033937	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.002	0.022	0.005	0.004	0.0	0.014	0.0	0.0
12:37325452|37355669	ENSSSCG00000017676	exon	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.016	0.0	0.0	0.0	0.037	0.0	0.0
1:182538524|182542799	ENSSSCG00000005041	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.417	0.025	0.018	0.0	1.0	0.0	0.0	0.0
1:165996063|166058413	ENSSSCG00000004958	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.226
6:54464957|54465055	ENSSSCG00000038579	intron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0
2:114338109|114358238	ENSSSCG00000022845	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.021	0.008	0.034	0.151	0.039	0.037	0.0	0.0
2:84467241|84475173	ENSSSCG00000014081	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.013	0.034	0.075	0.019	0.014	0.006	0.0	0.0
4:125556186|125567874	ENSSSCG00000006912	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.865	0.0	1.0	0.092	0.308	0.032	0.0	0.182	0.0	0.0
8:130602052|130603903	ENSSSCG00000021712	exon	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.564	0.0	0.059	0.018	0.019	0.038	0.015	0.036	0.0	0.016
7:64831708|64841838	ENSSSCG00000001955	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.006	0.0	0.0	0.0	0.004	0.0	0.003
15:25204621|25214088	ENSSSCG00000015721	exon	0.053	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.379	0.0	0.009	0.047	0.006	0.0	0.016	0.02	0.0	0.0
18:24985702|25003037	ENSSSCG00000016613	exon	0.437	0.229	0.857	0.49	0.735	0.258	0.132	0.099	0.204	0.116	0.0	0.0	0.0	0.0	0.214	0.234	0.111	0.109	0.097	0.0	0.125	0.116	0.016	0.1
15:76192264|76216187	ENSSSCG00000015940	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.091	0.0	0.0	0.0	0.0	1.0	0.031	0.113	0.019	0.045	1.0	0.052	1.0	0.0	0.0
1:228980934|228986161	ENSSSCG00000023520	exon	0.508	0.273	0.0	0.0	0.0	0.304	0.2	0.28	0.0	0.095	0.0	0.0	0.467	0.0	0.781	0.0	0.481	0.486	0.174	0.395	0.4	0.432	0.248	0.218
8:96794336|96810462	ENSSSCG00000034280	exon	0.04	0.0	0.038	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.348	0.0	0.028	0.341	0.126	0.028	0.04	0.018	0.0	0.0
13:66493801|66495580	ENSSSCG00000011572	exon	0.234	0.07	0.214	0.0	0.311	0.046	0.044	0.071	0.106	0.125	0.43	0.194	0.193	0.219	0.522	0.027	0.088	0.084	0.091	0.076	0.089	0.083	0.044	0.049
13:50461899|50471621	ENSSSCG00000011510	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.03	1.0	0.011	0.031	1.0	0.016	0.003	0.002
14:101526216|101527127	ENSSSCG00000010457	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.042	0.0	0.045	0.0	0.0	0.0
2:147582261|147598180	ENSSSCG00000014414	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.175	0.277	1.0	1.0	1.0	1.0	1.0	0.237	0.144
13:121001092|121006776	ENSSSCG00000025942	exon	0.714	0.013	0.0	0.0	0.159	0.04	0.033	0.037	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.066	0.079	0.114	0.146	0.09	1.0	1.0	0.042	0.023
12:45141703|45147963	ENSSSCG00000017779	exon	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.027	0.0
14:6674629|6680524	ENSSSCG00000032622	exon	0.0	0.014	0.005	0.0	0.642	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:16304442|16342479	ENSSSCG00000036381	exon	0.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	1.0	0.232	1.0	0.116	0.405	0.367	0.174	1.0	0.089	0.164
6:51226510|51226836	ENSSSCG00000003081	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.894	0.0	0.286	0.615	0.571	0.8	0.0	0.25	0.0	0.235
13:120795278|120812263	ENSSSCG00000011772	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.08	1.0	0.0	0.0	0.0
12:11800135|11808818	ENSSSCG00000017261	exon	0.535	0.054	0.424	0.0	0.275	0.0	0.0	0.032	0.0	0.123	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.154	0.182	0.095	0.0
X:46871978|46878238	ENSSSCG00000035822	exon	1.0	0.2	0.222	0.0	0.0	0.0	0.0	0.263	0.533	0.444	0.0	0.0	0.0	0.0	0.69	0.0	0.178	0.0	0.273	0.0	0.298	0.0	0.0	0.0
3:118250918|118256221	ENSSSCG00000008604	exon	0.0	0.0	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.957	0.0	0.857	0.941	0.333	0.024	0.0	0.857	0.0	0.0
3:120141626|120148629	ENSSSCG00000008614	exon	0.033	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.095	0.007	0.004	0.0	0.022	0.017	0.0	0.0
18:17515478|17533557	ENSSSCG00000016549	exon	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.638	0.0	0.122	0.412	0.519	0.189	0.525	0.435	0.0	0.0
14:6766438|6771753	ENSSSCG00000032622	exon	0.083	0.125	0.0	0.313	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.016	0.017	0.0	1.0	0.021	0.013	1.0	0.012	0.013	1.0	1.0	0.0	0.0
12:37921571|37928284	ENSSSCG00000039473	exon	0.122	0.0	0.085	0.0	0.645	0.096	0.0	0.0	0.062	0.0	0.0	0.0	0.049	0.026	1.0	0.021	1.0	0.032	0.073	0.076	0.028	0.048	0.046	0.025
1:203396554|203404306	ENSSSCG00000034213	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308	0.0	0.056	0.0	0.021	0.044	0.051	0.078	0.0	0.0
6:120911107|120925186	ENSSSCG00000003747	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.0	1.0	0.041	0.0	0.0	0.019	0.018	0.012	0.0
9:104977276|104978823	ENSSSCG00000029082	exon	0.154	0.333	0.0	0.0	0.0	0.0	0.06	0.019	0.359	0.145	0.267	0.0	0.143	0.0	0.0	0.0	0.047	0.0	0.0	0.105	0.121	0.0	0.0	0.0
4:94391005|94406163	ENSSSCG00000006508	exon	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	1.0	0.0	0.75	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.083
12:40224822|40229983	ENSSSCG00000022196	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.355	0.0	0.007	0.014	0.021	0.008	0.049	0.016	0.005	0.007
4:88723352|88740487	ENSSSCG00000006346	exon	0.023	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	1.0	0.0	0.048	1.0	0.02	0.043	1.0	0.018	0.0	0.0
2:139908352|139909610	ENSSSCG00000014324	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.018	0.018	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:16490536|16607933	ENSSSCG00000010872	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2:37212406|37227135	ENSSSCG00000013344	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426	0.056	0.06	0.0	0.038	0.0	0.0	0.061	0.0	0.0
